,Name,Region,Type,Population,%0-9YO,%10-19YO,%20-29YO,%30-39YO,%40-49YO,%50-59YO,%60-69YO,%70-79YO,%80+YO,AreaKM2,PopDensity,Businesses,%BusinessGrowth,BusinessesPer1kCap,%Unemployment,UnemploymentChange,2019Wage,HousePrice,%HousePriceGrowth,HousePricePerWage,%OwnOutright,%OwnWithMort,%PrivateRent,%SocialHousing,%Heavy Industry & Manufacturing,%Wholesale & Retail,%Agriculture,%Hospitality,%Public Admin & Defence,%Transport,%Health & Social Work,%Support & Admin,%Education,%Sciences,%FS & ICT,%Other Industry,%NoQuals,%Level1,%Level2,%Level3,%Level4+,%White,%Mixed,%Asian,%Black,%NoReligion,%Christian,%Muslim,%Buddhist,%Hindu,%Jewish,%Sikh,%BornUK,%BornIreland,%BornOtherEU,%BornOtherEurope,%BornAfrica,%BornME,%BornSouthAsia,%BornSEAsia,%BornEastAsia,%BornNAmerica,%BornLatinAmerica,%BornAustralasia,MbpsSpeed,%UnableDecent,%Under10Mbps,LASpendGrowth15to19,%ChildcareGood,%FSM_GoodEarlyYears,%FSM_GoodPrimary,%FSM_GoodKS2,%FSM_GoodSecondary,%FSM_AttainmentScore,%FSM_Neet,%FSM_KS5Score,%FSM_2ALevels,%ProfessionalJobs,%JobsSubLivingWage,%FamiliesOwnHouse,PerPupilFunding,%13-19PerPupilGrowth,%5GoodGCSEs,Avg8Score,PupilProgress,%BadSchools,High Blood Pressure,Depression,Obesity,Diabetes,Asthma,DiseasesPerPop,%LeaveVote,%17Turnout,Winner_17,seat_types_17,seat_types_yg
E14000786,Lewes,South East,Small Town,93324,0.1019,0.1085,0.08539999999999999,0.0998,0.1214,0.1489,0.1323,0.1201,0.0817,370.748938126633,251.71751123970654,4560,0.1968503937007875,48.862029060048854,0.023814489,-0.005992487000000005,640,320500.0,0.4906976744186047,9.630408653846152,0.420740702,0.310748208,0.141230363,0.107378555,0.157,0.14400000000000002,0.011,0.052000000000000005,0.064,0.045,0.136,0.043,0.121,0.07200000000000001,0.075,0.081,0.209,0.1745,0.16649999999999998,0.1255,0.3245,0.970314768,0.012189314,0.012416092,0.003231586,0.403891509,0.574564586,0.004354136,0.005057148,0.002415185,0.002857402,0.000430878,0.929630805,0.005998276,0.022757166,0.002551252,0.01089668,0.00184824,0.005692126,0.004297442,0.0033563133,0.00688271,0.00226778,0.003821208,30.8,0.00863,0.1861,-0.132,0.9465,0.5796,0.7804,0.3676,0.7575,33.88,0.884,28.8,0.2845,0.334,0.251,0.6878,4273.32,-0.05633728171290775,0.667,49.2,0.23,0.095,0.16699,0.12049,0.07238,0.06108,0.06444,0.77468,0.47100000000000003,0.7658194837963942,Con,con ld marginal,con ld marginal
E14000787,Lewisham East,London,Large City,110912,0.1431,0.1179,0.1233,0.1807,0.1516,0.1303,0.0747,0.0456,0.0328,14.8264490869697,7480.685317799767,3340,0.5904761904761904,30.113964223889212,0.045960235,-0.013658600999999992,630,410000.0,0.9524274387485416,12.515262515262515,0.187349936,0.312344052,0.210748082,0.273645309,0.094,0.122,0.0,0.06,0.068,0.046,0.136,0.058,0.115,0.087,0.126,0.087,0.201,0.1595,0.1545,0.1225,0.3625,0.557168855,0.07010351599999999,0.087450835,0.25818445100000004,0.33021544700000005,0.559986694,0.060749858,0.008199126999999999,0.032111618,0.002054674,0.002309062,0.7004872510000001,0.013599984,0.063117625,0.016496096000000002,0.07805803900000001,0.003991938,0.037727726,0.009040565,0.00921668,0.052315911,0.010410347,0.005537835,52.0,0.0013,0.1414,0.0087,0.9061,0.7018,0.9521,0.4111,0.4506,41.48,0.8648,21.09,0.4676,0.3264,0.229,0.4947,5628.48,-0.07611700206821848,0.59,42.8,-0.25,0.215,0.12417,0.07342,0.08619,0.07069,0.0524,0.5624500000000002,0.354,0.6944982678644824,Lab,lab safe,lab safe
E14000788,Lewisham West and Penge,London,Large City,115741,0.1463,0.103,0.1203,0.1966,0.16210000000000002,0.1243,0.0742,0.045,0.0282,15.8446293697099,7304.7464411670935,4070,0.5475285171102662,35.164721231024444,0.044098952,-0.014741834999999997,710,416400.0,0.9367441860465116,11.278439869989164,0.164921578,0.308175563,0.213556135,0.29336723800000003,0.095,0.113,0.0,0.051,0.069,0.041,0.13,0.057,0.115,0.096,0.132,0.102,0.175,0.15649999999999994,0.1525,0.1235,0.3925,0.6199654689999999,0.072967083,0.065504326,0.22440161100000006,0.37412848,0.539771494,0.053258234,0.008283566,0.015340636,0.002396385,0.001726529,0.723444001,0.015048164,0.066796864,0.014246223999999997,0.076769221,0.004877681,0.02320908,0.008613776,0.007953355,0.04139896,0.010632778,0.007000461999999999,48.6,0.0066,0.1339,-0.0084,0.8269,0.713,0.9321,0.4474,0.521,40.08,0.8962,25.67,0.4114,0.3665,0.3733,0.4821,5358.3,-0.05840116401670115,0.616,45.6,-0.16,0.26,0.1127,0.08936000000000001,0.08223,0.05982000000000001,0.0535,0.54847,0.34600000000000003,0.7318618911096174,Lab,lab safe,lab safe
E14000789,"Lewisham, Deptford",London,Large City,126489,0.13,0.0934,0.1974,0.2202,0.1431,0.1064,0.0581,0.0323,0.0189,12.036512746017802,10508.774648358847,4680,0.7301293900184842,36.99926475820032,0.045282746,-0.02170875800000001,690,450000.0,1.0,12.541806020066891,0.109819774,0.233914435,0.292003537,0.334407108,0.071,0.108,0.0,0.09,0.056,0.037000000000000005,0.117,0.065,0.114,0.101,0.134,0.107,0.153,0.13149999999999998,0.1365,0.1395,0.4395,0.498985172,0.075336577,0.108413766,0.28874294300000003,0.385501697,0.491681956,0.072695365,0.020083845,0.019605236,0.002490539,0.001630815,0.610837831,0.014251908,0.089038971,0.017061519,0.108750565,0.00569899,0.030701871,0.020207929,0.020651085,0.055952919,0.017105834,0.009740577,39.7,0.0063100000000000005,0.225,0.0087,0.8583,0.6778,0.9922,0.4654,0.4516,41.63,0.861,22.18,0.4982,0.3654,0.16899999999999998,0.3548,5757.0,-0.08162337465522995,0.645,47.5,-0.1,0.165,0.10369,0.08262,0.07433,0.057720000000000014,0.04789,0.48927,0.244,0.7050007646429117,Lab,lab safe,lab safe
E14000790,Leyton and Wanstead,London,Large City,110744,0.13720000000000002,0.1032,0.1586,0.2105,0.13849999999999998,0.1088,0.0729,0.0431,0.0272,15.328503841912804,7224.710326730788,4960,1.2192393736017901,44.78797948421585,0.033423026,-0.027011081,680,450000.0,1.0366598778004072,12.726244343891402,0.202609873,0.265737123,0.307362292,0.205853061,0.123,0.124,0.0,0.086,0.051,0.049,0.119,0.067,0.112,0.079,0.111,0.07800000000000001,0.175,0.1515,0.1495,0.1285,0.3955,0.491538927,0.052100631,0.246326176,0.171381127,0.250655097,0.462906616,0.226351708,0.008331494,0.02749009,0.009214555,0.01077911,0.56932513,0.01454172,0.132958352,0.018669073,0.083593293,0.005375156999999999,0.103682943,0.010836701,0.009396927,0.035360855,0.010491155,0.005768695999999999,61.0,0.00577,0.1217,-0.0007,0.9442,0.667,0.8331,0.4956,0.8848,43.2,0.9131,26.23,0.5918,0.3591,0.297,0.4892,4951.67,-0.08107390870254283,0.6579999999999999,47.3,0.34,0.0,0.10478,0.06231,0.07346,0.06649,0.04417,0.4784600000000001,0.348,0.7108627914472977,Lab,lab safe,lab safe
E14000791,Lichfield,West Midlands,Small Town,96439,0.105,0.1096,0.0971,0.1075,0.1332,0.1476,0.1229,0.1189,0.0581,329.12416261904707,293.01707669401867,4315,0.14913448735019966,44.7433092421116,0.022418591,-0.007191151,680,230000.0,0.3690476190476191,6.504524886877828,0.389927015,0.368756147,0.096951188,0.127232258,0.219,0.168,0.013,0.048,0.056,0.045,0.117,0.043,0.108,0.062,0.06,0.06,0.22,0.17900000000000002,0.16899999999999998,0.13,0.303,0.974522772,0.009808034,0.010948002,0.003807066,0.291756735,0.695079852,0.003613486,0.0016669360000000002,0.001709953,0.000634511,0.002548798,0.964284562,0.004194225,0.0143464,0.0007958269999999999,0.004118943,0.000677529,0.003516696,0.001516374,0.0021723938,0.002849922,0.000537721,0.0009894069999999999,50.1,0.01525,0.1601,-0.1128,0.9345,0.5734,0.8326,0.3858,0.9332,41.13,0.912,25.33,0.3286,0.3603,0.23,0.7554,4231.66,-0.050390354135016135,0.6990000000000001,49.3,0.18,0.125,0.1589,0.08861000000000001,0.09462,0.07062,0.059920000000000015,0.7254600000000001,0.575,0.7210936450356039,Con,con safe,con safe
E14000792,Lincoln,East Midlands,Large Town,112662,0.112,0.122,0.2036,0.13119999999999998,0.1077,0.1185,0.0912,0.0691,0.0446,63.8834651187716,1763.5549322589147,2830,0.14807302231237318,25.11938364310948,0.044482116,-0.014200912000000003,520,150000.0,0.25,5.547337278106508,0.256860398,0.314603006,0.204747972,0.203861329,0.201,0.18600000000000005,0.008,0.067,0.096,0.04,0.142,0.045,0.08800000000000001,0.036000000000000004,0.036000000000000004,0.053000000000000005,0.215,0.184,0.175,0.19400000000000006,0.232,0.958442267,0.012526567,0.01774597,0.007739763,0.386640209,0.59204958,0.00877424,0.002924747,0.003376154,0.000639494,0.0007617510000000001,0.907856377,0.0058400890000000006,0.051883687000000005,0.0021724,0.008680196,0.002727256,0.007090865,0.003893393,0.0036018580000000008,0.003761732,0.001316607,0.001175541,70.7,0.00508,0.1373,-0.1539,0.9421,0.5005,0.7729,0.3499,0.7654,38.91,0.8424,21.59,0.2194,0.2449,0.2843,0.5679,4406.96,-0.07050280201551062,0.541,43.4,-0.33,0.075,0.12179,0.11617,0.1058,0.06124,0.05831,0.6934299999999999,0.574,0.6674371845549917,Lab,con lab marginal,con lab marginal
E14000793,"Liverpool, Riverside",North West,Large City,135228,0.0782,0.1175,0.3439,0.1517,0.0908,0.0817,0.0667,0.044,0.0257,24.098792306884803,5611.401529086858,6055,0.29796355841371924,44.77622977489869,0.054686915,-0.027974558,570,124995.0,-0.07561751220233692,4.217105263157896,0.137011459,0.158552216,0.365274616,0.318979205,0.095,0.146,0.001,0.108,0.061,0.04,0.152,0.046,0.129,0.069,0.071,0.08299999999999999,0.214,0.11125,0.11925,0.24425,0.31025,0.796458406,0.041637661,0.077166725,0.04663244,0.326809955,0.573364079,0.072119735,0.008031674,0.009363035,0.00479464,0.002071006,0.8248085620000001,0.010024365,0.033745214,0.005038288,0.033284023,0.025008702,0.016437522,0.008353636999999999,0.030177515,0.007822833000000001,0.003132614,0.002166724,45.9,0.02139,0.1326,0.0192,0.8552,0.4473,0.8721,0.3029,0.7294,44.25,0.8606,27.81,0.3066,0.3673,0.1933,0.4045,5142.54,-0.1252502606793482,0.735,50.4,-0.03,0.08,0.09865,0.10386,0.09184,0.045160000000000006,0.0493,0.5858,0.273,0.6311638631242467,Lab,lab safe,lab safe
E14000794,"Liverpool, Walton",North West,Large City,92084,0.1284,0.1109,0.1458,0.14529999999999998,0.1216,0.1364,0.1042,0.068,0.0394,19.7612236877432,4659.8328856079215,1665,0.4170212765957446,18.08131705833804,0.086105308,-0.027540368,480,86000.0,0.058461538461538565,3.4455128205128207,0.204697741,0.266197217,0.210350625,0.300845496,0.16399999999999998,0.161,0.001,0.063,0.081,0.065,0.171,0.062,0.07400000000000001,0.033,0.059,0.066,0.365,0.1965,0.1715,0.1245,0.1425,0.951260394,0.011929122,0.018535853,0.011276068,0.19983456,0.7825656320000001,0.01010057,0.002089773,0.001872088,0.00056598,0.00056598,0.951227741,0.004854369,0.014203927,0.0013714139999999998,0.008337324,0.00405982,0.006541425,0.002840785,0.003613566,0.001763246,0.0005550964,0.000620401,61.3,0.0003,0.1137,0.0192,0.9137,0.4898,0.7812,0.3408,0.3204,35.56,0.868,24.31,0.2763,0.1648,0.262,0.4909,5060.14,-0.06522895714950737,0.467,38.3,-0.59,0.465,0.1442,0.13151,0.13233,0.07045,0.06103,0.8225899999999999,0.522,0.6742325225541139,Lab,lab safe,lab safe
E14000795,"Liverpool, Wavertree",North West,Large City,95353,0.1252,0.1059,0.1851,0.1489,0.1166,0.1195,0.0944,0.0647,0.0398,17.0536093640168,5591.367666788199,2225,0.3819875776397517,23.334347110211528,0.064309758,-0.02120298500000001,550,138000.0,0.1499999999999999,4.825174825174825,0.246239527,0.280873176,0.25655752,0.199522637,0.124,0.146,0.001,0.077,0.069,0.049,0.174,0.048,0.125,0.051,0.06699999999999999,0.068,0.255,0.15675,0.14875,0.16274999999999998,0.27775,0.84707271,0.034196348,0.050873761,0.042524125,0.2439754759999999,0.682855925,0.047179812,0.0051912,0.006360586,0.009923389,0.0017267570000000002,0.8720451140000001,0.008426137,0.028688211,0.003256795,0.029562519,0.016797631,0.018579032,0.004065529,0.0119670825,0.003945312,0.001311461,0.001355176,60.7,0.00121,0.0923,0.0192,0.9792,0.4588,0.8149,0.3219,0.1165,49.28,0.8756,28.2,0.3102,0.3503,0.2247,0.6301,4807.48,-0.06433399571431075,0.63,48.2,-0.16,0.305,0.13337000000000002,0.10353,0.11114,0.06197,0.05473,0.71526,0.353,0.7011424268157856,Lab,lab safe,lab safe
E14000796,"Liverpool, West Derby",North West,Large City,93177,0.1368,0.1124,0.13119999999999998,0.1389,0.1228,0.1395,0.1047,0.06860000000000001,0.0451,20.6061332663036,4521.809055382976,1490,0.5602094240837696,15.991070757805035,0.062041616,-0.02700147800000001,560,120000.0,0.2003300907749632,4.12087912087912,0.224950249,0.322538961,0.155221875,0.279637144,0.162,0.15,0.001,0.057,0.073,0.065,0.183,0.052000000000000005,0.093,0.036000000000000004,0.063,0.064,0.328,0.18875000000000006,0.17475000000000002,0.12675,0.18175,0.940875001,0.013364702,0.025735335,0.013961143,0.18670819700000008,0.7963153190000001,0.009962778,0.002407855,0.002463081,0.000662712,0.000242995,0.942708506,0.004661078,0.015938235,0.001369606,0.011310293,0.004495399999999999,0.00795255,0.002982206,0.0060306833999999995,0.00131438,0.00033135580000000003,0.000905707,62.6,0.00043,0.1977,0.0192,0.8843,0.4801,0.8388,0.3463,0.5608,37.58,0.8815,26.67,0.3111,0.2781,0.2587,0.5825,5109.32,-0.05763747228790327,0.569,43.0,-0.27,0.35000000000000003,0.14677,0.11489,0.13246,0.07097,0.05665,0.8107300000000001,0.498,0.6947854643668283,Lab,lab safe,lab safe
E14000797,Loughborough,East Midlands,Large Town,109106,0.102,0.1257,0.208,0.1199,0.1137,0.1176,0.0978,0.0728,0.0426,130.581470877199,835.5396770082725,3670,0.3037300177619893,33.63701354645941,0.024962516,-0.009796572,620,189200.0,0.3277192982456141,5.868486352357321,0.325928969,0.343031766,0.167869341,0.143601859,0.218,0.16899999999999998,0.006,0.06,0.044,0.042,0.096,0.037000000000000005,0.157,0.061,0.048000000000000015,0.062,0.188,0.16574999999999998,0.14475000000000002,0.21375,0.28775,0.8698589390000001,0.015981528000000002,0.096927715,0.010224145,0.375157547,0.541173861,0.034161146,0.004486927,0.035794589,0.001068796,0.004416347,0.8793571090000001,0.004154189,0.029099489,0.003196306,0.020317211,0.004618006,0.028161771,0.008510038000000001,0.015467295,0.003962612,0.0012704550000000002,0.001875435,58.7,0.00787,0.1377,-0.0604,0.8939,0.4299,0.7598,0.378,0.7354,36.26,0.8848,24.53,0.3301,0.3208,0.25,0.7213,4273.0,-0.04674794480820077,0.662,45.8,-0.08,0.17,0.11972,0.09918,0.0757,0.06063,0.05721,0.6108600000000001,0.501,0.6815732284849322,Con,con lab marginal,con lab marginal
E14000798,Louth and Horncastle,East Midlands,Rural,100022,0.0939,0.0912,0.0864,0.0877,0.1069,0.1514,0.16269999999999998,0.1459,0.0739,1376.3072481014701,72.6741795031408,3955,0.029947916666666737,39.54130091379896,0.035561043,-0.0009463820000000026,500,165000.0,0.22222222222222232,6.346153846153847,0.439609954,0.275088384,0.16186427,0.099637221,0.199,0.165,0.046,0.07,0.077,0.043,0.136,0.035,0.101,0.041,0.025,0.062,0.306,0.1935,0.1705,0.1215,0.2095,0.986540744,0.006254838,0.005005935,0.00149662,0.304618878,0.685534396,0.002281055,0.001692728,0.00088765,0.000454147,0.000278681,0.96716726,0.003354492,0.013428291,0.001259225,0.004035713,0.000505754,0.002539093,0.002188161,0.0013624401000000002,0.002167518,0.0005263976,0.001465656,31.8,0.05712,0.2425,-0.0768,0.9126,0.534,0.9204,0.3466,0.5461,41.2,0.8914,31.4,0.2809,0.2914,0.282,0.6615,4624.89,-0.06117050970011539,0.619,45.8,-0.18,0.1,0.19076,0.10817,0.12629,0.09205,0.07368999999999999,0.97241,0.6890000000000001,0.668991355196375,Con,con safe,con safe
E14000799,Ludlow,West Midlands,Rural,86615,0.0875,0.0974,0.0815,0.0907,0.1168,0.1597,0.1545,0.1362,0.0756,1554.9706762475303,55.7020150431519,5245,0.07040816326530619,60.555331062748955,0.022913673,-0.002419727,610,219975.0,0.18905405405405395,6.934899117276165,0.42986841,0.262287552,0.154502959,0.122294577,0.23,0.157,0.057,0.059,0.043,0.031,0.114,0.039,0.099,0.056,0.046,0.07,0.236,0.17075000000000004,0.17375,0.12675,0.29375,0.986565634,0.005633005999999999,0.005750851,0.001225591,0.2904533509999999,0.698304206,0.002427614,0.002533674,0.0005538730000000001,0.0005185190000000001,0.000765995,0.965247417,0.003252531,0.013622919,0.0011431,0.004018524999999999,0.000577442,0.002297984,0.002274415,0.0016969726000000001,0.0031700390000000004,0.0005303042,0.002168354,26.4,0.11257,0.2847,0.0572,0.9326,0.4787,0.8144,0.3363,0.733,40.64,0.9073,22.11,0.2953,0.284,0.3793,0.6731,4515.86,-0.01375672930976135,0.633,47.0,-0.04,0.06000000000000001,0.17962999999999998,0.10719,0.10118,0.0684,0.06517,0.83944,0.579,0.7365434929594027,Con,con safe,con safe
E14000800,Luton North,East of England,Small City,100602,0.1594,0.1346,0.1124,0.1463,0.1263,0.1259,0.08439999999999999,0.064,0.046500000000000014,18.7800163056477,5356.864358512087,2600,0.543026706231454,25.844416611995783,0.033861138,-0.02163616,620,255000.0,0.6887417218543046,7.909429280397023,0.288908592,0.386079632,0.149150758,0.162782965,0.186,0.16699999999999998,0.001,0.051,0.048,0.091,0.13,0.057,0.105,0.047,0.06,0.056,0.244,0.2105,0.17550000000000002,0.1295,0.2405,0.5488291710000001,0.04410442,0.288103732,0.108199339,0.22181572000000005,0.494203968,0.223776365,0.0026276690000000004,0.038646952000000005,0.001930326,0.012511749,0.729410695,0.024740518,0.043326225,0.003365438,0.046439003,0.004365974,0.1103419,0.010096314,0.0025973504999999997,0.022648489,0.0015867079999999998,0.001081387,68.4,0.00044,0.1627,0.0058,0.9573,0.5664,0.8351,0.3837,0.8783,38.01,0.8821,25.83,0.457,0.2586,0.2853,0.6517,4720.31,-0.07923339510387195,0.586,43.6,0.03,0.23,0.12897,0.07558,0.10092,0.08488,0.05625,0.6192700000000001,0.5920000000000001,0.6996153328044783,Lab,lab safe,con lab marginal
E14000801,Luton South,East of England,Small City,119912,0.1603,0.1229,0.1522,0.1825,0.1253,0.1063,0.0742,0.0464,0.03,55.755133221258404,2150.6898660638435,4920,0.6210873146622735,41.030088731736605,0.042598701,-0.02315566,540,232500.0,0.603448275862069,8.27991452991453,0.2285483,0.321297159,0.286611392,0.148162685,0.17799999999999996,0.185,0.002,0.07,0.041,0.106,0.08800000000000001,0.068,0.096,0.048,0.06,0.059,0.229,0.20125,0.16824999999999998,0.14325,0.25725000000000003,0.5669177710000001,0.036204393,0.295298602,0.08414412800000001,0.23481575599999996,0.466019241,0.252986023,0.003657651,0.026801597000000003,0.001316028,0.010074424,0.669286621,0.021691777,0.08741150800000001,0.006271556,0.043664912,0.00764204,0.131639136,0.007188236999999998,0.007097477000000001,0.014403703,0.002314394,0.001388637,65.6,0.006,0.1445,0.0058,0.9683,0.5925,0.7626,0.3733,0.9091,37.82,0.8775,25.18,0.4974,0.2177,0.1937,0.5909,4706.93,-0.09445022672748636,0.53,42.4,-0.18,0.455,0.11475,0.07416,0.09916,0.07324,0.05027,0.56611,0.546,0.6881139489194499,Lab,lab safe,lab safe
E14000802,Macclesfield,North West,Small Town,93375,0.1069,0.1046,0.0859,0.1082,0.1334,0.1597,0.1277,0.1077,0.0659,301.75919865678503,309.43547177894936,4865,0.13668224299065426,52.10174029451139,0.022493471,-0.0052662989999999995,640,230000.0,0.3529411764705883,6.9110576923076925,0.371882252,0.373225846,0.121802858,0.116330768,0.193,0.149,0.01,0.047,0.035,0.037000000000000005,0.136,0.05,0.091,0.101,0.086,0.064,0.182,0.15975,0.16675,0.13275,0.35875,0.968252777,0.009081357,0.017937556,0.003012823,0.3066968309999999,0.6759124240000001,0.004277995,0.002562508,0.005907707,0.001190119,0.000493202,0.949243042,0.004578205,0.016168461000000002,0.00161899,0.005178625,0.001468885,0.007955569000000001,0.004513874,0.0023051846000000003,0.004052837,0.0009006302,0.0020156970000000003,54.1,0.022580000000000003,0.1715,0.0499,0.9419,0.5477,0.9347,0.2826,0.9156,37.04,0.8596,22.72,0.3731,0.4157,0.16399999999999998,0.7739,4237.06,-0.05415589575994595,0.7509999999999999,52.0,0.17,0.075,0.15762,0.08707999999999999,0.07708999999999999,0.06135,0.06226,0.70196,0.47200000000000003,0.7237198915297496,Con,con safe,con safe
E14000803,Maidenhead,South East,Large Town,106731,0.128,0.1189,0.0857,0.12960000000000002,0.151,0.1414,0.1036,0.08689999999999999,0.0548,183.349506747696,582.1177372834204,6615,0.2171113155473781,61.97824437136352,0.015291943999999997,-0.00932654,770,456000.0,0.6285714285714286,11.388611388611391,0.355981659,0.378245838,0.132162911,0.112988255,0.153,0.14400000000000002,0.005,0.046,0.036000000000000004,0.046,0.078,0.054000000000000006,0.1,0.11,0.155,0.07400000000000001,0.152,0.16075,0.15375,0.12475,0.40875,0.87020733,0.019779896,0.094045396,0.009118601,0.2972585240000001,0.612901641,0.043529527,0.004569126,0.017559202,0.003399823,0.017460941,0.8466640460000001,0.009904687,0.042831876,0.004755822,0.024201631,0.004146605,0.036189447,0.006838950999999999,0.005630343,0.009816252,0.003134519,0.005875995,50.1,0.02022,0.1769,0.0017,0.9038,0.4768,0.9062,0.3165,0.7677,40.49,0.9108,26.22,0.3482,0.4305,0.133,0.7426,4279.8,-0.07512377280693605,0.748,51.6,0.25,0.045,0.12593,0.0761,0.06275,0.05313,0.05818,0.5835499999999999,0.45,0.7669567274830432,Con,con safe,con safe
E14000804,Maidstone and The Weald,South East,Large Town,109591,0.1233,0.1161,0.1163,0.1348,0.1329,0.1361,0.1023,0.085,0.0532,223.64534293666003,490.0213818940909,4880,0.2049382716049384,44.52920404047778,0.02393462,-0.003224089999999999,600,280000.0,0.6000000000000001,8.974358974358974,0.325758865,0.361362918,0.177509904,0.1102389,0.17600000000000002,0.158,0.014,0.046,0.081,0.047,0.122,0.055,0.095,0.064,0.083,0.06,0.193,0.193,0.19,0.139,0.28600000000000003,0.931392931,0.015912362,0.039151207,0.009795298,0.338907324,0.623070926,0.012204142,0.006676795,0.012434032,0.001149448,0.001159443,0.890782425,0.005467376,0.039930833,0.004177995,0.015452583,0.002178954,0.020949944,0.005587318000000001,0.0051275386,0.005497361,0.001649209,0.003198465,46.9,0.027260000000000003,0.1893,-0.0513,0.9259,0.5799,0.622,0.4269,0.7078,44.86,0.86,28.4,0.3273,0.3115,0.209,0.6949,4201.91,-0.09174992110462177,0.725,52.4,0.16,0.11,0.14078,0.0901,0.0965,0.0634,0.056129999999999985,0.67074,0.5589999999999999,0.6876443571295829,Con,con safe,con safe
E14000805,Makerfield,North West,Small Town,100449,0.1152,0.1151,0.1124,0.1225,0.1377,0.1409,0.1139,0.0999,0.0424,55.8665393916735,1798.0172227201026,2310,0.30508474576271194,22.996744616671148,0.036907108,-0.008700784999999996,580,130000.0,0.13043478260869554,4.310344827586206,0.340203165,0.4047421370000001,0.09823696,0.144144364,0.244,0.17800000000000002,0.001,0.042,0.067,0.059,0.122,0.047,0.08900000000000001,0.038,0.051,0.06,0.265,0.213,0.185,0.135,0.203,0.981069632,0.006955052,0.006853221,0.003513167,0.189660088,0.8006965229999999,0.004470377,0.001527464,0.001242337,0.000213845,0.00029531,0.9752550870000001,0.00309566,0.008513065,0.000773915,0.0040121390000000005,0.001333985,0.002067168,0.001517281,0.001028492,0.001333985,0.0003156761,0.0007535490000000001,61.8,0.00085,0.1451,-0.0177,0.9077,0.4851,0.9466,0.4145,0.6031,40.32,0.8422,34.06,0.3146,0.2215,0.29100000000000004,0.7461,4417.07,-0.06846475216746706,0.6629999999999999,45.6,-0.34,0.205,0.16285,0.11689,0.11998,0.07616,0.06952,0.8108099999999999,0.649,0.6334181715347634,Lab,lab safe,con lab marginal
E14000806,Maldon,East of England,Rural,91873,0.1026,0.1099,0.0952,0.0999,0.1283,0.1572,0.1361,0.1112,0.0597,375.947287214938,244.37734524062148,4855,0.15733015494636482,52.844687775516206,0.016310336,-0.011349255,670,335000.0,0.6341463414634145,9.615384615384617,0.391256979,0.401661446,0.098134278,0.094184938,0.228,0.159,0.011,0.037000000000000005,0.052000000000000005,0.044,0.097,0.045,0.093,0.069,0.102,0.064,0.221,0.2145,0.1895,0.1245,0.2515,0.974683829,0.009425994,0.010315664,0.003648772,0.33763528,0.648265144,0.004133023,0.002387468,0.001869433,0.002038357,0.000529297,0.957667488,0.005157832,0.011813462,0.0016329379999999998,0.007218711999999999,0.001272566,0.003434801,0.0033559690000000003,0.0016779849,0.0034573240000000003,0.00095724,0.002353683,29.3,0.02605,0.2481,0.0449,0.9804,0.5784,0.8762,0.3398,1.0,38.6,0.914,30.19,0.3826,0.266,0.2407,0.7967,4204.31,-0.08111953526085848,0.624,45.3,-0.16,0.015,0.16122999999999998,0.07141,0.07912000000000001,0.06482,0.06167,0.6643100000000001,0.61,0.7038057926402687,Con,con safe,con safe
E14000807,Manchester Central,North West,Large City,162656,0.1123,0.1193,0.3457,0.1663,0.0882,0.07400000000000001,0.0472,0.0294,0.0176,28.453025362930198,5716.650441394365,11925,0.9049520766773164,73.31423372024395,0.06090956700000001,-0.022677253999999987,540,160000.0,0.3168724279835391,5.698005698005698,0.106594671,0.164539258,0.345826326,0.359068779,0.095,0.16699999999999998,0.001,0.105,0.039,0.043,0.121,0.07200000000000001,0.104,0.08900000000000001,0.095,0.071,0.214,0.13449999999999998,0.13049999999999998,0.2045,0.3155,0.626207882,0.050235993,0.146114676,0.141037476,0.35044593,0.487247443,0.125247532,0.012931227,0.012953561,0.002672602,0.004064738,0.6977279160000001,0.014554144,0.05423373,0.006186442,0.077081131,0.024492652,0.036046633,0.015477272,0.046029808,0.021418043,0.0046677490000000006,0.002084481,31.1,0.02344,0.2438,-0.0104,0.8806,0.58,0.9194,0.456,0.6482,36.68,0.8712,23.74,0.3931,0.3049,0.1533,0.3153,5146.64,-0.058552370429854624,0.5479999999999999,43.0,-0.3,0.295,0.08922000000000001,0.09421,0.07277,0.052529999999999986,0.04678,0.5112399999999999,0.364,0.5525088354881953,Lab,lab safe,lab safe
