ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,Date,ConNumAllcategories:Countryofbirth,ConNumEurope:UnitedKingdom:Total,ConNumEurope:UnitedKingdom:England,ConNumEurope:UnitedKingdom:NorthernIreland,ConNumEurope:UnitedKingdom:Scotland,ConNumEurope:UnitedKingdom:Wales,ConNumEurope:UnitedKingdomnototherwisespecified,ConNumEurope:ChannelIslandsandIsleofMan,ConNumEurope:Ireland,ConNumEurope:OtherEurope:Total,ConNumEurope:OtherEurope:EUCountries:Total,ConNumEurope:OtherEurope:RestofEurope:Total,ConNumAfrica:NorthAfrica,ConNumAfrica:CentralandWesternAfrica:Total,ConNumAfrica:SouthandEasternAfrica:Total,ConNumMiddleEastandAsia:MiddleEast:Total,ConNumMiddleEastandAsia:EasternAsia:Total,ConNumMiddleEastandAsia:SouthernAsia:Total,ConNumMiddleEastandAsia:South-EastAsia:Total,ConNumMiddleEastandAsia:CentralAsia,ConNumTheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,ConNumTheAmericasandtheCaribbean:CentralAmerica,ConNumTheAmericasandtheCaribbean:SouthAmerica,ConNumAntarcticaandOceania:Australia,ConNumAntarcticaandOceania:OtherAntarcticaandOceania,ConNumOther,Con%Allcategories:Countryofbirth,Con%Europe:UnitedKingdom:Total,Con%Europe:UnitedKingdom:England,Con%Europe:UnitedKingdom:NorthernIreland,Con%Europe:UnitedKingdom:Scotland,Con%Europe:UnitedKingdom:Wales,Con%Europe:UnitedKingdomnototherwisespecified,Con%Europe:ChannelIslandsandIsleofMan,Con%Europe:Ireland,Con%Europe:OtherEurope:Total,Con%Europe:OtherEurope:EUCountries:Total,Con%Europe:OtherEurope:RestofEurope:Total,Con%Africa:NorthAfrica,Con%Africa:CentralandWesternAfrica:Total,Con%Africa:SouthandEasternAfrica:Total,Con%MiddleEastandAsia:MiddleEast:Total,Con%MiddleEastandAsia:EasternAsia:Total,Con%MiddleEastandAsia:SouthernAsia:Total,Con%MiddleEastandAsia:South-EastAsia:Total,Con%MiddleEastandAsia:CentralAsia,Con%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,Con%TheAmericasandtheCaribbean:CentralAmerica,Con%TheAmericasandtheCaribbean:SouthAmerica,Con%AntarcticaandOceania:Australia,Con%AntarcticaandOceania:OtherAntarcticaandOceania,Con%Other,REG%Allcategories:Countryofbirth,REG%Europe:UnitedKingdom:Total,REG%Europe:UnitedKingdom:England,REG%Europe:UnitedKingdom:NorthernIreland,REG%Europe:UnitedKingdom:Scotland,REG%Europe:UnitedKingdom:Wales,REG%Europe:UnitedKingdomnototherwisespecified,REG%Europe:ChannelIslandsandIsleofMan,REG%Europe:Ireland,REG%Europe:OtherEurope:Total,REG%Europe:OtherEurope:EUCountries:Total,REG%Europe:OtherEurope:RestofEurope:Total,REG%Africa:NorthAfrica,REG%Africa:CentralandWesternAfrica:Total,REG%Africa:SouthandEasternAfrica:Total,REG%MiddleEastandAsia:MiddleEast:Total,REG%MiddleEastandAsia:EasternAsia:Total,REG%MiddleEastandAsia:SouthernAsia:Total,REG%MiddleEastandAsia:South-EastAsia:Total,REG%MiddleEastandAsia:CentralAsia,REG%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,REG%TheAmericasandtheCaribbean:CentralAmerica,REG%TheAmericasandtheCaribbean:SouthAmerica,REG%AntarcticaandOceania:Australia,REG%AntarcticaandOceania:OtherAntarcticaandOceania,REG%Other,uk%Allcategories:Countryofbirth,uk%Europe:UnitedKingdom:Total,uk%Europe:UnitedKingdom:England,uk%Europe:UnitedKingdom:NorthernIreland,uk%Europe:UnitedKingdom:Scotland,uk%Europe:UnitedKingdom:Wales,uk%Europe:UnitedKingdomnototherwisespecified,uk%Europe:ChannelIslandsandIsleofMan,uk%Europe:Ireland,uk%Europe:OtherEurope:Total,uk%Europe:OtherEurope:EUCountries:Total,uk%Europe:OtherEurope:RestofEurope:Total,uk%Africa:NorthAfrica,uk%Africa:CentralandWesternAfrica:Total,uk%Africa:SouthandEasternAfrica:Total,uk%MiddleEastandAsia:MiddleEast:Total,uk%MiddleEastandAsia:EasternAsia:Total,uk%MiddleEastandAsia:SouthernAsia:Total,uk%MiddleEastandAsia:South-EastAsia:Total,uk%MiddleEastandAsia:CentralAsia,uk%TheAmericasandtheCaribbean:NorthAmericasandtheCaribbean:Total,uk%TheAmericasandtheCaribbean:CentralAmerica,uk%TheAmericasandtheCaribbean:SouthAmerica,uk%AntarcticaandOceania:Australia,uk%AntarcticaandOceania:OtherAntarcticaandOceania,uk%Other,ConNumRoW,Con%RoW,Reg%RoW,UK%RoW
E14000772,Kingston upon Hull North,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,94813,84609,83215,198,839,353,4,22,163,5107,4849,258,188,728,587,716,1195,688,397,5,208,18,72,63,47,0,1,0.892377628,0.877675002,0.002088321,0.008848998,0.003723118,4.21883E-05,0.000232036,0.001719174,0.053863922,0.051142776,0.002721146,0.00198285,0.007678272,0.006191134,0.007551707,0.012603757,0.007256389,0.00418719,5.27354E-05,0.002193792,0.000189847,0.00075939,0.000664466,0.000495713,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,4912,0.051807242,0.056947616,0.078930644
E14000773,Kingston upon Hull West and Hessle,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,84656,75959,74758,173,768,248,12,24,147,4568,4221,347,160,408,407,1215,263,801,392,10,159,10,44,57,32,0,1,0.897266585,0.883079758,0.002043565,0.009072009,0.002929503,0.00014175,0.0002835,0.001736439,0.053959554,0.049860612,0.004098942,0.001890002,0.004819505,0.004807692,0.014352202,0.003106691,0.009461822,0.004630505,0.000118125,0.001878189,0.000118125,0.000519751,0.000673313,0.000378,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,3958,0.046753922,0.056947616,0.078930644
E14000777,Leeds Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,132877,104531,101430,694,1781,605,21,73,917,7307,6774,533,637,2609,3559,3072,1936,5154,1552,25,1012,49,221,150,73,0,1,0.786674895,0.763337523,0.005222875,0.013403373,0.004553083,0.000158041,0.00054938,0.006901119,0.054990706,0.050979477,0.004011228,0.004793907,0.0196347,0.026784169,0.023119125,0.014569865,0.038787751,0.011679975,0.000188144,0.007616066,0.000368762,0.001663192,0.001128864,0.00054938,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,20049,0.1508839,0.056947616,0.078930644
E14000778,Leeds East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,94469,80872,79244,381,982,250,15,15,759,2911,2725,186,215,1107,1622,526,365,4515,770,4,661,15,53,40,19,0,1,0.856069187,0.83883602,0.004033069,0.010394944,0.002646371,0.000158782,0.000158782,0.008034382,0.030814341,0.028845441,0.0019689,0.002275879,0.01171813,0.017169654,0.005567964,0.003863701,0.047793456,0.008150822,4.23419E-05,0.006997004,0.000158782,0.000561031,0.000423419,0.000201124,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,9912,0.104923308,0.056947616,0.078930644
E14000779,Leeds North East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,91640,75042,72667,477,1337,551,10,22,917,3197,2860,337,351,718,1675,1072,619,5318,533,8,1738,10,166,169,85,0,1,0.818878219,0.792961589,0.005205151,0.014589699,0.006012658,0.000109123,0.00024007,0.010006547,0.034886512,0.031209079,0.003677433,0.003830205,0.007835007,0.018278045,0.011697948,0.006754692,0.058031427,0.005816237,8.72981E-05,0.018965517,0.000109123,0.001811436,0.001844173,0.000927543,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,12462,0.135988651,0.056947616,0.078930644
E14000780,Leeds North West,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,84571,77261,74776,476,1338,665,6,79,500,1898,1686,212,142,177,650,901,419,1420,288,7,483,26,93,151,76,0,1,0.913563751,0.884180156,0.005628407,0.015821026,0.007863216,7.09463E-05,0.000934126,0.005912192,0.022442681,0.019935912,0.002506769,0.001679063,0.002092916,0.00768585,0.01065377,0.004954417,0.016790626,0.003405423,8.27707E-05,0.005711178,0.000307434,0.001099668,0.001785482,0.000898653,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,4833,0.057147249,0.056947616,0.078930644
E14000781,Leeds West,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,92806,83726,81506,518,1255,433,14,48,587,3304,3052,252,310,430,1107,581,312,1546,270,5,330,18,85,103,44,0,1,0.902161498,0.878240631,0.005581536,0.013522833,0.004665647,0.000150852,0.000517208,0.006325022,0.035601146,0.032885805,0.002715342,0.003340301,0.004633321,0.011928108,0.006260371,0.003361852,0.016658406,0.002909295,5.38758E-05,0.003555805,0.000193953,0.000915889,0.001109842,0.000474107,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,5141,0.055395125,0.056947616,0.078930644
E14000826,Morley and Outwood,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,96493,92337,90547,291,1097,398,4,22,327,1443,1334,109,61,148,362,146,242,817,217,1,196,7,50,85,32,0,1,0.956929518,0.93837895,0.003015763,0.0113687,0.004124652,4.14538E-05,0.000227996,0.003388847,0.014954453,0.013824837,0.001129616,0.00063217,0.00153379,0.003751567,0.001513063,0.002507954,0.008466935,0.002248868,1.03634E-05,0.002031235,7.25441E-05,0.000518172,0.000880893,0.00033163,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,2364,0.024499186,0.056947616,0.078930644
E14000836,"Normanton, Pontefract and Castleford",E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,107195,103234,101246,220,1385,378,5,17,233,2057,1995,62,52,88,439,75,156,365,263,2,100,4,21,72,16,1,1,0.96304865,0.944503009,0.002052335,0.012920379,0.003526284,4.6644E-05,0.000158589,0.002173609,0.019189328,0.018610943,0.000578385,0.000485097,0.000820934,0.00409534,0.000699659,0.001455292,0.00340501,0.002453473,1.86576E-05,0.000932879,3.73152E-05,0.000195905,0.000671673,0.000149261,9.32879E-06,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,1654,0.015429824,0.056947616,0.078930644
E14000876,Penistone and Stocksbridge,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,87221,84932,83667,186,713,364,2,18,240,782,716,66,48,58,249,116,123,224,144,1,169,5,35,57,20,0,1,0.97375632,0.959252932,0.002132514,0.008174637,0.004173307,2.29303E-05,0.000206372,0.002751631,0.008965731,0.008209032,0.000756699,0.000550326,0.000664977,0.002854817,0.001329955,0.001410211,0.002568189,0.001650979,1.14651E-05,0.001937607,5.73256E-05,0.00040128,0.000653512,0.000229303,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,1249,0.014319946,0.056947616,0.078930644
E14000886,Pudsey,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,88855,84039,82078,328,1153,478,2,25,405,1315,1194,121,70,77,480,179,307,1253,200,6,291,16,37,120,35,0,1,0.945799336,0.923729672,0.003691407,0.012976197,0.005379551,2.25086E-05,0.000281357,0.004557988,0.014799392,0.013437623,0.001361769,0.0007878,0.00086658,0.00540206,0.002014518,0.003455067,0.014101626,0.002250858,6.75257E-05,0.003274999,0.000180069,0.000416409,0.001350515,0.0003939,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,3071,0.034561927,0.056947616,0.078930644
E14000895,Richmond (Yorks),E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,107301,100655,95158,822,3547,1120,8,56,335,2875,2751,124,68,148,587,101,200,1080,326,13,375,15,40,125,302,0,1,0.938062087,0.886832369,0.007660693,0.033056542,0.010437927,7.45566E-05,0.000521896,0.003122059,0.026793786,0.025638158,0.001155628,0.000633731,0.001379297,0.005470592,0.000941277,0.001863916,0.010065144,0.003038182,0.000121155,0.003494842,0.000139794,0.000372783,0.001164947,0.002814512,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,3380,0.031500172,0.056947616,0.078930644
E14000903,Rother Valley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,94608,91901,90295,145,1065,391,5,18,200,939,866,73,47,62,278,126,118,567,141,1,133,4,15,48,10,0,1,0.971387198,0.954411889,0.00153264,0.011256976,0.004132843,5.28497E-05,0.000190259,0.002113986,0.009925165,0.00915356,0.000771605,0.000496787,0.000655336,0.002938441,0.001331811,0.001247252,0.005993151,0.00149036,1.05699E-05,0.001405801,4.22797E-05,0.000158549,0.000507357,0.000105699,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,1550,0.016383393,0.056947616,0.078930644
E14000904,Rotherham,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,89697,81071,80154,122,579,209,7,5,268,2763,2616,147,162,343,684,666,175,3165,215,2,122,5,18,21,12,0,1,0.903831789,0.893608482,0.001360135,0.006455065,0.002330067,7.80405E-05,5.57432E-05,0.002987837,0.030803706,0.029164855,0.001638851,0.00180608,0.003823985,0.007625673,0.007424997,0.001951013,0.035285461,0.002396959,2.22973E-05,0.001360135,5.57432E-05,0.000200676,0.000234122,0.000133784,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,5590,0.062320925,0.056947616,0.078930644
E14000913,Scarborough and Whitby,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,97399,92361,89590,314,1921,526,10,38,218,2423,2245,178,91,87,325,189,275,538,371,1,276,11,50,96,49,0,1,0.948274623,0.919824639,0.003223852,0.019722995,0.005400466,0.00010267,0.000390148,0.002238216,0.024877052,0.023049518,0.001827534,0.000934301,0.000893233,0.00333679,0.001940472,0.002823438,0.005523671,0.003809074,1.0267E-05,0.002833705,0.000112938,0.000513352,0.000985636,0.000503085,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,2359,0.024219961,0.056947616,0.078930644
E14000914,Scunthorpe,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,89055,80714,78177,381,1634,522,0,13,406,4680,4524,156,49,92,362,228,274,1694,251,5,125,10,92,42,18,0,1,0.906338779,0.877850766,0.004278255,0.018348212,0.005861546,0,0.000145977,0.00455898,0.052551794,0.050800067,0.001751726,0.000550222,0.001033069,0.004064904,0.002560216,0.00307675,0.019021953,0.002818483,5.61451E-05,0.001403627,0.00011229,0.001033069,0.000471619,0.000202122,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,3242,0.036404469,0.056947616,0.078930644
E14000917,Selby and Ainsty,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,96127,91732,88989,313,1741,682,7,32,331,2258,2072,186,37,106,389,41,326,151,204,24,275,8,38,113,62,0,1,0.954279235,0.925744068,0.003256109,0.018111457,0.007094781,7.28203E-05,0.000332893,0.003443361,0.023489758,0.021554818,0.00193494,0.000384907,0.001102708,0.00404673,0.000426519,0.003391347,0.001570839,0.002122193,0.00024967,0.002860799,8.32232E-05,0.00039531,0.001175528,0.00064498,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,1774,0.018454753,0.056947616,0.078930644
E14000919,Sheffield Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,115284,89330,86899,407,1069,937,18,127,529,5200,4538,662,777,1227,2309,2732,4711,5158,1275,30,1197,153,236,190,103,0,1,0.774869019,0.753781965,0.003530412,0.009272753,0.008127754,0.000156136,0.001101627,0.004588668,0.045105999,0.039363658,0.005742341,0.006739877,0.010643281,0.020028798,0.023697998,0.0408643,0.044741681,0.011059644,0.000260227,0.010383054,0.001327157,0.002047118,0.001648104,0.000893446,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,20098,0.174334687,0.056947616,0.078930644
E14000920,Sheffield South East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,2011,92918,84910,83926,128,537,315,4,13,200,1642,1485,157,127,250,819,607,219,3333,344,6,314,15,53,42,24,0,1,0.913816483,0.903226501,0.001377559,0.005779289,0.003390086,4.30487E-05,0.000139908,0.002152435,0.017671495,0.015981833,0.001689662,0.001366797,0.002690544,0.008814223,0.006532642,0.002356917,0.035870337,0.003702189,6.45731E-05,0.003379324,0.000161433,0.000570395,0.000452011,0.000258292,0,1,0.91205252,0.890826997,0.003143232,0.013031696,0.004969025,8.15711E-05,0.000341804,0.003782553,0.026875506,0.024726268,0.002149238,0.001510674,0.002981604,0.006913862,0.005087123,0.004334436,0.025942832,0.003590075,6.73766E-05,0.004379669,0.000154436,0.000614528,0.000885737,0.000483749,1.51408E-06,1,0.87348521,0.718668815,0.029446532,0.081677415,0.043565402,0.000127045,0.000449589,0.0074094,0.039725158,0.035070934,0.004654224,0.002154104,0.006529579,0.012919561,0.004870661,0.005564591,0.026646454,0.005635339,0.000157212,0.008687608,0.000244879,0.002381178,0.001999235,0.001138501,1.741E-06,6153,0.066219678,0.056947616,0.078930644
