ONSConstID,ConstituencyName,RegionID,RegionName,All#,GbHasRelig,RegHasRelig%,HasReligion#,HasReligion%,GbChristian%,RegChristian%,Christian#,Christian%,GbBuddhist%,RegBuddhist%,Buddhist#,Buddhist%,GbHindu%,RegHindu%,Hindu#,Hindu%,GbJewish%,RegJewish%,Jewish#,Jewish%,GbMuslim%,RegMuslim%,Muslim#,Muslim%,GbSikh%,RegSikh%,Sikh#,Sikh%,GbOther%,RegOther%,Other#,Other%,GbNoReligion%,RegNoReligion%,NoReligion#,NoReligion%,GbNotStated%,RegNotStated%,NotStated#,GbNotStated%
E14000651,Coventry South,E12000005,West Midlands,105577,0.666873424,0.714488275,72380,0.685565985,0.588114724,0.602203166,54752,0.518597801,0.004245273,0.002972055,499,0.004726408,0.013573312,0.012896996,4015,0.038029116,0.004386952,0.000824906,111,0.001051365,0.045343708,0.067147853,7783,0.073718708,0.00704259,0.023863736,4673,0.044261534,0.004166865,0.004579561,547,0.005181053,0.261332921,0.219732885,26267,0.248794719,0.071793655,0.06577884,6930,0.065639296
E14000652,Crawley,E12000008,South East,106597,0.666873424,0.649769594,72031,0.675731962,0.588114724,0.597600162,57782,0.542060283,0.004245273,0.005089435,401,0.003761832,0.013573312,0.010712412,4892,0.045892474,0.004386952,0.002056921,98,0.00091935,0.045343708,0.023353427,7681,0.072056437,0.00704259,0.006362778,729,0.006838842,0.004166865,0.004594458,448,0.004202745,0.261332921,0.276590058,27756,0.260382562,0.071793655,0.073640349,6810,0.063885475
E14000653,Crewe and Nantwich,E12000002,North West,107271,0.666873424,0.739730724,74494,0.694446775,0.588114724,0.672538423,72758,0.678263464,0.004245273,0.002934555,243,0.002265291,0.013573312,0.005425133,227,0.002116136,0.004386952,0.004313136,44,0.000410176,0.045343708,0.05054581,808,0.007532325,0.00704259,0.001255924,76,0.000708486,0.004166865,0.002717742,338,0.003150898,0.261332921,0.198224747,25586,0.2385174,0.071793655,0.062044529,7191,0.067035825
E14000654,Croydon Central,E12000007,London,114705,0.666873424,0.707960823,78619,0.685401683,0.588114724,0.484219791,64289,0.560472516,0.004245273,0.010035061,698,0.006085175,0.013573312,0.050317344,5589,0.04872499,0.004386952,0.01817997,253,0.002205658,0.045343708,0.123908773,6821,0.059465586,0.00704259,0.015431234,368,0.00320823,0.004166865,0.00586865,601,0.005239527,0.261332921,0.207289483,27329,0.238254653,0.071793655,0.084749694,8757,0.076343664
E14000655,Croydon North,E12000007,London,136044,0.666873424,0.707960823,105040,0.772103143,0.588114724,0.484219791,73776,0.54229514,0.004245273,0.010035061,803,0.005902502,0.013573312,0.050317344,10989,0.080775337,0.004386952,0.01817997,212,0.001558319,0.045343708,0.123908773,17603,0.129391961,0.00704259,0.015431234,677,0.004976331,0.004166865,0.00586865,980,0.007203552,0.261332921,0.207289483,20397,0.149929435,0.071793655,0.084749694,10607,0.077967422
E14000656,Croydon South,E12000007,London,112629,0.666873424,0.707960823,79308,0.704152572,0.588114724,0.484219791,66957,0.59449165,0.004245273,0.010035061,880,0.007813263,0.013573312,0.050317344,5161,0.045823012,0.004386952,0.01817997,244,0.002166405,0.045343708,0.123908773,5089,0.045183745,0.00704259,0.015431234,405,0.003595877,0.004166865,0.00586865,572,0.005078621,0.261332921,0.207289483,24928,0.221328432,0.071793655,0.084749694,8393,0.074518996
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",S92000003,Scotland,87012,0.666873424,0.56393215,54579,0.627258309,0.588114724,0.538240243,53271,0.6122259,0.004245273,0.002416247,114,0.001310164,0.013573312,0.00309306,135,0.00155151,0.004386952,0.001111719,30,0.00034478,0.045343708,0.014491248,746,0.00857353,0.00704259,0.001709974,100,0.001149267,0.004166865,0.002869659,183,0.002103158,0.261332921,0.366566246,26999,0.310290535,0.071793655,0.069501604,5434,0.062451156
W07000070,Cynon Valley,W92000004,Wales,68952,0.666873424,0.602760738,38307,0.55556039,0.588114724,0.575591424,37553,0.544625247,0.004245273,0.002976051,148,0.002146421,0.013573312,0.003405957,98,0.001421279,0.004386952,0.000673749,11,0.000159531,0.045343708,0.014999399,263,0.003814248,0.00704259,0.000966882,39,0.000565611,0.004166865,0.004147277,195,0.002828054,0.261332921,0.320878446,25818,0.374434389,0.071793655,0.076360816,4827,0.070005221
E14000657,Dagenham and Rainham,E12000007,London,102090,0.666873424,0.707960823,73743,0.722333235,0.588114724,0.484219791,63975,0.626652953,0.004245273,0.010035061,347,0.003398962,0.013573312,0.050317344,1517,0.014859438,0.004386952,0.01817997,284,0.002781859,0.045343708,0.123908773,5947,0.058252522,0.00704259,0.015431234,1385,0.013566461,0.004166865,0.00586865,288,0.00282104,0.261332921,0.207289483,21729,0.21284161,0.071793655,0.084749694,6618,0.064825154
E14000658,Darlington,E12000001,North East,91417,0.666873424,0.705198842,63046,0.689652909,0.588114724,0.675167874,60904,0.666221819,0.004245273,0.002432144,286,0.003128521,0.013573312,0.002992815,303,0.003314482,0.004386952,0.001734,42,0.000459433,0.045343708,0.018007722,902,0.009866874,0.00704259,0.002296597,331,0.003620771,0.004166865,0.002567691,278,0.00304101,0.261332921,0.234011042,22500,0.2461249,0.071793655,0.060790116,5871,0.064222191
E14000659,Dartford,E12000008,South East,103200,0.666873424,0.649769594,68727,0.665959302,0.588114724,0.597600162,63140,0.611821705,0.004245273,0.005089435,397,0.003846899,0.013573312,0.010712412,1603,0.015532946,0.004386952,0.002056921,91,0.000881783,0.045343708,0.023353427,1581,0.015319767,0.00704259,0.006362778,1592,0.015426357,0.004166865,0.004594458,323,0.003129845,0.261332921,0.276590058,27677,0.268187984,0.071793655,0.073640349,6796,0.065852713
E14000660,Daventry,E12000004,East Midlands,93850,0.666873424,0.656425606,62717,0.668268514,0.588114724,0.588140621,61015,0.650133191,0.004245273,0.002795363,313,0.003335109,0.013573312,0.019792324,344,0.003665424,0.004386952,0.000938405,81,0.000863079,0.045343708,0.031026277,472,0.005029302,0.00704259,0.00978002,163,0.001736814,0.004166865,0.003952597,329,0.003505594,0.261332921,0.275313232,24654,0.262695791,0.071793655,0.068261162,6479,0.069035695
W07000042,Delyn,W92000004,Wales,70001,0.666873424,0.602760738,47811,0.683004529,0.588114724,0.575591424,47199,0.674261796,0.004245273,0.002976051,166,0.002371395,0.013573312,0.003405957,32,0.000457136,0.004386952,0.000673749,34,0.000485707,0.045343708,0.014999399,186,0.002657105,0.00704259,0.000966882,18,0.000257139,0.004166865,0.004147277,176,0.00251425,0.261332921,0.320878446,17037,0.243382237,0.071793655,0.076360816,5153,0.073613234
E14000661,Denton and Reddish,E12000002,North West,85832,0.666873424,0.739730724,59493,0.693133097,0.588114724,0.672538423,57259,0.667105508,0.004245273,0.002934555,216,0.002516544,0.013573312,0.005425133,351,0.004089384,0.004386952,0.004313136,54,0.000629136,0.045343708,0.05054581,1293,0.015064312,0.00704259,0.001255924,58,0.000675739,0.004166865,0.002717742,262,0.003052475,0.261332921,0.198224747,21166,0.246598005,0.071793655,0.062044529,5173,0.060268897
E14000662,Derby North,E12000004,East Midlands,100323,0.666873424,0.656425606,61892,0.616927325,0.588114724,0.588140621,54013,0.538390997,0.004245273,0.002795363,349,0.003478764,0.013573312,0.019792324,1003,0.009997707,0.004386952,0.000938405,36,0.000358841,0.045343708,0.031026277,3314,0.033033302,0.00704259,0.00978002,2749,0.027401493,0.004166865,0.003952597,428,0.00426622,0.261332921,0.275313232,31203,0.311025388,0.071793655,0.068261162,7228,0.072047287
E14000663,Derby South,E12000004,East Midlands,109171,0.666873424,0.656425606,74744,0.684650686,0.588114724,0.588140621,51333,0.470207289,0.004245273,0.002795363,389,0.003563217,0.013573312,0.019792324,1078,0.009874417,0.004386952,0.000938405,52,0.000476317,0.045343708,0.031026277,15461,0.141621859,0.00704259,0.00978002,5994,0.054904691,0.004166865,0.003952597,437,0.004002895,0.261332921,0.275313232,27249,0.249599253,0.071793655,0.068261162,7178,0.065750062
E14000664,Derbyshire Dales,E12000004,East Midlands,78673,0.666873424,0.656425606,54867,0.697405717,0.588114724,0.588140621,54102,0.687681924,0.004245273,0.002795363,185,0.002351506,0.013573312,0.019792324,46,0.000584699,0.004386952,0.000938405,68,0.000864337,0.045343708,0.031026277,160,0.002033735,0.00704259,0.00978002,44,0.000559277,0.004166865,0.003952597,262,0.00333024,0.261332921,0.275313232,18112,0.230218754,0.071793655,0.068261162,5694,0.072375529
E14000665,Devizes,E12000009,South West,97028,0.666873424,0.628270909,65283,0.672826401,0.588114724,0.603914777,63527,0.654728532,0.004245273,0.00373043,374,0.003854557,0.013573312,0.003086444,340,0.003504143,0.004386952,0.001203456,91,0.000937874,0.045343708,0.009685882,362,0.003730882,0.00704259,0.001114024,38,0.00039164,0.004166865,0.005535897,551,0.005678773,0.261332921,0.292913602,24357,0.25103063,0.071793655,0.078815489,7388,0.076142969
E14000666,Dewsbury,E12000003,Yorkshire and The Humber,110062,0.666873424,0.6731769,80435,0.730815359,0.588114724,0.594999596,59216,0.538024023,0.004245273,0.002710016,125,0.001135724,0.013573312,0.004556248,202,0.001835329,0.004386952,0.001879164,37,0.000336174,0.045343708,0.061708266,20329,0.184704984,0.00704259,0.0041976,232,0.002107903,0.004166865,0.00312601,294,0.002671222,0.261332921,0.258570787,23041,0.209345642,0.071793655,0.068252313,6586,0.059839
E14000667,Don Valley,E12000003,Yorkshire and The Humber,98521,0.666873424,0.6731769,69487,0.705301408,0.588114724,0.594999596,67833,0.688513109,0.004245273,0.002710016,215,0.002182276,0.013573312,0.004556248,178,0.001806721,0.004386952,0.001879164,25,0.000253753,0.045343708,0.061708266,761,0.007724242,0.00704259,0.0041976,175,0.001776271,0.004166865,0.00312601,300,0.003045036,0.261332921,0.258570787,22549,0.228875062,0.071793655,0.068252313,6485,0.06582353
E14000668,Doncaster Central,E12000003,Yorkshire and The Humber,104950,0.666873424,0.6731769,72106,0.687050977,0.588114724,0.594999596,66149,0.630290615,0.004245273,0.002710016,318,0.003030014,0.013573312,0.004556248,561,0.005345403,0.004386952,0.001879164,29,0.000276322,0.045343708,0.061708266,3863,0.036808004,0.00704259,0.0041976,848,0.008080038,0.004166865,0.00312601,338,0.003220581,0.261332921,0.258570787,25405,0.242067651,0.071793655,0.068252313,7439,0.070881372
E14000669,Doncaster North,E12000003,Yorkshire and The Humber,98931,0.666873424,0.6731769,66432,0.671498317,0.588114724,0.594999596,65338,0.660440105,0.004245273,0.002710016,150,0.001516208,0.013573312,0.004556248,142,0.001435344,0.004386952,0.001879164,25,0.000252701,0.045343708,0.061708266,366,0.003699548,0.00704259,0.0041976,117,0.001182642,0.004166865,0.00312601,294,0.002971768,0.261332921,0.258570787,25702,0.259797232,0.071793655,0.068252313,6797,0.068704451
E14000670,Dover,E12000008,South East,97620,0.666873424,0.649769594,64405,0.6597521,0.588114724,0.597600162,62263,0.637809875,0.004245273,0.005089435,479,0.004906781,0.013573312,0.010712412,645,0.006607253,0.004386952,0.002056921,72,0.000737554,0.045343708,0.023353427,465,0.004763368,0.00704259,0.006362778,45,0.000460971,0.004166865,0.004594458,436,0.004466298,0.261332921,0.276590058,25665,0.262907191,0.071793655,0.073640349,7550,0.077340709
E14000671,Dudley North,E12000005,West Midlands,81218,0.666873424,0.714488275,59879,0.737262676,0.588114724,0.602203166,52686,0.648698564,0.004245273,0.002972055,170,0.002093132,0.013573312,0.012896996,993,0.012226354,0.004386952,0.000824906,11,0.000135438,0.045343708,0.067147853,4276,0.052648428,0.00704259,0.023863736,1465,0.018037873,0.004166865,0.004579561,278,0.003422887,0.261332921,0.219732885,16586,0.204215814,0.071793655,0.06577884,4753,0.05852151
E14000672,Dudley South,E12000005,West Midlands,79648,0.666873424,0.714488275,56363,0.707651165,0.588114724,0.602203166,52700,0.66166131,0.004245273,0.002972055,177,0.002222278,0.013573312,0.012896996,422,0.005298313,0.004386952,0.000824906,14,0.000175773,0.045343708,0.067147853,2297,0.028839393,0.00704259,0.023863736,506,0.006352953,0.004166865,0.004579561,247,0.003101145,0.261332921,0.219732885,18263,0.229296404,0.071793655,0.06577884,5022,0.063052431
E14000673,Dulwich and West Norwood,E12000007,London,110542,0.666873424,0.707960823,66829,0.604557544,0.588114724,0.484219791,57094,0.516491469,0.004245273,0.010035061,1054,0.009534837,0.013573312,0.050317344,1300,0.011760236,0.004386952,0.01817997,475,0.004297009,0.045343708,0.123908773,6107,0.05524597,0.00704259,0.015431234,193,0.001745943,0.004166865,0.00586865,606,0.005482079,0.261332921,0.207289483,33349,0.301686237,0.071793655,0.084749694,10364,0.093756219
S14000013,Dumfries and Galloway,S92000003,Scotland,97064,0.666873424,0.56393215,55268,0.569397511,0.588114724,0.538240243,54258,0.558992005,0.004245273,0.002416247,233,0.002400478,0.013573312,0.00309306,76,0.000782989,0.004386952,0.001111719,30,0.000309074,0.045343708,0.014491248,289,0.002977417,0.00704259,0.001709974,74,0.000762384,0.004166865,0.002869659,308,0.003173164,0.261332921,0.366566246,34020,0.350490398,0.071793655,0.069501604,7776,0.080112091
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S92000003,Scotland,86319,0.666873424,0.56393215,48822,0.565599694,0.588114724,0.538240243,47966,0.55568299,0.004245273,0.002416247,267,0.003093178,0.013573312,0.00309306,77,0.00089204,0.004386952,0.001111719,34,0.000393888,0.045343708,0.014491248,185,0.002143213,0.00704259,0.001709974,30,0.000347548,0.004166865,0.002869659,263,0.003046838,0.261332921,0.366566246,30472,0.353016138,0.071793655,0.069501604,7025,0.081384168
S14000015,Dundee East,S92000003,Scotland,88016,0.666873424,0.56393215,47341,0.537868115,0.588114724,0.538240243,45116,0.51258862,0.004245273,0.002416247,167,0.001897382,0.013573312,0.00309306,181,0.002056444,0.004386952,0.001111719,19,0.00021587,0.045343708,0.014491248,1510,0.017155972,0.00704259,0.001709974,79,0.000897564,0.004166865,0.002869659,269,0.003056262,0.261332921,0.366566246,35145,0.3993024,0.071793655,0.069501604,5530,0.062829486
S14000016,Dundee West,S92000003,Scotland,89226,0.666873424,0.56393215,47355,0.530730953,0.588114724,0.538240243,43570,0.488310582,0.004245273,0.002416247,269,0.003014816,0.013573312,0.00309306,570,0.006388272,0.004386952,0.001111719,49,0.000549167,0.045343708,0.014491248,2522,0.028265304,0.00704259,0.001709974,84,0.00094143,0.004166865,0.002869659,291,0.003261381,0.261332921,0.366566246,35873,0.402046489,0.071793655,0.069501604,5998,0.067222558
S14000017,Dunfermline and West Fife,S92000003,Scotland,98318,0.666873424,0.56393215,45216,0.459895441,0.588114724,0.538240243,43821,0.445706788,0.004245273,0.002416247,166,0.001688399,0.013573312,0.00309306,137,0.001393438,0.004386952,0.001111719,28,0.00028479,0.045343708,0.014491248,692,0.007038386,0.00704259,0.001709974,80,0.000813686,0.004166865,0.002869659,292,0.002969955,0.261332921,0.366566246,46412,0.47206005,0.071793655,0.069501604,6690,0.068044509
W07000061,Dwyfor Meirionnydd,W92000004,Wales,61301,0.666873424,0.602760738,39598,0.645960099,0.588114724,0.575591424,38809,0.633089183,0.004245273,0.002976051,182,0.002968956,0.013573312,0.003405957,39,0.000636205,0.004386952,0.000673749,22,0.000358885,0.045343708,0.014999399,205,0.003344154,0.00704259,0.000966882,13,0.000212068,0.004166865,0.004147277,328,0.005350647,0.261332921,0.320878446,16485,0.268918941,0.071793655,0.076360816,5218,0.085120961
E14000674,Ealing Central and Acton,E12000007,London,119419,0.666873424,0.707960823,83342,0.697895645,0.588114724,0.484219791,58481,0.489712692,0.004245273,0.010035061,2078,0.017400916,0.013573312,0.050317344,3772,0.031586263,0.004386952,0.01817997,664,0.005560254,0.045343708,0.123908773,15959,0.133638701,0.00704259,0.015431234,1754,0.01468778,0.004166865,0.00586865,634,0.005309038,0.261332921,0.207289483,26696,0.223549016,0.071793655,0.084749694,9381,0.078555339
E14000675,Ealing North,E12000007,London,121117,0.666873424,0.707960823,98127,0.810183542,0.588114724,0.484219791,60884,0.502687484,0.004245273,0.010035061,1547,0.012772773,0.013573312,0.050317344,12202,0.10074556,0.004386952,0.01817997,271,0.002237506,0.045343708,0.123908773,18802,0.155238323,0.00704259,0.015431234,3835,0.031663598,0.004166865,0.00586865,586,0.004838297,0.261332921,0.207289483,14701,0.121378502,0.071793655,0.084749694,8289,0.068437957
E14000676,"Ealing, Southall",E12000007,London,97913,0.666873424,0.707960823,82823,0.845883591,0.588114724,0.484219791,28690,0.293015228,0.004245273,0.010035061,603,0.006158528,0.013573312,0.050317344,12941,0.132168354,0.004386952,0.01817997,196,0.002001777,0.045343708,0.123908773,18437,0.188299817,0.00704259,0.015431234,21189,0.216406402,0.004166865,0.00586865,767,0.007833485,0.261332921,0.207289483,9451,0.096524466,0.071793655,0.084749694,5639,0.057591944
E14000677,Easington,E12000001,North East,82769,0.666873424,0.705198842,62385,0.75372422,0.588114724,0.675167874,61669,0.745073639,0.004245273,0.002432144,89,0.001075282,0.013573312,0.002992815,46,0.000555764,0.004386952,0.001734,24,0.000289964,0.045343708,0.018007722,228,0.002754655,0.00704259,0.002296597,163,0.001969336,0.004166865,0.002567691,166,0.002005582,0.261332921,0.234011042,15944,0.192632507,0.071793655,0.060790116,4440,0.053643272
E14000678,East Devon,E12000009,South West,93956,0.666873424,0.628270909,62140,0.661373409,0.588114724,0.603914777,61045,0.649719017,0.004245273,0.00373043,245,0.002607604,0.013573312,0.003086444,54,0.000574737,0.004386952,0.001203456,101,0.001074971,0.045343708,0.009685882,240,0.002554387,0.00704259,0.001114024,11,0.000117076,0.004166865,0.005535897,444,0.004725616,0.261332921,0.292913602,24242,0.25801439,0.071793655,0.078815489,7574,0.080612201
S14000018,East Dunbartonshire,S92000003,Scotland,82115,0.666873424,0.56393215,54034,0.658028375,0.588114724,0.538240243,51208,0.623613225,0.004245273,0.002416247,128,0.00155879,0.013573312,0.00309306,591,0.007197223,0.004386952,0.001111719,61,0.000742861,0.045343708,0.014491248,988,0.012031906,0.00704259,0.001709974,918,0.011179443,0.004166865,0.002869659,140,0.001704926,0.261332921,0.366566246,22870,0.278511843,0.071793655,0.069501604,5211,0.063459782
E14000679,East Ham,E12000007,London,149842,0.666873424,0.707960823,130770,0.872719264,0.588114724,0.484219791,50106,0.334392226,0.004245273,0.010035061,1048,0.006994034,0.013573312,0.050317344,18681,0.12467132,0.004386952,0.01817997,149,0.000994381,0.045343708,0.123908773,56008,0.373780382,0.00704259,0.015431234,4298,0.028683547,0.004166865,0.00586865,480,0.003203374,0.261332921,0.207289483,10423,0.069559936,0.071793655,0.084749694,8649,0.057720799
E14000680,East Hampshire,E12000008,South East,95282,0.666873424,0.649769594,63060,0.661824899,0.588114724,0.597600162,61549,0.645966709,0.004245273,0.005089435,328,0.003442413,0.013573312,0.010712412,246,0.00258181,0.004386952,0.002056921,140,0.001469323,0.045343708,0.023353427,342,0.003589345,0.00704259,0.006362778,38,0.000398816,0.004166865,0.004594458,417,0.004376482,0.261332921,0.276590058,24992,0.262295082,0.071793655,0.073640349,7230,0.075880019
S14000019,"East Kilbride, Strathaven and Lesmahagow",S92000003,Scotland,100477,0.666873424,0.56393215,59161,0.588801417,0.588114724,0.538240243,57723,0.574489684,0.004245273,0.002416247,143,0.001423211,0.013573312,0.00309306,156,0.001552594,0.004386952,0.001111719,110,0.001094778,0.045343708,0.014491248,651,0.006479095,0.00704259,0.001709974,182,0.00181136,0.004166865,0.002869659,196,0.001950695,0.261332921,0.366566246,34136,0.339739443,0.071793655,0.069501604,7180,0.07145914
S14000020,East Lothian,S92000003,Scotland,99717,0.666873424,0.56393215,52492,0.52640974,0.588114724,0.538240243,51326,0.514716648,0.004245273,0.002416247,176,0.001764995,0.013573312,0.00309306,119,0.001193377,0.004386952,0.001111719,42,0.000421192,0.045343708,0.014491248,508,0.005094417,0.00704259,0.001709974,65,0.000651845,0.004166865,0.002869659,256,0.002567265,0.261332921,0.366566246,40740,0.408556214,0.071793655,0.069501604,6485,0.065034046
S14000021,East Renfrewshire,S92000003,Scotland,90574,0.666873424,0.56393215,60796,0.671230154,0.588114724,0.538240243,54138,0.5977212,0.004245273,0.002416247,172,0.001899,0.013573312,0.00309306,366,0.004040895,0.004386952,0.001111719,2399,0.02648663,0.045343708,0.014491248,3002,0.033144169,0.00704259,0.001709974,548,0.006050301,0.004166865,0.002869659,171,0.001887959,0.261332921,0.366566246,24041,0.265429373,0.071793655,0.069501604,5737,0.063340473
E14000681,East Surrey,E12000008,South East,105074,0.666873424,0.649769594,69932,0.665549993,0.588114724,0.597600162,67148,0.639054381,0.004245273,0.005089435,408,0.003882978,0.013573312,0.010712412,787,0.007489959,0.004386952,0.002056921,157,0.001494185,0.045343708,0.023353427,1006,0.009574205,0.00704259,0.006362778,84,0.000799437,0.004166865,0.004594458,342,0.003254849,0.261332921,0.276590058,27312,0.259931096,0.071793655,0.073640349,7830,0.07451891
E14000682,East Worthing and Shoreham,E12000008,South East,96024,0.666873424,0.649769594,58520,0.609430976,0.588114724,0.597600162,55746,0.580542364,0.004245273,0.005089435,452,0.004707157,0.013573312,0.010712412,322,0.003353328,0.004386952,0.002056921,288,0.00299925,0.045343708,0.023353427,1065,0.011090977,0.00704259,0.006362778,61,0.000635258,0.004166865,0.004594458,586,0.006102641,0.261332921,0.276590058,30071,0.313161293,0.071793655,0.073640349,7433,0.077407731
E14000683,East Yorkshire,E12000003,Yorkshire and The Humber,100377,0.666873424,0.6731769,69916,0.696534067,0.588114724,0.594999596,68947,0.686880461,0.004245273,0.002710016,238,0.002371061,0.013573312,0.004556248,75,0.000747183,0.004386952,0.001879164,53,0.000528009,0.045343708,0.061708266,250,0.00249061,0.00704259,0.0041976,29,0.000288911,0.004166865,0.00312601,324,0.003227831,0.261332921,0.258570787,23050,0.229634279,0.071793655,0.068252313,7411,0.073831655
E14000684,Eastbourne,E12000008,South East,106852,0.666873424,0.649769594,67559,0.632267061,0.588114724,0.597600162,64235,0.601158612,0.004245273,0.005089435,496,0.004641935,0.013573312,0.010712412,443,0.004145921,0.004386952,0.002056921,227,0.002124434,0.045343708,0.023353427,1479,0.013841575,0.00704259,0.006362778,53,0.000496013,0.004166865,0.004594458,626,0.005858571,0.261332921,0.276590058,30775,0.288015199,0.071793655,0.073640349,8518,0.07971774
E14000685,Eastleigh,E12000008,South East,103763,0.666873424,0.649769594,66649,0.642319517,0.588114724,0.597600162,63954,0.616346867,0.004245273,0.005089435,297,0.002862292,0.013573312,0.010712412,615,0.005926968,0.004386952,0.002056921,63,0.000607153,0.045343708,0.023353427,712,0.006861791,0.00704259,0.006362778,565,0.005445101,0.004166865,0.004594458,443,0.004269345,0.261332921,0.276590058,30111,0.290190145,0.071793655,0.073640349,7003,0.067490339
E14000686,Eddisbury,E12000002,North West,85633,0.666873424,0.739730724,62942,0.735020378,0.588114724,0.672538423,62183,0.726156972,0.004245273,0.002934555,161,0.001880116,0.013573312,0.005425133,64,0.000747375,0.004386952,0.004313136,69,0.000805764,0.045343708,0.05054581,226,0.002639169,0.00704259,0.001255924,26,0.000303621,0.004166865,0.002717742,213,0.002487359,0.261332921,0.198224747,17001,0.198533276,0.071793655,0.062044529,5690,0.066446347
S14000022,Edinburgh East,S92000003,Scotland,95314,0.666873424,0.56393215,44329,0.465083828,0.588114724,0.538240243,38875,0.407862434,0.004245273,0.002416247,637,0.006683174,0.013573312,0.00309306,682,0.007155297,0.004386952,0.001111719,228,0.002392094,0.045343708,0.014491248,3081,0.032324737,0.00704259,0.001709974,323,0.003388799,0.004166865,0.002869659,503,0.005277294,0.261332921,0.366566246,44038,0.462030761,0.071793655,0.069501604,6947,0.07288541
S14000023,Edinburgh North and Leith,S92000003,Scotland,106183,0.666873424,0.56393215,48442,0.456212388,0.588114724,0.538240243,43013,0.405083676,0.004245273,0.002416247,580,0.005462268,0.013573312,0.00309306,1137,0.010707929,0.004386952,0.001111719,192,0.001808199,0.045343708,0.014491248,2654,0.024994585,0.00704259,0.001709974,371,0.003493968,0.004166865,0.002869659,495,0.004661763,0.261332921,0.366566246,49966,0.470564968,0.071793655,0.069501604,7775,0.073222644
S14000024,Edinburgh South,S92000003,Scotland,86184,0.666873424,0.56393215,40848,0.473962684,0.588114724,0.538240243,36918,0.428362573,0.004245273,0.002416247,408,0.004734057,0.013573312,0.00309306,457,0.005302608,0.004386952,0.001111719,244,0.002831152,0.045343708,0.014491248,2391,0.027742969,0.00704259,0.001709974,164,0.001902905,0.004166865,0.002869659,266,0.00308642,0.261332921,0.366566246,38846,0.450733315,0.071793655,0.069501604,6490,0.075304001
S14000025,Edinburgh South West,S92000003,Scotland,99236,0.666873424,0.56393215,48715,0.49090048,0.588114724,0.538240243,43607,0.439427224,0.004245273,0.002416247,556,0.005602805,0.013573312,0.00309306,1142,0.011507921,0.004386952,0.001111719,105,0.001058084,0.045343708,0.014491248,2819,0.02840703,0.00704259,0.001709974,130,0.001310008,0.004166865,0.002869659,356,0.003587408,0.261332921,0.366566246,44097,0.444364948,0.071793655,0.069501604,6424,0.064734572
S14000026,Edinburgh West,S92000003,Scotland,89709,0.666873424,0.56393215,46870,0.522467088,0.588114724,0.538240243,44152,0.492169125,0.004245273,0.002416247,199,0.002218284,0.013573312,0.00309306,578,0.006443055,0.004386952,0.001111719,86,0.000958655,0.045343708,0.014491248,1489,0.016598112,0.00704259,0.001709974,122,0.001359953,0.004166865,0.002869659,244,0.002719905,0.261332921,0.366566246,36704,0.409145125,0.071793655,0.069501604,6135,0.068387787
E14000687,Edmonton,E12000007,London,112059,0.666873424,0.707960823,90695,0.809350431,0.588114724,0.484219791,57243,0.510829117,0.004245273,0.010035061,517,0.004613641,0.013573312,0.050317344,4291,0.038292328,0.004386952,0.01817997,374,0.003337528,0.045343708,0.123908773,27488,0.245299351,0.00704259,0.015431234,389,0.003471386,0.004166865,0.00586865,393,0.003507081,0.261332921,0.207289483,12869,0.114841289,0.071793655,0.084749694,8495,0.07580828
E14000688,Ellesmere Port and Neston,E12000002,North West,86913,0.666873424,0.739730724,63581,0.73154764,0.588114724,0.672538423,62716,0.721595158,0.004245273,0.002934555,187,0.002151577,0.013573312,0.005425133,108,0.001242622,0.004386952,0.004313136,35,0.000402702,0.045343708,0.05054581,344,0.003957981,0.00704259,0.001255924,34,0.000391196,0.004166865,0.002717742,157,0.001806404,0.261332921,0.198224747,17885,0.205780493,0.071793655,0.062044529,5447,0.062671867
E14000689,Elmet and Rothwell,E12000003,Yorkshire and The Humber,99623,0.666873424,0.6731769,70939,0.712074521,0.588114724,0.594999596,68834,0.690944862,0.004245273,0.002710016,185,0.001857001,0.013573312,0.004556248,189,0.001897152,0.004386952,0.001879164,528,0.005299981,0.045343708,0.061708266,614,0.006163235,0.00704259,0.0041976,358,0.003593548,0.004166865,0.00312601,231,0.002318742,0.261332921,0.258570787,22139,0.222227799,0.071793655,0.068252313,6545,0.06569768
E14000690,Eltham,E12000007,London,89759,0.666873424,0.707960823,59157,0.659064829,0.588114724,0.484219791,50844,0.566450161,0.004245273,0.010035061,825,0.009191279,0.013573312,0.050317344,1941,0.021624572,0.004386952,0.01817997,168,0.001871679,0.045343708,0.123908773,4111,0.045800421,0.00704259,0.015431234,914,0.010182823,0.004166865,0.00586865,354,0.003943894,0.261332921,0.207289483,23561,0.262491784,0.071793655,0.084749694,7041,0.078443387
E14000691,Enfield North,E12000007,London,103053,0.666873424,0.707960823,76546,0.74278284,0.588114724,0.484219791,58539,0.56804751,0.004245273,0.010035061,573,0.005560246,0.013573312,0.050317344,2110,0.020474901,0.004386952,0.01817997,795,0.007714477,0.045343708,0.123908773,13879,0.134678272,0.00704259,0.015431234,222,0.002154231,0.004166865,0.00586865,428,0.004153203,0.261332921,0.207289483,18567,0.180169427,0.071793655,0.084749694,7940,0.077047733
