ONSConstID,ConstituencyName,RegionID,RegionName,All#,GbHasRelig,RegHasRelig%,HasReligion#,HasReligion%,GbChristian%,RegChristian%,Christian#,Christian%,GbBuddhist%,RegBuddhist%,Buddhist#,Buddhist%,GbHindu%,RegHindu%,Hindu#,Hindu%,GbJewish%,RegJewish%,Jewish#,Jewish%,GbMuslim%,RegMuslim%,Muslim#,Muslim%,GbSikh%,RegSikh%,Sikh#,Sikh%,GbOther%,RegOther%,Other#,Other%,GbNoReligion%,RegNoReligion%,NoReligion#,NoReligion%,GbNotStated%,RegNotStated%,NotStated#,GbNotStated%
E14000762,Isle of Wight,E12000008,South East,138265,0.666873424,0.649769594,86040,0.622283297,0.588114724,0.597600162,83671,0.605149532,0.004245273,0.005089435,459,0.003319712,0.013573312,0.010712412,312,0.002256536,0.004386952,0.002056921,124,0.000896829,0.045343708,0.023353427,524,0.003789824,0.00704259,0.006362778,45,0.000325462,0.004166865,0.004594458,905,0.006545402,0.261332921,0.276590058,40950,0.296170397,0.071793655,0.073640349,11275,0.081546306
E14000763,Islington North,E12000007,London,103469,0.666873424,0.707960823,54746,0.529105336,0.588114724,0.484219791,40657,0.392938948,0.004245273,0.010035061,991,0.009577748,0.013573312,0.050317344,911,0.008804569,0.004386952,0.01817997,1105,0.010679527,0.045343708,0.123908773,10302,0.099566054,0.00704259,0.015431234,264,0.002551489,0.004166865,0.00586865,516,0.004987001,0.261332921,0.207289483,31623,0.305627773,0.071793655,0.084749694,17100,0.165266892
E14000764,Islington South and Finsbury,E12000007,London,102656,0.666873424,0.707960823,55330,0.53898457,0.588114724,0.484219791,42222,0.411295979,0.004245273,0.010035061,1126,0.010968672,0.013573312,0.050317344,1197,0.011660302,0.004386952,0.01817997,810,0.00789043,0.045343708,0.123908773,9219,0.089804785,0.00704259,0.015431234,305,0.002971088,0.004166865,0.00586865,451,0.004393314,0.261332921,0.207289483,30288,0.295043641,0.071793655,0.084749694,17038,0.165971789
W07000077,Islwyn,W92000004,Wales,75408,0.666873424,0.602760738,38891,0.515741035,0.588114724,0.575591424,38180,0.506312328,0.004245273,0.002976051,114,0.001511776,0.013573312,0.003405957,53,0.000702843,0.004386952,0.000673749,23,0.000305007,0.045343708,0.014999399,150,0.001989179,0.00704259,0.000966882,60,0.000795672,0.004166865,0.004147277,311,0.004124231,0.261332921,0.320878446,30948,0.410407384,0.071793655,0.076360816,5569,0.073851581
E14000765,Jarrow,E12000001,North East,83260,0.666873424,0.705198842,62151,0.746468893,0.588114724,0.675167874,60902,0.731467692,0.004245273,0.002432144,101,0.001213067,0.013573312,0.002992815,116,0.001393226,0.004386952,0.001734,46,0.000552486,0.045343708,0.018007722,585,0.007026183,0.00704259,0.002296597,201,0.002414124,0.004166865,0.002567691,200,0.002402114,0.261332921,0.234011042,16522,0.198438626,0.071793655,0.060790116,4587,0.055092481
E14000766,Keighley,E12000003,Yorkshire and The Humber,97150,0.666873424,0.6731769,67700,0.696860525,0.588114724,0.594999596,54017,0.556016469,0.004245273,0.002710016,233,0.002398353,0.013573312,0.004556248,177,0.001821925,0.004386952,0.001879164,102,0.001049923,0.045343708,0.061708266,12713,0.130859496,0.00704259,0.0041976,104,0.00107051,0.004166865,0.00312601,354,0.00364385,0.261332921,0.258570787,23038,0.237138446,0.071793655,0.068252313,6412,0.066001029
E14000767,Kenilworth and Southam,E12000005,West Midlands,82175,0.666873424,0.714488275,57247,0.696647399,0.588114724,0.602203166,55233,0.672138728,0.004245273,0.002972055,279,0.003395193,0.013573312,0.012896996,437,0.005317919,0.004386952,0.000824906,96,0.001168239,0.045343708,0.067147853,364,0.004429571,0.00704259,0.023863736,550,0.006693033,0.004166865,0.004579561,288,0.003504716,0.261332921,0.219732885,19045,0.231761485,0.071793655,0.06577884,5883,0.071591117
E14000768,Kensington,E12000007,London,117209,0.666873424,0.707960823,80121,0.683573787,0.588114724,0.484219791,61098,0.521273964,0.004245273,0.010035061,1922,0.016398058,0.013573312,0.050317344,1065,0.009086333,0.004386952,0.01817997,2389,0.020382394,0.045343708,0.123908773,12812,0.109309012,0.00704259,0.015431234,204,0.001740481,0.004166865,0.00586865,631,0.005383546,0.261332921,0.207289483,25232,0.215273571,0.071793655,0.084749694,11856,0.101152642
E14000769,Kettering,E12000004,East Midlands,93475,0.666873424,0.656425606,58401,0.624776678,0.588114724,0.588140621,55196,0.590489436,0.004245273,0.002795363,263,0.002813587,0.013573312,0.019792324,759,0.008119818,0.004386952,0.000938405,66,0.000706071,0.045343708,0.031026277,723,0.007734688,0.00704259,0.00978002,977,0.010451993,0.004166865,0.003952597,417,0.004461086,0.261332921,0.275313232,28768,0.307761434,0.071793655,0.068261162,6306,0.067461888
S14000040,Kilmarnock and Loudoun,S92000003,Scotland,96810,0.666873424,0.56393215,54024,0.558041525,0.588114724,0.538240243,53090,0.548393761,0.004245273,0.002416247,141,0.001456461,0.013573312,0.00309306,57,0.000588782,0.004386952,0.001111719,54,0.000557794,0.045343708,0.014491248,330,0.003408739,0.00704259,0.001709974,79,0.000816031,0.004166865,0.002869659,273,0.002819957,0.261332921,0.366566246,36550,0.377543642,0.071793655,0.069501604,6236,0.064414833
E14000770,Kingston and Surbiton,E12000007,London,118002,0.666873424,0.707960823,78606,0.666141252,0.588114724,0.484219791,63211,0.535677361,0.004245273,0.010035061,1246,0.010559143,0.013573312,0.050317344,5746,0.04869409,0.004386952,0.01817997,495,0.004194844,0.045343708,0.123908773,6470,0.054829579,0.00704259,0.015431234,862,0.007304961,0.004166865,0.00586865,576,0.004881273,0.261332921,0.207289483,30249,0.256343113,0.071793655,0.084749694,9147,0.077515635
E14000771,Kingston upon Hull East,E12000003,Yorkshire and The Humber,91937,0.666873424,0.6731769,53672,0.583791074,0.588114724,0.594999596,52278,0.568628517,0.004245273,0.002710016,174,0.0018926,0.013573312,0.004556248,160,0.001740322,0.004386952,0.001879164,46,0.000500343,0.045343708,0.061708266,667,0.007254968,0.00704259,0.0041976,95,0.001033316,0.004166865,0.00312601,252,0.002741007,0.261332921,0.258570787,31858,0.346519899,0.071793655,0.068252313,6407,0.069689026
E14000772,Kingston upon Hull North,E12000003,Yorkshire and The Humber,94813,0.666873424,0.6731769,52884,0.557771614,0.588114724,0.594999596,49640,0.523556896,0.004245273,0.002710016,375,0.003955154,0.013573312,0.004556248,170,0.001793003,0.004386952,0.001879164,78,0.000822672,0.045343708,0.061708266,2186,0.02305591,0.00704259,0.0041976,93,0.000980878,0.004166865,0.00312601,342,0.0036071,0.261332921,0.258570787,35048,0.36965395,0.071793655,0.068252313,6881,0.072574436
E14000773,Kingston upon Hull West and Hessle,E12000003,Yorkshire and The Humber,84656,0.666873424,0.6731769,52007,0.614333302,0.588114724,0.594999596,48445,0.572257135,0.004245273,0.002710016,261,0.003083066,0.013573312,0.004556248,185,0.002185315,0.004386952,0.001879164,62,0.000732376,0.045343708,0.061708266,2694,0.031822907,0.00704259,0.0041976,119,0.001405689,0.004166865,0.00312601,241,0.002846815,0.261332921,0.258570787,26462,0.312582688,0.071793655,0.068252313,6187,0.073084011
E14000774,Kingswood,E12000009,South West,87190,0.666873424,0.628270909,53796,0.616997362,0.588114724,0.603914777,52258,0.599357725,0.004245273,0.00373043,201,0.00230531,0.013573312,0.003086444,257,0.002947586,0.004386952,0.001203456,33,0.000378484,0.045343708,0.009685882,589,0.006755362,0.00704259,0.001114024,181,0.002075926,0.004166865,0.005535897,277,0.00317697,0.261332921,0.292913602,27026,0.309966739,0.071793655,0.078815489,6368,0.073035899
S14000041,Kirkcaldy and Cowdenbeath,S92000003,Scotland,96959,0.666873424,0.56393215,43843,0.452180819,0.588114724,0.538240243,42349,0.436772244,0.004245273,0.002416247,136,0.001402655,0.013573312,0.00309306,133,0.001371714,0.004386952,0.001111719,33,0.00034035,0.045343708,0.014491248,777,0.008013697,0.00704259,0.001709974,102,0.001051991,0.004166865,0.002869659,313,0.003228169,0.261332921,0.366566246,46296,0.477480172,0.071793655,0.069501604,6820,0.070339009
E14000775,Knowsley,E12000002,North West,103910,0.666873424,0.739730724,85333,0.821220287,0.588114724,0.672538423,84699,0.815118853,0.004245273,0.002934555,100,0.000962371,0.013573312,0.005425133,122,0.001174093,0.004386952,0.004313136,32,0.000307959,0.045343708,0.05054581,249,0.002396304,0.00704259,0.001255924,22,0.000211722,0.004166865,0.002717742,109,0.001048985,0.261332921,0.198224747,12625,0.121499374,0.071793655,0.062044529,5952,0.057280339
S14000042,Lanark and Hamilton East,S92000003,Scotland,97513,0.666873424,0.56393215,63177,0.647882846,0.588114724,0.538240243,62023,0.636048527,0.004245273,0.002416247,125,0.00128188,0.013573312,0.00309306,189,0.001938203,0.004386952,0.001111719,24,0.000246121,0.045343708,0.014491248,582,0.005968435,0.00704259,0.001709974,62,0.000635813,0.004166865,0.002869659,172,0.001763867,0.261332921,0.366566246,28204,0.28923323,0.071793655,0.069501604,6132,0.062883923
E14000776,Lancaster and Fleetwood,E12000002,North West,86650,0.666873424,0.739730724,58305,0.6728794,0.588114724,0.672538423,55287,0.638049625,0.004245273,0.002934555,385,0.004443162,0.013573312,0.005425133,460,0.005308713,0.004386952,0.004313136,83,0.000957877,0.045343708,0.05054581,1557,0.01796884,0.00704259,0.001255924,75,0.000865551,0.004166865,0.002717742,458,0.005285632,0.261332921,0.198224747,22135,0.255452972,0.071793655,0.062044529,6210,0.071667628
E14000777,Leeds Central,E12000003,Yorkshire and The Humber,132877,0.666873424,0.6731769,81861,0.616065986,0.588114724,0.594999596,64215,0.48326648,0.004245273,0.002710016,803,0.006043183,0.013573312,0.004556248,1936,0.014569865,0.004386952,0.001879164,545,0.004101538,0.045343708,0.061708266,13021,0.097992881,0.00704259,0.0041976,858,0.006457099,0.004166865,0.00312601,483,0.003634941,0.261332921,0.258570787,41956,0.315750657,0.071793655,0.068252313,9060,0.068183358
E14000778,Leeds East,E12000003,Yorkshire and The Humber,94469,0.666873424,0.6731769,65441,0.692724597,0.588114724,0.594999596,53431,0.565592946,0.004245273,0.002710016,293,0.003101547,0.013573312,0.004556248,470,0.004975177,0.004386952,0.001879164,140,0.001481968,0.045343708,0.061708266,10023,0.106098297,0.00704259,0.0041976,862,0.009124686,0.004166865,0.00312601,222,0.002349977,0.261332921,0.258570787,22924,0.242661614,0.071793655,0.068252313,6104,0.064613789
E14000779,Leeds North East,E12000003,Yorkshire and The Humber,91640,0.666873424,0.6731769,63662,0.694696639,0.588114724,0.594999596,43403,0.473625055,0.004245273,0.002710016,421,0.004594064,0.013573312,0.004556248,1931,0.021071584,0.004386952,0.001879164,4882,0.05327368,0.045343708,0.061708266,8932,0.097468354,0.00704259,0.0041976,3753,0.040953732,0.004166865,0.00312601,340,0.00371017,0.261332921,0.258570787,21405,0.233577041,0.071793655,0.068252313,6573,0.07172632
E14000780,Leeds North West,E12000003,Yorkshire and The Humber,84571,0.666873424,0.6731769,51088,0.604084142,0.588114724,0.594999596,45894,0.542668291,0.004245273,0.002710016,366,0.004327725,0.013573312,0.004556248,826,0.009766941,0.004386952,0.001879164,428,0.005060836,0.045343708,0.061708266,2671,0.03158293,0.00704259,0.0041976,603,0.007130104,0.004166865,0.00312601,300,0.003547315,0.261332921,0.258570787,27470,0.324815835,0.071793655,0.068252313,6013,0.071100022
E14000781,Leeds West,E12000003,Yorkshire and The Humber,92806,0.666873424,0.6731769,54804,0.590522165,0.588114724,0.594999596,49185,0.52997651,0.004245273,0.002710016,361,0.003889835,0.013573312,0.004556248,674,0.007262461,0.004386952,0.001879164,138,0.001486973,0.045343708,0.061708266,3429,0.036948042,0.00704259,0.0041976,652,0.007025408,0.004166865,0.00312601,365,0.003932935,0.261332921,0.258570787,31757,0.342186928,0.071793655,0.068252313,6245,0.067290908
E14000782,Leicester East,E12000004,East Midlands,108520,0.666873424,0.656425606,91203,0.840425728,0.588114724,0.588140621,26306,0.24240693,0.004245273,0.002795363,217,0.001999631,0.013573312,0.019792324,34527,0.318162551,0.004386952,0.000938405,35,0.000322521,0.045343708,0.031026277,21705,0.200009215,0.00704259,0.00978002,7767,0.07157206,0.004166865,0.003952597,646,0.00595282,0.261332921,0.275313232,12350,0.113803907,0.071793655,0.068261162,4967,0.045770365
E14000783,Leicester South,E12000004,East Midlands,119287,0.666873424,0.656425606,83855,0.702968471,0.588114724,0.588140621,36369,0.304886534,0.004245273,0.002795363,641,0.005373595,0.013573312,0.019792324,8710,0.073017177,0.004386952,0.000938405,184,0.001542498,0.045343708,0.031026277,33152,0.277917963,0.00704259,0.00978002,4237,0.035519378,0.004166865,0.003952597,562,0.004711326,0.261332921,0.275313232,28374,0.237863304,0.071793655,0.068261162,7058,0.059168225
E14000784,Leicester West,E12000004,East Midlands,102032,0.666873424,0.656425606,61156,0.599380586,0.588114724,0.588140621,44197,0.433168026,0.004245273,0.002795363,366,0.00358711,0.013573312,0.019792324,6850,0.067135801,0.004386952,0.000938405,76,0.000744864,0.045343708,0.031026277,6583,0.064518974,0.00704259,0.00978002,2453,0.024041477,0.004166865,0.003952597,631,0.006184334,0.261332921,0.275313232,34556,0.338678062,0.071793655,0.068261162,6320,0.061941352
E14000785,Leigh,E12000002,North West,102997,0.666873424,0.739730724,79042,0.76742041,0.588114724,0.672538423,77419,0.75166267,0.004245273,0.002934555,273,0.002650563,0.013573312,0.005425133,272,0.002640854,0.004386952,0.004313136,25,0.000242726,0.045343708,0.05054581,780,0.007573036,0.00704259,0.001255924,16,0.000155344,0.004166865,0.002717742,257,0.002495218,0.261332921,0.198224747,18053,0.17527695,0.071793655,0.062044529,5902,0.05730264
E14000786,Lewes,E12000008,South East,88192,0.666873424,0.649769594,52572,0.596108491,0.588114724,0.597600162,50672,0.574564586,0.004245273,0.005089435,446,0.005057148,0.013573312,0.010712412,213,0.002415185,0.004386952,0.002056921,252,0.002857402,0.045343708,0.023353427,384,0.004354136,0.00704259,0.006362778,38,0.000430878,0.004166865,0.004594458,567,0.006429155,0.261332921,0.276590058,28272,0.320573295,0.071793655,0.073640349,7348,0.083318215
E14000787,Lewisham East,E12000007,London,102206,0.666873424,0.707960823,68456,0.669784553,0.588114724,0.484219791,57234,0.559986694,0.004245273,0.010035061,838,0.008199127,0.013573312,0.050317344,3282,0.032111618,0.004386952,0.01817997,210,0.002054674,0.045343708,0.123908773,6209,0.060749858,0.00704259,0.015431234,236,0.002309062,0.004166865,0.00586865,447,0.00437352,0.261332921,0.207289483,24810,0.242745044,0.071793655,0.084749694,8940,0.087470403
E14000788,Lewisham West and Penge,E12000007,London,105993,0.666873424,0.707960823,66338,0.62587152,0.588114724,0.484219791,57212,0.539771494,0.004245273,0.010035061,878,0.008283566,0.013573312,0.050317344,1626,0.015340636,0.004386952,0.01817997,254,0.002396385,0.045343708,0.123908773,5645,0.053258234,0.00704259,0.015431234,183,0.001726529,0.004166865,0.00586865,540,0.005094676,0.261332921,0.207289483,30314,0.286000019,0.071793655,0.084749694,9341,0.088128461
E14000789,"Lewisham, Deptford",E12000007,London,112827,0.666873424,0.707960823,69332,0.614498303,0.588114724,0.484219791,55475,0.491681956,0.004245273,0.010035061,2266,0.020083845,0.013573312,0.050317344,2212,0.019605236,0.004386952,0.01817997,281,0.002490539,0.045343708,0.123908773,8202,0.072695365,0.00704259,0.015431234,184,0.001630815,0.004166865,0.00586865,712,0.006310546,0.261332921,0.207289483,33371,0.295771402,0.071793655,0.084749694,10124,0.089730295
E14000790,Leyton and Wanstead,E12000007,London,104183,0.666873424,0.707960823,78069,0.749344903,0.588114724,0.484219791,48227,0.462906616,0.004245273,0.010035061,868,0.008331494,0.013573312,0.050317344,2864,0.02749009,0.004386952,0.01817997,960,0.009214555,0.045343708,0.123908773,23582,0.226351708,0.00704259,0.015431234,1123,0.01077911,0.004166865,0.00586865,445,0.00427133,0.261332921,0.207289483,18337,0.176007602,0.071793655,0.084749694,7777,0.074647495
E14000791,Lichfield,E12000005,West Midlands,92985,0.666873424,0.714488275,65856,0.708243265,0.588114724,0.602203166,64632,0.695079852,0.004245273,0.002972055,155,0.001666936,0.013573312,0.012896996,159,0.001709953,0.004386952,0.000824906,59,0.000634511,0.045343708,0.067147853,336,0.003613486,0.00704259,0.023863736,237,0.002548798,0.004166865,0.004579561,278,0.00298973,0.261332921,0.219732885,21197,0.227961499,0.071793655,0.06577884,5932,0.063795236
E14000792,Lincoln,E12000004,East Midlands,106334,0.666873424,0.656425606,65221,0.613359791,0.588114724,0.588140621,62955,0.59204958,0.004245273,0.002795363,311,0.002924747,0.013573312,0.019792324,359,0.003376154,0.004386952,0.000938405,68,0.000639494,0.045343708,0.031026277,933,0.00877424,0.00704259,0.00978002,81,0.000761751,0.004166865,0.003952597,514,0.004833825,0.261332921,0.275313232,33566,0.315665733,0.071793655,0.068261162,7547,0.070974477
S14000043,Linlithgow and East Falkirk,S92000003,Scotland,112273,0.666873424,0.56393215,61078,0.544013253,0.588114724,0.538240243,59796,0.532594658,0.004245273,0.002416247,113,0.001006475,0.013573312,0.00309306,92,0.000819431,0.004386952,0.001111719,43,0.000382995,0.045343708,0.014491248,685,0.0061012,0.00704259,0.001709974,55,0.000489877,0.004166865,0.002869659,294,0.002618617,0.261332921,0.366566246,44085,0.392658965,0.071793655,0.069501604,7110,0.063327781
E14000793,"Liverpool, Riverside",E12000002,North West,114920,0.666873424,0.739730724,77363,0.673190045,0.588114724,0.672538423,65891,0.573364079,0.004245273,0.002934555,923,0.008031674,0.013573312,0.005425133,1076,0.009363035,0.004386952,0.004313136,551,0.00479464,0.045343708,0.05054581,8288,0.072119735,0.00704259,0.001255924,238,0.002071006,0.004166865,0.002717742,396,0.003445875,0.261332921,0.198224747,29749,0.258867038,0.071793655,0.062044529,7808,0.067942917
E14000794,"Liverpool, Walton",E12000002,North West,91876,0.666873424,0.739730724,73516,0.80016544,0.588114724,0.672538423,71899,0.782565632,0.004245273,0.002934555,192,0.002089773,0.013573312,0.005425133,172,0.001872088,0.004386952,0.004313136,52,0.00056598,0.045343708,0.05054581,928,0.01010057,0.00704259,0.001255924,52,0.00056598,0.004166865,0.002717742,221,0.002405416,0.261332921,0.198224747,12894,0.14034133,0.071793655,0.062044529,5466,0.05949323
E14000795,"Liverpool, Wavertree",E12000002,North West,91501,0.666873424,0.739730724,69177,0.756024524,0.588114724,0.672538423,62482,0.682855925,0.004245273,0.002934555,475,0.0051912,0.013573312,0.005425133,582,0.006360586,0.004386952,0.004313136,908,0.009923389,0.045343708,0.05054581,4317,0.047179812,0.00704259,0.001255924,158,0.001726757,0.004166865,0.002717742,255,0.002786855,0.261332921,0.198224747,16430,0.179560879,0.071793655,0.062044529,5894,0.064414597
E14000796,"Liverpool, West Derby",E12000002,North West,90537,0.666873424,0.739730724,73633,0.813291803,0.588114724,0.672538423,72096,0.796315319,0.004245273,0.002934555,218,0.002407855,0.013573312,0.005425133,223,0.002463081,0.004386952,0.004313136,60,0.000662712,0.045343708,0.05054581,902,0.009962778,0.00704259,0.001255924,22,0.000242995,0.004166865,0.002717742,112,0.001237063,0.261332921,0.198224747,11788,0.130200912,0.071793655,0.062044529,5116,0.056507284
S14000044,Livingston,S92000003,Scotland,109880,0.666873424,0.56393215,57686,0.524990899,0.588114724,0.538240243,55436,0.504514015,0.004245273,0.002416247,174,0.001583546,0.013573312,0.00309306,314,0.002857663,0.004386952,0.001111719,47,0.000427739,0.045343708,0.014491248,1372,0.012486349,0.00704259,0.001709974,59,0.000536949,0.004166865,0.002869659,284,0.002584638,0.261332921,0.366566246,45574,0.414761558,0.071793655,0.069501604,6620,0.060247543
W07000045,Llanelli,W92000004,Wales,81245,0.666873424,0.602760738,49731,0.612111515,0.588114724,0.575591424,48697,0.599384578,0.004245273,0.002976051,168,0.00206782,0.013573312,0.003405957,152,0.001870884,0.004386952,0.000673749,25,0.000307711,0.045343708,0.014999399,312,0.003840236,0.00704259,0.000966882,75,0.000923134,0.004166865,0.004147277,302,0.003717152,0.261332921,0.320878446,25328,0.311748415,0.071793655,0.076360816,6186,0.07614007
E14000797,Loughborough,E12000004,East Midlands,99177,0.666873424,0.656425606,61970,0.624842453,0.588114724,0.588140621,53672,0.541173861,0.004245273,0.002795363,445,0.004486927,0.013573312,0.019792324,3550,0.035794589,0.004386952,0.000938405,106,0.001068796,0.045343708,0.031026277,3388,0.034161146,0.00704259,0.00978002,438,0.004416347,0.004166865,0.003952597,371,0.003740787,0.261332921,0.275313232,30776,0.310313883,0.071793655,0.068261162,6431,0.064843663
E14000798,Louth and Horncastle,E12000004,East Midlands,96885,0.666873424,0.656425606,67372,0.695381122,0.588114724,0.588140621,66418,0.685534396,0.004245273,0.002795363,164,0.001692728,0.013573312,0.019792324,86,0.00088765,0.004386952,0.000938405,44,0.000454147,0.045343708,0.031026277,221,0.002281055,0.00704259,0.00978002,27,0.000278681,0.004166865,0.003952597,412,0.004252464,0.261332921,0.275313232,22219,0.229333746,0.071793655,0.068261162,7294,0.075285132
E14000799,Ludlow,E12000005,West Midlands,84857,0.666873424,0.714488275,60210,0.709546649,0.588114724,0.602203166,59256,0.698304206,0.004245273,0.002972055,215,0.002533674,0.013573312,0.012896996,47,0.000553873,0.004386952,0.000824906,44,0.000518519,0.045343708,0.067147853,206,0.002427614,0.00704259,0.023863736,65,0.000765995,0.004166865,0.004579561,377,0.004442768,0.261332921,0.219732885,18084,0.21311147,0.071793655,0.06577884,6563,0.077341881
E14000800,Luton North,E12000006,East of England,98947,0.666873424,0.648321138,76999,0.77818428,0.588114724,0.596559583,48900,0.494203968,0.004245273,0.003809327,260,0.002627669,0.013573312,0.009237271,3824,0.038646952,0.004386952,0.005956937,191,0.001930326,0.045343708,0.025370598,22142,0.223776365,0.00704259,0.003114949,1238,0.012511749,0.004166865,0.004272473,444,0.004487251,0.261332921,0.279045967,15790,0.159580381,0.071793655,0.072632896,6158,0.062235338
E14000801,Luton South,E12000006,East of England,110180,0.666873424,0.648321138,84308,0.765184244,0.588114724,0.596559583,51346,0.466019241,0.004245273,0.003809327,403,0.003657651,0.013573312,0.009237271,2953,0.026801597,0.004386952,0.005956937,145,0.001316028,0.045343708,0.025370598,27874,0.252986023,0.00704259,0.003114949,1110,0.010074424,0.004166865,0.004272473,477,0.004329279,0.261332921,0.279045967,19254,0.174750408,0.071793655,0.072632896,6618,0.060065348
E14000802,Macclesfield,E12000002,North West,93268,0.666873424,0.739730724,64663,0.693303169,0.588114724,0.672538423,63041,0.675912424,0.004245273,0.002934555,239,0.002562508,0.013573312,0.005425133,551,0.005907707,0.004386952,0.004313136,111,0.001190119,0.045343708,0.05054581,399,0.004277995,0.00704259,0.001255924,46,0.000493202,0.004166865,0.002717742,276,0.002959214,0.261332921,0.198224747,22203,0.238055925,0.071793655,0.062044529,6402,0.068640906
E14000803,Maidenhead,E12000008,South East,101770,0.666873424,0.649769594,71518,0.702741476,0.588114724,0.597600162,62375,0.612901641,0.004245273,0.005089435,465,0.004569126,0.013573312,0.010712412,1787,0.017559202,0.004386952,0.002056921,346,0.003399823,0.045343708,0.023353427,4430,0.043529527,0.00704259,0.006362778,1777,0.017460941,0.004166865,0.004594458,338,0.003321215,0.261332921,0.276590058,22930,0.225311978,0.071793655,0.073640349,7322,0.071946546
E14000804,Maidstone and The Weald,E12000008,South East,100048,0.666873424,0.649769594,66141,0.661092676,0.588114724,0.597600162,62337,0.623070926,0.004245273,0.005089435,668,0.006676795,0.013573312,0.010712412,1244,0.012434032,0.004386952,0.002056921,115,0.001149448,0.045343708,0.023353427,1221,0.012204142,0.00704259,0.006362778,116,0.001159443,0.004166865,0.004594458,440,0.004397889,0.261332921,0.276590058,26524,0.265112746,0.071793655,0.073640349,7383,0.073794579
E14000805,Makerfield,E12000002,North West,98202,0.666873424,0.739730724,79577,0.810339912,0.588114724,0.672538423,78630,0.800696523,0.004245273,0.002934555,150,0.001527464,0.013573312,0.005425133,122,0.001242337,0.004386952,0.004313136,21,0.000213845,0.045343708,0.05054581,439,0.004470377,0.00704259,0.001255924,29,0.00029531,0.004166865,0.002717742,186,0.001894055,0.261332921,0.198224747,13418,0.136636728,0.071793655,0.062044529,5207,0.05302336
E14000806,Maldon,E12000006,East of England,88797,0.666873424,0.648321138,58816,0.66236472,0.588114724,0.596559583,57564,0.648265144,0.004245273,0.003809327,212,0.002387468,0.013573312,0.009237271,166,0.001869433,0.004386952,0.005956937,181,0.002038357,0.045343708,0.025370598,367,0.004133023,0.00704259,0.003114949,47,0.000529297,0.004166865,0.004272473,279,0.003141998,0.261332921,0.279045967,23658,0.26642792,0.071793655,0.072632896,6323,0.071207361
E14000807,Manchester Central,E12000002,North West,134326,0.666873424,0.739730724,87252,0.64955407,0.588114724,0.672538423,65450,0.487247443,0.004245273,0.002934555,1737,0.012931227,0.013573312,0.005425133,1740,0.012953561,0.004386952,0.004313136,359,0.002672602,0.045343708,0.05054581,16824,0.125247532,0.00704259,0.001255924,546,0.004064738,0.004166865,0.002717742,596,0.004436967,0.261332921,0.198224747,37673,0.280459479,0.071793655,0.062044529,9401,0.069986451
E14000808,"Manchester, Gorton",E12000002,North West,111198,0.666873424,0.739730724,79146,0.711757406,0.588114724,0.672538423,43788,0.393784061,0.004245273,0.002934555,693,0.006232126,0.013573312,0.005425133,1200,0.010791561,0.004386952,0.004313136,316,0.002841778,0.045343708,0.05054581,32010,0.28786489,0.00704259,0.001255924,689,0.006196155,0.004166865,0.002717742,450,0.004046835,0.261332921,0.198224747,23993,0.215768269,0.071793655,0.062044529,8059,0.072474325
E14000809,"Manchester, Withington",E12000002,North West,99212,0.666873424,0.739730724,59656,0.60129823,0.588114724,0.672538423,45012,0.453695118,0.004245273,0.002934555,631,0.006360118,0.013573312,0.005425133,1311,0.013214127,0.004386952,0.004313136,926,0.009333548,0.045343708,0.05054581,10919,0.110057251,0.00704259,0.001255924,461,0.004646615,0.004166865,0.002717742,396,0.003991453,0.261332921,0.198224747,32388,0.326452445,0.071793655,0.062044529,7168,0.072249325
E14000810,Mansfield,E12000004,East Midlands,104466,0.666873424,0.656425606,65958,0.631382459,0.588114724,0.588140621,64399,0.616458944,0.004245273,0.002795363,193,0.001847491,0.013573312,0.019792324,271,0.002594145,0.004386952,0.000938405,34,0.000325465,0.045343708,0.031026277,563,0.005389313,0.00704259,0.00978002,165,0.001579461,0.004166865,0.003952597,333,0.00318764,0.261332921,0.275313232,31472,0.301265484,0.071793655,0.068261162,7036,0.067352057
E14000811,Meon Valley,E12000008,South East,89863,0.666873424,0.649769594,58923,0.655698118,0.588114724,0.597600162,57552,0.640441561,0.004245273,0.005089435,227,0.002526067,0.013573312,0.010712412,180,0.002003049,0.004386952,0.002056921,92,0.001023781,0.045343708,0.023353427,446,0.004963111,0.00704259,0.006362778,65,0.000723323,0.004166865,0.004594458,361,0.004017226,0.261332921,0.276590058,24542,0.273104615,0.071793655,0.073640349,6398,0.071197267
E14000812,Meriden,E12000005,West Midlands,107857,0.666873424,0.714488275,75323,0.698359865,0.588114724,0.602203166,71541,0.663294918,0.004245273,0.002972055,195,0.001807949,0.013573312,0.012896996,855,0.007927163,0.004386952,0.000824906,154,0.001427816,0.045343708,0.067147853,1146,0.01062518,0.00704259,0.023863736,1154,0.010699352,0.004166865,0.004579561,278,0.002577487,0.261332921,0.219732885,25600,0.237351308,0.071793655,0.06577884,6934,0.064288827
W07000071,Merthyr Tydfil and Rhymney,W92000004,Wales,75220,0.666873424,0.602760738,41688,0.554214305,0.588114724,0.575591424,40890,0.543605424,0.004245273,0.002976051,151,0.002007445,0.013573312,0.003405957,80,0.001063547,0.004386952,0.000673749,8,0.000106355,0.045343708,0.014999399,222,0.002951343,0.00704259,0.000966882,75,0.000997075,0.004166865,0.004147277,262,0.003483116,0.261332921,0.320878446,28137,0.374062749,0.071793655,0.076360816,5395,0.071722946
