ID,Name,Region,Atrial Fibrilliation,Asthma,Cancer,Coronary Heart Disease,Chronic Kidney Disease,COPD,Cardiovascular Disease (Primary Prevention),Dementia,Depression,Diabetes,Epilepsy,Heart Failure,High Blood Pressure,Learning Disabilities,Serious Mental Illness,Obesity,Osteoporisis,Peripheral Arterial Disease,Palliative Care,Rheumatoid Arthritis,Stroke & Transient Ischaemic Attack
E14000683,East Yorkshire,Yorkshire and The Humber,0.0308,0.0755,0.04131,0.05281,0.05588,0.02832,0.01262,0.0111,0.07622,0.08134,0.00914,0.01254,0.18635,0.00589,0.00773,0.13565,0.00904,0.00913,0.00335,0.01097,0.02597
E14000684,Eastbourne,South East,0.03061,0.06308,0.03536,0.03638,0.06776,0.02134,0.0131,0.01231,0.14075,0.06544,0.00795,0.01014,0.16145,0.00548,0.01229,0.07594,0.01347,0.00656,0.00592,0.00928,0.02298
E14000685,Eastleigh,South East,0.01987,0.06079,0.029,0.02767,0.02984,0.01574,0.0111,0.00767,0.11018,0.05804,0.00783,0.00792,0.1423,0.00392,0.00791,0.09128,0.0063,0.00539,0.00185,0.00805,0.01733
E14000686,Eddisbury,North West,0.02639,0.06509,0.03499,0.03658,0.04578,0.02124,0.01268,0.00894,0.09769,0.06891,0.00856,0.01099,0.15908,0.0048,0.00771,0.10664,0.00764,0.00696,0.00431,0.0101,0.02132
E14000687,Edmonton,London,0.00921,0.04402,0.01763,0.02001,0.02694,0.01011,0.01156,0.00525,0.07675,0.09062,0.00588,0.00545,0.12964,0.00458,0.01184,0.09933,0.00485,0.00342,0.00105,0.00562,0.01067
E14000688,Ellesmere Port and Neston,North West,0.02569,0.06374,0.03394,0.03665,0.04283,0.02176,0.01058,0.00847,0.09775,0.07442,0.00927,0.01115,0.14682,0.00522,0.00928,0.12588,0.01119,0.00813,0.00223,0.01047,0.02126
E14000689,Elmet and Rothwell,Yorkshire and The Humber,0.02484,0.06534,0.0346,0.03913,0.04311,0.021,0.01462,0.00937,0.08368,0.06458,0.00864,0.00797,0.16699,0.00382,0.00707,0.11544,0.004,0.00678,0.00377,0.00843,0.02208
E14000690,Eltham,London,0.01372,0.04933,0.02147,0.02402,0.03018,0.01699,0.0096,0.00536,0.06667,0.06438,0.00662,0.00728,0.13428,0.00346,0.01068,0.1034,0.00343,0.00474,0.00296,0.00596,0.01341
E14000691,Enfield North,London,0.01334,0.04842,0.02406,0.02318,0.02733,0.01289,0.01305,0.00565,0.08565,0.07448,0.00662,0.00567,0.13004,0.00442,0.01047,0.10002,0.00311,0.0042,0.00126,0.00558,0.01225
E14000692,"Enfield, Southgate",London,0.01383,0.04464,0.02464,0.0253,0.02974,0.01026,0.00999,0.00703,0.07118,0.06702,0.00557,0.00611,0.12683,0.00373,0.01065,0.06979,0.00525,0.00354,0.00163,0.00552,0.01212
E14000693,Epping Forest,East of England,0.01803,0.04911,0.02555,0.02788,0.02728,0.01607,0.01327,0.01039,0.07664,0.06122,0.00591,0.00864,0.13482,0.00252,0.00813,0.07453,0.00282,0.00386,0.00428,0.00743,0.0149
E14000694,Epsom and Ewell,South East,0.01843,0.05388,0.03041,0.02585,0.03888,0.01161,0.01095,0.00786,0.09647,0.05733,0.00665,0.00522,0.13686,0.00437,0.0073,0.05406,0.00667,0.00422,0.00115,0.00704,0.01638
E14000695,Erewash,East Midlands,0.02142,0.06684,0.03026,0.03574,0.06208,0.02336,0.00988,0.00988,0.11451,0.07001,0.00989,0.01099,0.15619,0.00893,0.0076,0.11526,0.01179,0.00713,0.00746,0.00767,0.02042
E14000696,Erith and Thamesmead,London,0.01011,0.04707,0.01884,0.02067,0.0299,0.01631,0.01233,0.00459,0.06428,0.0785,0.00629,0.00662,0.13327,0.00468,0.01007,0.1262,0.00266,0.00399,0.00282,0.00598,0.012
E14000697,Esher and Walton,South East,0.01846,0.04556,0.02917,0.02305,0.03614,0.01051,0.00875,0.00826,0.08097,0.04592,0.006,0.00522,0.11777,0.00335,0.0069,0.04511,0.00901,0.00364,0.00169,0.00587,0.01491
E14000698,Exeter,South West,0.01742,0.05577,0.02361,0.02655,0.03544,0.01733,0.01069,0.00742,0.09447,0.05415,0.00805,0.0077,0.11912,0.00462,0.01029,0.08793,0.00827,0.00505,0.00187,0.00583,0.01633
E14000699,Fareham,South East,0.02403,0.06326,0.0342,0.03418,0.04988,0.017,0.01054,0.00957,0.10257,0.06397,0.0081,0.00944,0.16077,0.00333,0.0075,0.08854,0.00989,0.00524,0.00245,0.00738,0.02003
E14000700,Faversham and Mid Kent,South East,0.02251,0.05714,0.03147,0.02913,0.0453,0.01923,0.00998,0.00709,0.11495,0.06476,0.00796,0.00754,0.14604,0.00487,0.00687,0.093,0.0057,0.00489,0.00324,0.00904,0.01801
E14000701,Feltham and Heston,London,0.0094,0.04531,0.0146,0.02424,0.02628,0.01051,0.01197,0.00462,0.05566,0.09272,0.00609,0.00518,0.12336,0.00383,0.00821,0.09971,0.00224,0.00231,0.00163,0.00646,0.00996
E14000702,Filton and Bradley Stoke,South West,0.01735,0.0613,0.02513,0.02491,0.05085,0.01482,0.01099,0.00693,0.10028,0.05883,0.00724,0.00638,0.12344,0.0038,0.00652,0.09037,0.01022,0.00524,0.00224,0.0061,0.01543
E14000703,Finchley and Golders Green,London,0.01392,0.03908,0.02335,0.02409,0.03043,0.00838,0.0087,0.00698,0.06719,0.05868,0.00517,0.00566,0.10983,0.00334,0.01105,0.05477,0.0086,0.00362,0.00306,0.00472,0.01235
E14000704,Folkestone and Hythe,South East,0.02759,0.05904,0.03456,0.03762,0.05386,0.02531,0.01119,0.00927,0.10544,0.07403,0.01002,0.00747,0.1727,0.00716,0.00929,0.10312,0.00513,0.00646,0.0023,0.01021,0.0222
E14000705,Forest of Dean,South West,0.02709,0.07005,0.03318,0.03865,0.0718,0.02069,0.01042,0.0093,0.10129,0.07837,0.01025,0.01089,0.16068,0.00906,0.00744,0.12092,0.0076,0.00581,0.00277,0.00959,0.02359
E14000706,Fylde,North West,0.02836,0.06627,0.03904,0.04717,0.06052,0.02639,0.01311,0.01293,0.1217,0.06772,0.00929,0.01252,0.17692,0.0042,0.01111,0.10227,0.00663,0.00946,0.00624,0.009,0.02405
E14000707,Gainsborough,East Midlands,0.02504,0.07289,0.03599,0.04493,0.07449,0.02208,0.0117,0.01001,0.10914,0.07836,0.01,0.01172,0.16416,0.00741,0.00925,0.12186,0.00951,0.00744,0.00462,0.00918,0.02302
E14000708,Garston and Halewood,North West,0.02244,0.05867,0.03103,0.03913,0.06771,0.03156,0.01459,0.00735,0.11829,0.06956,0.01091,0.01046,0.16334,0.00576,0.01156,0.12947,0.01103,0.00949,0.00324,0.00754,0.02052
E14000709,Gateshead,North East,0.01922,0.06464,0.02729,0.03658,0.05415,0.03026,0.01147,0.00942,0.12171,0.06731,0.00965,0.00978,0.14714,0.00631,0.01244,0.12474,0.00841,0.00982,0.00266,0.01117,0.02178
E14000710,Gedling,East Midlands,0.01871,0.06859,0.03001,0.03371,0.05661,0.01845,0.00975,0.00986,0.08602,0.06666,0.00834,0.0069,0.14066,0.00523,0.00904,0.09573,0.0048,0.00538,0.0051,0.00677,0.01961
E14000711,Gillingham and Rainham,South East,0.01605,0.05048,0.02584,0.02595,0.03728,0.01781,0.01267,0.00542,0.10458,0.07373,0.00868,0.00812,0.14568,0.00389,0.00735,0.1081,0.00529,0.0039,0.00202,0.00803,0.01266
E14000712,Gloucester,South West,0.0175,0.05945,0.02457,0.0278,0.06167,0.0182,0.00817,0.00751,0.10478,0.07726,0.01055,0.00787,0.12871,0.0069,0.00908,0.11323,0.00712,0.00469,0.00368,0.00918,0.01617
E14000713,Gosport,South East,0.02474,0.06506,0.03489,0.03748,0.0444,0.02271,0.01233,0.00882,0.13231,0.07902,0.00848,0.00987,0.16332,0.00422,0.00961,0.11428,0.00794,0.00725,0.0041,0.00814,0.02123
E14000714,Grantham and Stamford,East Midlands,0.02396,0.06472,0.03589,0.03777,0.06042,0.01937,0.01195,0.0084,0.11967,0.07026,0.00795,0.01515,0.16113,0.00468,0.00681,0.10375,0.01433,0.00669,0.00362,0.00767,0.02029
E14000715,Gravesham,South East,0.01661,0.04584,0.02213,0.02594,0.04289,0.01524,0.00663,0.00575,0.05905,0.06826,0.00772,0.00523,0.13328,0.00301,0.00741,0.09448,0.00434,0.00403,0.00328,0.00758,0.01474
E14000716,Great Grimsby,Yorkshire and The Humber,0.02152,0.06121,0.0289,0.03593,0.05329,0.02524,0.01225,0.00727,0.09065,0.07234,0.01106,0.00657,0.15343,0.00619,0.00881,0.12156,0.00497,0.00796,0.00543,0.00816,0.02121
E14000717,Great Yarmouth,East of England,0.02148,0.06655,0.03041,0.03818,0.04756,0.03035,0.01489,0.00974,0.09857,0.08345,0.01049,0.00811,0.17056,0.00621,0.01151,0.1161,0.00336,0.0075,0.00486,0.0084,0.02139
E14000718,Greenwich and Woolwich,London,0.00812,0.04473,0.01492,0.0165,0.02024,0.0133,0.00958,0.00344,0.06846,0.05772,0.00578,0.00466,0.10648,0.00362,0.01199,0.08605,0.00334,0.00348,0.002,0.00433,0.00941
E14000719,Guildford,South East,0.01897,0.05491,0.02666,0.02189,0.03223,0.01142,0.01126,0.00696,0.09385,0.04357,0.00542,0.00522,0.11602,0.00365,0.0075,0.05527,0.00511,0.00356,0.00544,0.00552,0.01289
E14000720,Hackney North and Stoke Newington,London,0.007,0.0428,0.01381,0.01495,0.02064,0.00982,0.00869,0.00287,0.09425,0.05898,0.0049,0.00698,0.09013,0.00405,0.01369,0.0971,0.00324,0.00307,0.00325,0.00427,0.00828
E14000721,Hackney South and Shoreditch,London,0.00713,0.04397,0.01424,0.0148,0.01961,0.01246,0.00847,0.00314,0.09849,0.05547,0.00483,0.00693,0.09201,0.00355,0.01465,0.08926,0.00297,0.00318,0.00368,0.00382,0.00867
E14000722,Halesowen and Rowley Regis,West Midlands,0.02173,0.0659,0.02748,0.03774,0.0575,0.02095,0.01132,0.00732,0.11191,0.07957,0.00849,0.0101,0.16572,0.00478,0.00781,0.14039,0.00626,0.00565,0.00647,0.00848,0.01858
E14000723,Halifax,Yorkshire and The Humber,0.01625,0.06479,0.02502,0.03556,0.03993,0.02323,0.01108,0.00715,0.1347,0.07212,0.01062,0.00759,0.13615,0.0067,0.0102,0.11914,0.00766,0.00725,0.00423,0.00758,0.01787
E14000724,Haltemprice and Howden,Yorkshire and The Humber,0.0227,0.06009,0.03544,0.03927,0.04572,0.01957,0.01244,0.0094,0.08447,0.06591,0.00811,0.00771,0.15686,0.00304,0.0061,0.09906,0.00283,0.00506,0.00504,0.00908,0.01903
E14000725,Halton,North West,0.02257,0.06658,0.02971,0.04085,0.03862,0.02603,0.01187,0.00717,0.12339,0.07983,0.0096,0.01123,0.15462,0.00599,0.00903,0.13499,0.00491,0.00918,0.00382,0.00914,0.02
E14000726,Hammersmith,London,0.0095,0.04105,0.01644,0.01548,0.01733,0.01133,0.01055,0.00377,0.06762,0.04607,0.00506,0.00389,0.09024,0.0027,0.01374,0.05673,0.00294,0.00308,0.00276,0.00423,0.00998
E14000727,Hampstead and Kilburn,London,0.0107,0.04126,0.02022,0.01634,0.02301,0.01202,0.01292,0.00571,0.08058,0.04594,0.00503,0.00674,0.10241,0.00295,0.01442,0.05984,0.00569,0.00359,0.0031,0.00484,0.01021
E14000728,Harborough,East Midlands,0.02293,0.06067,0.03034,0.03102,0.0442,0.0162,0.01311,0.01047,0.10296,0.07086,0.00718,0.00981,0.14812,0.0043,0.00848,0.07143,0.00689,0.00499,0.01233,0.00785,0.01924
E14000729,Harlow,East of England,0.01601,0.057,0.02293,0.02845,0.03557,0.01994,0.01233,0.00596,0.09227,0.06838,0.00778,0.00796,0.1325,0.00367,0.00779,0.10237,0.00267,0.0045,0.00263,0.00937,0.01474
E14000730,Harrogate and Knaresborough,Yorkshire and The Humber,0.02513,0.0609,0.03665,0.03817,0.05186,0.01825,0.0096,0.01126,0.10149,0.05412,0.00811,0.00973,0.14061,0.00696,0.0087,0.09027,0.01272,0.00751,0.00397,0.00745,0.02113
E14000731,Harrow East,London,0.01241,0.0456,0.02025,0.02667,0.02692,0.00898,0.01172,0.00648,0.05353,0.09559,0.00566,0.00662,0.1303,0.0036,0.00969,0.07093,0.0063,0.00396,0.00265,0.00686,0.01263
E14000732,Harrow West,London,0.01229,0.0537,0.01997,0.02586,0.02823,0.00877,0.01207,0.00559,0.06691,0.09615,0.00597,0.00659,0.12671,0.00433,0.01116,0.08105,0.00578,0.00414,0.0038,0.00626,0.01278
E14000733,Hartlepool,North East,0.01991,0.06278,0.02773,0.04283,0.04685,0.0356,0.01153,0.00908,0.09626,0.0681,0.0107,0.00891,0.16788,0.0067,0.00896,0.14192,0.00277,0.00841,0.00707,0.00874,0.01999
E14000734,Harwich and North Essex,East of England,0.02208,0.05878,0.0326,0.0323,0.04973,0.01871,0.01126,0.00835,0.09261,0.06202,0.00832,0.00867,0.14708,0.00546,0.00723,0.1002,0.00745,0.00561,0.0049,0.00768,0.01767
E14000735,Hastings and Rye,South East,0.02461,0.05602,0.03027,0.03467,0.04021,0.02636,0.01315,0.00928,0.1319,0.06974,0.00949,0.00974,0.15994,0.00693,0.01436,0.10387,0.00385,0.00688,0.00491,0.00674,0.0209
E14000736,Havant,South East,0.02646,0.06633,0.03266,0.03808,0.04968,0.02623,0.01048,0.01025,0.10952,0.07952,0.00995,0.01025,0.16218,0.00611,0.00977,0.11565,0.01466,0.00841,0.00678,0.00787,0.02218
E14000737,Hayes and Harlington,London,0.01011,0.04895,0.01259,0.02068,0.02239,0.01067,0.01239,0.00437,0.06742,0.09135,0.00605,0.00492,0.12277,0.00324,0.00901,0.08657,0.00364,0.00355,0.00233,0.00674,0.00948
E14000738,Hazel Grove,North West,0.02538,0.06574,0.03331,0.04115,0.03393,0.02398,0.01349,0.01076,0.11773,0.06286,0.00861,0.01248,0.15736,0.00472,0.00833,0.0845,0.0063,0.00741,0.00496,0.006,0.02282
E14000739,Hemel Hempstead,East of England,0.01799,0.05095,0.02459,0.02531,0.03548,0.01688,0.01279,0.00746,0.10678,0.06145,0.00771,0.00714,0.13124,0.00521,0.00907,0.10163,0.0065,0.00586,0.00403,0.00798,0.01497
E14000740,Hemsworth,Yorkshire and The Humber,0.02064,0.06879,0.02893,0.04076,0.04786,0.03083,0.00895,0.00717,0.10424,0.07614,0.00954,0.00937,0.15251,0.00722,0.00808,0.14575,0.00615,0.00842,0.00298,0.00882,0.02179
E14000741,Hendon,London,0.0118,0.04135,0.02145,0.02302,0.03478,0.01019,0.01013,0.00551,0.06503,0.06896,0.00523,0.00526,0.11779,0.00343,0.00972,0.07079,0.01134,0.00333,0.00287,0.00458,0.01131
E14000742,Henley,South East,0.02438,0.06308,0.03746,0.02783,0.04022,0.01448,0.01157,0.0101,0.09844,0.0504,0.00687,0.00819,0.14201,0.0034,0.00727,0.0794,0.00974,0.00534,0.00333,0.00717,0.01901
E14000743,Hereford and South Herefordshire,West Midlands,0.02287,0.06036,0.0319,0.03267,0.0435,0.02236,0.01174,0.00831,0.0993,0.06731,0.00913,0.0095,0.15982,0.00572,0.00896,0.10004,0.00782,0.00662,0.00277,0.00978,0.02178
E14000744,Hertford and Stortford,East of England,0.01913,0.06073,0.0299,0.02743,0.03438,0.0136,0.01405,0.00669,0.08679,0.0506,0.00748,0.00745,0.1291,0.00503,0.00704,0.08311,0.00742,0.00418,0.00392,0.00733,0.01544
E14000745,Hertsmere,East of England,0.01983,0.05128,0.02976,0.02917,0.04289,0.0152,0.00898,0.00841,0.09489,0.06053,0.0067,0.00707,0.12952,0.00462,0.00863,0.08064,0.00772,0.00494,0.00311,0.00639,0.01655
E14000746,Hexham,North East,0.02863,0.06687,0.03881,0.04077,0.06044,0.02109,0.01219,0.01029,0.10322,0.0665,0.00845,0.01313,0.1722,0.00632,0.00797,0.09796,0.0097,0.00896,0.00427,0.00851,0.02703
E14000747,Heywood and Middleton,North West,0.01719,0.06909,0.02693,0.03622,0.04329,0.02755,0.01206,0.00737,0.15499,0.07731,0.01059,0.00936,0.14688,0.00595,0.01126,0.11802,0.00501,0.00956,0.00369,0.00926,0.02062
E14000748,High Peak,East Midlands,0.0243,0.07041,0.03308,0.03882,0.03113,0.02443,0.01372,0.00868,0.13607,0.06295,0.00903,0.0135,0.15502,0.00468,0.00861,0.09947,0.007,0.00832,0.00603,0.00728,0.02337
E14000749,Hitchin and Harpenden,East of England,0.01895,0.05765,0.02828,0.02579,0.02486,0.01201,0.01074,0.00751,0.08709,0.05109,0.00723,0.00551,0.12241,0.00333,0.00784,0.06302,0.00309,0.00342,0.00695,0.00601,0.01633
E14000750,Holborn and St Pancras,London,0.00979,0.03892,0.0166,0.01417,0.01917,0.01381,0.01445,0.00469,0.07955,0.04239,0.00477,0.00615,0.091,0.00287,0.01529,0.05228,0.003,0.00382,0.00185,0.00436,0.00876
E14000751,Hornchurch and Upminster,London,0.01816,0.04827,0.02803,0.02722,0.03141,0.01806,0.01199,0.00844,0.06867,0.06589,0.00682,0.0069,0.13828,0.00325,0.00696,0.10074,0.0054,0.00483,0.00275,0.00824,0.01593
E14000752,Hornsey and Wood Green,London,0.01081,0.04519,0.02084,0.01588,0.01758,0.00841,0.0091,0.00401,0.07227,0.04896,0.00497,0.00522,0.0937,0.00294,0.0119,0.07092,0.00603,0.00282,0.00141,0.00451,0.00925
E14000753,Horsham,South East,0.02057,0.05884,0.03156,0.02915,0.03964,0.01352,0.01213,0.00817,0.08971,0.05693,0.00735,0.00598,0.1383,0.00445,0.00706,0.07273,0.00384,0.00402,0.00217,0.00741,0.01725
E14000754,Houghton and Sunderland South,North East,0.02238,0.06077,0.03068,0.04934,0.04973,0.03401,0.01259,0.00939,0.11783,0.07329,0.01109,0.01128,0.17564,0.0084,0.00969,0.1407,0.00436,0.01013,0.00377,0.00777,0.02312
E14000755,Hove,South East,0.01524,0.05649,0.0219,0.02319,0.03244,0.01428,0.00944,0.00685,0.1047,0.04453,0.00712,0.00578,0.10398,0.00475,0.013,0.05967,0.00284,0.00417,0.00214,0.00542,0.01348
E14000756,Huddersfield,Yorkshire and The Humber,0.01454,0.06176,0.02092,0.03233,0.02849,0.01807,0.01039,0.00705,0.11104,0.06758,0.00788,0.00814,0.12022,0.00699,0.01112,0.10087,0.00517,0.00628,0.00358,0.00709,0.016
E14000757,Huntingdon,East of England,0.02141,0.06378,0.029,0.03131,0.03237,0.01838,0.01036,0.00807,0.08943,0.06097,0.00743,0.00708,0.13762,0.00522,0.00727,0.08344,0.00492,0.00462,0.00264,0.00825,0.01627
E14000758,Hyndburn,North West,0.01838,0.06986,0.02576,0.03912,0.03803,0.02474,0.01449,0.00819,0.11024,0.07816,0.00965,0.00919,0.14304,0.00584,0.01237,0.11067,0.00358,0.01054,0.00462,0.00766,0.02007
E14000759,Ilford North,London,0.01127,0.04472,0.01898,0.02545,0.02559,0.00901,0.00954,0.005,0.052,0.0825,0.00544,0.0047,0.12242,0.00327,0.0083,0.07868,0.00184,0.00285,0.00335,0.00654,0.01096
E14000760,Ilford South,London,0.00669,0.04473,0.01278,0.02279,0.02518,0.00711,0.01009,0.00469,0.05308,0.09939,0.00525,0.00394,0.11139,0.00425,0.00896,0.09669,0.00318,0.00214,0.0031,0.00732,0.0092
E14000761,Ipswich,East of England,0.01819,0.05766,0.02483,0.0302,0.0446,0.01631,0.01294,0.00733,0.11137,0.05976,0.00947,0.00815,0.12607,0.00553,0.0099,0.11443,0.00537,0.00478,0.00216,0.00688,0.01647
E14000762,Isle of Wight,South East,0.02454,0.07007,0.03763,0.03876,0.03973,0.0219,0.01052,0.01242,0.09131,0.07134,0.00894,0.01005,0.17646,0.00689,0.01173,0.10078,0.00616,0.00804,0.00485,0.01049,0.0258
E14000763,Islington North,London,0.00877,0.04967,0.01679,0.01467,0.01729,0.01421,0.00958,0.00484,0.09187,0.05174,0.00598,0.00504,0.08921,0.0042,0.01634,0.06946,0.00298,0.00365,0.00266,0.00467,0.00968
E14000764,Islington South and Finsbury,London,0.00917,0.04556,0.01665,0.01401,0.01707,0.01481,0.00905,0.00421,0.08516,0.0419,0.00519,0.00453,0.08193,0.00349,0.01306,0.05679,0.00302,0.00365,0.0027,0.00472,0.0087
E14000765,Jarrow,North East,0.02226,0.06174,0.03091,0.04314,0.05831,0.03315,0.01065,0.0101,0.12174,0.07347,0.00927,0.0118,0.15797,0.00604,0.00955,0.14322,0.00404,0.00941,0.00766,0.01013,0.022
E14000766,Keighley,Yorkshire and The Humber,0.02347,0.06785,0.03003,0.03897,0.03838,0.02143,0.01122,0.00991,0.10806,0.07672,0.00888,0.01055,0.14476,0.00627,0.01015,0.11597,0.00957,0.0072,0.00974,0.00718,0.02211
E14000767,Kenilworth and Southam,West Midlands,0.0256,0.06402,0.03518,0.03069,0.05787,0.01596,0.01062,0.00983,0.09964,0.05544,0.00743,0.00822,0.15409,0.00304,0.00668,0.08234,0.01053,0.00568,0.0051,0.00752,0.02169
E14000768,Kensington,London,0.01071,0.03403,0.0204,0.0164,0.01442,0.01212,0.00851,0.00527,0.08327,0.04284,0.00418,0.0037,0.08772,0.00231,0.01432,0.05002,0.0018,0.00283,0.00269,0.00376,0.0103
E14000769,Kettering,East Midlands,0.01989,0.06551,0.03091,0.03396,0.04246,0.02248,0.00959,0.00796,0.13782,0.06803,0.00848,0.01018,0.14255,0.0058,0.00909,0.1198,0.01001,0.00581,0.00321,0.00829,0.01854
E14000770,Kingston and Surbiton,London,0.01325,0.04655,0.02235,0.02106,0.02344,0.01225,0.01008,0.00547,0.07824,0.05325,0.00579,0.0057,0.1063,0.00321,0.0087,0.05742,0.00602,0.00328,0.00187,0.00532,0.01089
E14000771,Kingston upon Hull East,Yorkshire and The Humber,0.01744,0.06096,0.02527,0.04073,0.03704,0.02967,0.01318,0.00859,0.092,0.07957,0.01204,0.00639,0.15281,0.00608,0.00717,0.1289,0.00207,0.00631,0.00296,0.00956,0.01677
E14000772,Kingston upon Hull North,Yorkshire and The Humber,0.01435,0.05924,0.02369,0.03331,0.03596,0.02516,0.0142,0.00586,0.09776,0.06465,0.01029,0.00635,0.13136,0.00561,0.00969,0.10418,0.00364,0.0055,0.00288,0.00802,0.01462
E14000773,Kingston upon Hull West and Hessle,Yorkshire and The Humber,0.01654,0.06012,0.02572,0.03753,0.03512,0.02613,0.01477,0.00704,0.08816,0.0703,0.01062,0.0073,0.1437,0.00522,0.01067,0.1033,0.00321,0.00587,0.00352,0.00866,0.01689
E14000774,Kingswood,South West,0.02132,0.06435,0.02978,0.02892,0.05364,0.01748,0.01154,0.00803,0.09298,0.0615,0.00787,0.00795,0.13884,0.00446,0.00651,0.09756,0.0132,0.00609,0.00191,0.00729,0.01768
E14000775,Knowsley,North West,0.01944,0.05742,0.02738,0.04184,0.04988,0.03622,0.01193,0.00698,0.1443,0.07432,0.01115,0.00979,0.15019,0.00659,0.01057,0.13064,0.00521,0.00994,0.00467,0.0089,0.01828
E14000776,Lancaster and Fleetwood,North West,0.02143,0.0642,0.02786,0.03854,0.05107,0.02678,0.0113,0.00869,0.13972,0.06553,0.00915,0.01216,0.13744,0.00394,0.01053,0.10144,0.00398,0.00993,0.00725,0.00743,0.01993
E14000777,Leeds Central,Yorkshire and The Humber,0.00908,0.04574,0.01398,0.0198,0.02115,0.01958,0.01291,0.00398,0.08778,0.04921,0.00639,0.00546,0.0863,0.00396,0.0093,0.08932,0.00317,0.00532,0.00264,0.00439,0.01115
E14000778,Leeds East,Yorkshire and The Humber,0.01516,0.06009,0.02343,0.03066,0.03283,0.02462,0.01371,0.00727,0.10179,0.07622,0.00926,0.00843,0.12581,0.0057,0.01103,0.12961,0.00401,0.00752,0.00414,0.00801,0.01743
E14000779,Leeds North East,Yorkshire and The Humber,0.01365,0.05466,0.02432,0.02649,0.0304,0.0138,0.01124,0.00794,0.09017,0.0682,0.00742,0.00639,0.11947,0.00496,0.01273,0.09225,0.00404,0.00494,0.0028,0.00751,0.01536
E14000780,Leeds North West,Yorkshire and The Humber,0.01734,0.05637,0.02524,0.02681,0.02242,0.01369,0.01274,0.00767,0.08727,0.04773,0.00627,0.00625,0.11138,0.00351,0.00898,0.0731,0.00474,0.00522,0.00217,0.00588,0.01613
E14000781,Leeds West,Yorkshire and The Humber,0.0138,0.05796,0.02058,0.02814,0.03086,0.02178,0.01147,0.00683,0.1009,0.05955,0.00832,0.00684,0.11484,0.00435,0.01183,0.09981,0.00453,0.00684,0.00273,0.00637,0.01589
E14000782,Leicester East,East Midlands,0.01057,0.05003,0.01552,0.02911,0.03182,0.01251,0.01189,0.00723,0.07722,0.12252,0.00721,0.00872,0.14162,0.00564,0.01075,0.08196,0.00491,0.00318,0.00467,0.00859,0.01354
E14000783,Leicester South,East Midlands,0.00934,0.04597,0.01267,0.02215,0.023,0.01142,0.01241,0.00494,0.09772,0.07833,0.00639,0.00681,0.10675,0.00555,0.0105,0.06922,0.00674,0.0029,0.00456,0.00625,0.01061
E14000784,Leicester West,East Midlands,0.01173,0.04904,0.01616,0.02247,0.02622,0.0181,0.01138,0.00581,0.10309,0.07432,0.00798,0.00734,0.11716,0.00571,0.01,0.08885,0.00375,0.00388,0.00554,0.00733,0.01202
E14000785,Leigh,North West,0.01921,0.06661,0.02625,0.03922,0.04534,0.0255,0.01248,0.00714,0.1094,0.07112,0.00862,0.00879,0.15063,0.00585,0.00797,0.12029,0.00405,0.00701,0.00309,0.00806,0.01852
E14000786,Lewes,South East,0.03015,0.06444,0.03915,0.03715,0.05985,0.02003,0.01154,0.01099,0.12049,0.06108,0.00774,0.00922,0.16699,0.00395,0.01029,0.07238,0.00621,0.00786,0.00391,0.00781,0.02345
E14000787,Lewisham East,London,0.01003,0.0524,0.01898,0.01913,0.02132,0.01413,0.01152,0.00507,0.07342,0.07069,0.00612,0.00512,0.12417,0.00471,0.01277,0.08619,0.00348,0.00466,0.00141,0.00499,0.01214
E14000788,Lewisham West and Penge,London,0.01082,0.0535,0.01839,0.0181,0.01861,0.01458,0.01031,0.00527,0.08936,0.05982,0.00684,0.0052,0.1127,0.00408,0.01379,0.08223,0.00229,0.00416,0.00225,0.00506,0.01111
E14000789,"Lewisham, Deptford",London,0.00669,0.04789,0.01438,0.01394,0.01588,0.01064,0.01104,0.00355,0.08262,0.05772,0.005,0.00413,0.10369,0.0039,0.01305,0.07433,0.00332,0.00359,0.00079,0.00379,0.00933
E14000790,Leyton and Wanstead,London,0.00772,0.04417,0.01514,0.01716,0.02122,0.00764,0.0094,0.0039,0.06231,0.06649,0.00505,0.00431,0.10478,0.00372,0.01185,0.07346,0.00268,0.00217,0.00211,0.00455,0.00863
E14000791,Lichfield,West Midlands,0.02394,0.05992,0.03397,0.037,0.04759,0.01884,0.012,0.00829,0.08861,0.07062,0.00783,0.00998,0.1589,0.00366,0.00664,0.09462,0.00622,0.0057,0.00225,0.00918,0.0197
E14000792,Lincoln,East Midlands,0.01737,0.05831,0.02483,0.03049,0.05084,0.01876,0.01142,0.00708,0.11617,0.06124,0.00839,0.00753,0.12179,0.00528,0.01037,0.1058,0.0065,0.00501,0.00376,0.00593,0.01656
E14000793,"Liverpool, Riverside",North West,0.01273,0.0493,0.01781,0.02309,0.03609,0.02397,0.01302,0.00462,0.10386,0.04516,0.00782,0.0064,0.09865,0.00387,0.01581,0.09184,0.00553,0.0061,0.00257,0.00426,0.0133
E14000794,"Liverpool, Walton",North West,0.01919,0.06103,0.02523,0.03752,0.05507,0.03709,0.01441,0.0057,0.13151,0.07045,0.01189,0.01032,0.1442,0.00647,0.01487,0.13233,0.00596,0.00953,0.00359,0.00761,0.01862
