ID,Name,Region,Atrial Fibrilliation,Asthma,Cancer,Coronary Heart Disease,Chronic Kidney Disease,COPD,Cardiovascular Disease (Primary Prevention),Dementia,Depression,Diabetes,Epilepsy,Heart Failure,High Blood Pressure,Learning Disabilities,Serious Mental Illness,Obesity,Osteoporisis,Peripheral Arterial Disease,Palliative Care,Rheumatoid Arthritis,Stroke & Transient Ischaemic Attack
E14000907,Runnymede and Weybridge,South East,0.01868,0.04782,0.03002,0.02484,0.03145,0.0137,0.01034,0.0078,0.09343,0.05236,0.00557,0.00604,0.12361,0.00359,0.00648,0.04923,0.00782,0.00447,0.00239,0.00647,0.0157
E14000908,Rushcliffe,East Midlands,0.02221,0.06189,0.03214,0.03244,0.05272,0.01406,0.00932,0.01023,0.08278,0.05535,0.00723,0.00953,0.13438,0.00438,0.00643,0.09206,0.00575,0.00466,0.00566,0.00625,0.01902
E14000909,Rutland and Melton,East Midlands,0.02683,0.06229,0.03479,0.03363,0.0457,0.01774,0.01381,0.00957,0.11093,0.0673,0.00733,0.01187,0.16305,0.00364,0.0068,0.10164,0.00974,0.00607,0.01041,0.00747,0.0194
E14000910,Saffron Walden,East of England,0.02116,0.06505,0.03187,0.02878,0.04046,0.01542,0.01346,0.00779,0.09088,0.05512,0.00649,0.00723,0.14619,0.00271,0.0062,0.0744,0.00366,0.00438,0.00342,0.00854,0.01568
E14000911,Salford and Eccles,North West,0.01531,0.05477,0.0192,0.03093,0.03056,0.02511,0.00567,0.00712,0.09498,0.05846,0.00857,0.00886,0.11819,0.00431,0.01114,0.10872,0.00423,0.00806,0.00359,0.00563,0.01616
E14000912,Salisbury,South West,0.02511,0.06388,0.0366,0.03589,0.03127,0.01871,0.0086,0.01037,0.08737,0.06096,0.00812,0.00989,0.14808,0.00471,0.01016,0.08051,0.00698,0.00631,0.00272,0.00968,0.02478
E14000913,Scarborough and Whitby,Yorkshire and The Humber,0.02836,0.07689,0.03411,0.04856,0.04692,0.0249,0.01184,0.00946,0.11079,0.06899,0.00977,0.01465,0.16775,0.00713,0.01093,0.12018,0.00512,0.01136,0.00447,0.01016,0.02515
E14000914,Scunthorpe,Yorkshire and The Humber,0.01914,0.05992,0.02835,0.04278,0.04521,0.02483,0.01295,0.00791,0.13232,0.07839,0.01028,0.00757,0.16201,0.00432,0.00787,0.12235,0.00263,0.00593,0.002,0.00742,0.0199
E14000915,Sedgefield,North East,0.02213,0.06711,0.0311,0.04841,0.03899,0.03256,0.01467,0.01003,0.12221,0.07902,0.01091,0.01466,0.17129,0.00587,0.00941,0.14008,0.00632,0.01018,0.00853,0.00924,0.0245
E14000916,Sefton Central,North West,0.02926,0.06055,0.03764,0.04442,0.06337,0.02239,0.01693,0.00905,0.0914,0.06461,0.00912,0.01348,0.17802,0.00415,0.00886,0.10286,0.0041,0.00824,0.0045,0.00891,0.02208
E14000917,Selby and Ainsty,Yorkshire and The Humber,0.02384,0.06715,0.03222,0.03811,0.04419,0.02108,0.01131,0.00858,0.08733,0.06703,0.00776,0.00818,0.14988,0.00344,0.00641,0.12781,0.00641,0.00749,0.00224,0.00812,0.02149
E14000918,Sevenoaks,South East,0.02414,0.05361,0.03083,0.02632,0.04283,0.01754,0.00807,0.0081,0.09166,0.0567,0.00706,0.00686,0.14192,0.00278,0.00714,0.07219,0.00477,0.00514,0.00503,0.00826,0.01755
E14000919,Sheffield Central,Yorkshire and The Humber,0.01201,0.05213,0.01688,0.02139,0.02236,0.0135,0.00917,0.00397,0.07679,0.04114,0.00594,0.00673,0.08001,0.00494,0.00929,0.05981,0.00552,0.00395,0.00266,0.00395,0.01237
E14000920,Sheffield South East,Yorkshire and The Humber,0.02259,0.06812,0.02932,0.04369,0.0511,0.02663,0.01138,0.00912,0.13275,0.07776,0.01025,0.01357,0.15607,0.00791,0.00917,0.11694,0.00943,0.0076,0.00515,0.00974,0.02401
E14000921,"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,0.01798,0.06568,0.02124,0.03666,0.04314,0.02508,0.01093,0.009,0.12168,0.08115,0.01032,0.01085,0.13072,0.00829,0.01039,0.12035,0.00348,0.00759,0.00563,0.00672,0.01988
E14000922,"Sheffield, Hallam",Yorkshire and The Humber,0.02113,0.05857,0.028,0.03004,0.03019,0.01261,0.00916,0.00915,0.07413,0.04653,0.00739,0.01003,0.11775,0.00515,0.00811,0.0619,0.00687,0.00479,0.00394,0.00629,0.01928
E14000923,"Sheffield, Heeley",Yorkshire and The Humber,0.02162,0.07017,0.02833,0.03746,0.05335,0.02328,0.01087,0.00933,0.10616,0.07272,0.01054,0.0127,0.14787,0.00825,0.01082,0.10516,0.00876,0.00754,0.00358,0.00765,0.02195
E14000924,Sherwood,East Midlands,0.02129,0.06369,0.03192,0.03957,0.05903,0.02358,0.01059,0.00878,0.09888,0.07644,0.01042,0.00869,0.15386,0.00626,0.00634,0.13162,0.00351,0.00679,0.00469,0.00712,0.022
E14000925,Shipley,Yorkshire and The Humber,0.02096,0.06837,0.03128,0.03371,0.0369,0.022,0.01151,0.00963,0.10353,0.06877,0.0088,0.00893,0.1564,0.00398,0.00982,0.10589,0.00653,0.00692,0.00599,0.0073,0.02014
E14000926,Shrewsbury and Atcham,West Midlands,0.0238,0.07075,0.03248,0.03344,0.05556,0.01616,0.0114,0.01043,0.11289,0.06342,0.00929,0.00707,0.14856,0.00556,0.00932,0.10035,0.00664,0.0085,0.00388,0.0085,0.02302
E14000927,Sittingbourne and Sheppey,South East,0.01837,0.0544,0.02847,0.02896,0.04066,0.02349,0.01526,0.0073,0.11253,0.07696,0.00869,0.00899,0.1516,0.00464,0.00684,0.13001,0.00492,0.00539,0.00196,0.00894,0.01478
E14000928,Skipton and Ripon,Yorkshire and The Humber,0.02817,0.07281,0.03882,0.04168,0.05008,0.02067,0.01168,0.01164,0.10296,0.0643,0.00799,0.01155,0.16692,0.00377,0.00835,0.10634,0.00775,0.00856,0.00681,0.00906,0.02515
E14000929,Sleaford and North Hykeham,East Midlands,0.02523,0.06286,0.03625,0.04202,0.06824,0.02154,0.01094,0.00872,0.09307,0.07419,0.00881,0.01255,0.16884,0.00524,0.00705,0.11795,0.00654,0.00652,0.00618,0.00882,0.0218
E14000930,Slough,South East,0.00959,0.05046,0.01454,0.02518,0.03009,0.01099,0.01111,0.00366,0.06894,0.08856,0.0057,0.00711,0.12146,0.00354,0.00963,0.08629,0.00375,0.00431,0.00285,0.00571,0.01095
E14000931,Solihull,West Midlands,0.02142,0.05685,0.03185,0.03182,0.03742,0.01619,0.01034,0.00877,0.07614,0.07096,0.00741,0.00749,0.14887,0.00403,0.00753,0.07695,0.003,0.0052,0.00437,0.00753,0.01899
E14000932,Somerton and Frome,South West,0.02875,0.06815,0.03867,0.03565,0.05102,0.02062,0.01353,0.01036,0.11831,0.0663,0.00762,0.01161,0.16952,0.00415,0.00795,0.09563,0.00972,0.01078,0.00359,0.00932,0.02224
E14000933,South Basildon and East Thurrock,East of England,0.01604,0.06111,0.02457,0.02904,0.06389,0.02197,0.0143,0.00659,0.11556,0.07136,0.00793,0.00808,0.15128,0.00442,0.0091,0.10313,0.00488,0.00516,0.00364,0.00967,0.01807
E14000934,South Cambridgeshire,East of England,0.01882,0.06516,0.03039,0.02523,0.02547,0.01232,0.0147,0.00579,0.0792,0.04743,0.00635,0.00611,0.12123,0.00285,0.00743,0.05925,0.00746,0.00393,0.00243,0.00759,0.01377
E14000935,South Derbyshire,East Midlands,0.01969,0.06441,0.0269,0.03096,0.05198,0.02027,0.01119,0.00756,0.09901,0.07068,0.00892,0.00902,0.14198,0.00717,0.00634,0.11746,0.0053,0.0057,0.00622,0.00851,0.01827
E14000936,South Dorset,South West,0.03146,0.07325,0.04128,0.04846,0.06356,0.02836,0.01041,0.01099,0.13613,0.07197,0.00867,0.01095,0.17565,0.00675,0.01129,0.0995,0.01185,0.00886,0.00898,0.00916,0.02583
E14000937,South East Cambridgeshire,East of England,0.02083,0.06644,0.0318,0.02886,0.03355,0.01733,0.01065,0.00744,0.08985,0.059,0.0071,0.0084,0.1343,0.00388,0.00805,0.08148,0.00997,0.00467,0.00359,0.00807,0.01534
E14000938,South East Cornwall,South West,0.02701,0.06674,0.03728,0.04162,0.03855,0.02431,0.01108,0.00852,0.09628,0.06949,0.00941,0.00901,0.16827,0.00448,0.00814,0.12463,0.00578,0.00684,0.0047,0.0106,0.02581
E14000939,South Holland and The Deepings,East Midlands,0.02476,0.06321,0.03606,0.04124,0.07448,0.02072,0.01219,0.00887,0.10751,0.08171,0.0079,0.01343,0.17725,0.00551,0.00696,0.13572,0.00859,0.00738,0.00282,0.00921,0.02261
E14000940,South Leicestershire,East Midlands,0.02007,0.05958,0.02843,0.02826,0.03393,0.01801,0.01305,0.00849,0.11732,0.06435,0.0069,0.00834,0.14815,0.00295,0.00678,0.08481,0.00295,0.00443,0.01035,0.00756,0.01742
E14000941,South Norfolk,East of England,0.02444,0.06492,0.03589,0.03469,0.03998,0.01781,0.01094,0.00832,0.0806,0.06409,0.00779,0.00789,0.15328,0.00526,0.0076,0.09197,0.00251,0.00515,0.00752,0.00911,0.0211
E14000942,South Northamptonshire,East Midlands,0.02018,0.06166,0.02983,0.02881,0.03752,0.01579,0.0123,0.00602,0.10829,0.05804,0.00662,0.00747,0.14093,0.00331,0.00592,0.09222,0.00613,0.00489,0.00207,0.00692,0.01577
E14000943,South Ribble,North West,0.02192,0.06454,0.03254,0.03599,0.05674,0.01998,0.01138,0.0082,0.11816,0.0641,0.00767,0.01072,0.15107,0.00387,0.00803,0.09591,0.00455,0.0068,0.0044,0.00817,0.02009
E14000944,South Shields,North East,0.02118,0.06275,0.031,0.04409,0.06089,0.03933,0.00908,0.00864,0.11641,0.07367,0.0092,0.01318,0.15729,0.00591,0.01042,0.13347,0.00494,0.00919,0.00847,0.00878,0.02167
E14000945,South Staffordshire,West Midlands,0.02625,0.06086,0.03511,0.03805,0.05043,0.01901,0.0109,0.01079,0.08874,0.07297,0.00932,0.00931,0.17069,0.00427,0.00595,0.09078,0.00447,0.00606,0.00339,0.00983,0.02203
E14000946,South Suffolk,East of England,0.02642,0.06799,0.03802,0.03861,0.04911,0.01893,0.01172,0.01108,0.10859,0.06457,0.00771,0.01153,0.1611,0.00491,0.00811,0.09751,0.01189,0.00534,0.0059,0.00881,0.02155
E14000947,South Swindon,South West,0.01667,0.06294,0.02294,0.02708,0.03388,0.01615,0.01188,0.00544,0.10146,0.07575,0.008,0.00673,0.13975,0.00462,0.00835,0.09956,0.00527,0.00531,0.00168,0.00675,0.01486
E14000948,South Thanet,South East,0.02393,0.05847,0.03566,0.0341,0.05844,0.02942,0.01198,0.00873,0.11825,0.07318,0.00888,0.00832,0.16616,0.00609,0.01053,0.0932,0.00668,0.0069,0.00227,0.00945,0.02027
E14000949,South West Bedfordshire,East of England,0.01756,0.06341,0.02747,0.02959,0.03395,0.01783,0.01258,0.00655,0.10137,0.06193,0.00754,0.00671,0.14256,0.00387,0.00839,0.10537,0.00419,0.0045,0.00463,0.00772,0.01647
E14000950,South West Devon,South West,0.02473,0.06476,0.03416,0.03861,0.04232,0.0184,0.00914,0.00837,0.09232,0.0626,0.00875,0.00829,0.15542,0.00459,0.00711,0.09289,0.00597,0.0064,0.00238,0.00846,0.02078
E14000951,South West Hertfordshire,South East,0.02169,0.05567,0.02751,0.02686,0.03488,0.01319,0.01293,0.00832,0.09498,0.05507,0.0065,0.0068,0.1364,0.00351,0.00738,0.06406,0.00581,0.00489,0.00367,0.00696,0.0162
E14000952,South West Norfolk,East of England,0.02646,0.06743,0.03499,0.04034,0.05081,0.02554,0.01166,0.00871,0.09784,0.07925,0.00781,0.00893,0.16675,0.00476,0.00642,0.10871,0.00337,0.00617,0.00318,0.01012,0.02337
E14000953,South West Surrey,South East,0.024,0.05515,0.031,0.02664,0.03535,0.01256,0.01244,0.00785,0.09804,0.04907,0.00697,0.00689,0.13078,0.00387,0.00781,0.05617,0.00752,0.00452,0.00624,0.00584,0.01623
E14000954,South West Wiltshire,South West,0.02482,0.06482,0.03636,0.03601,0.04586,0.01905,0.01131,0.00925,0.10489,0.0666,0.00897,0.01145,0.15741,0.00569,0.00856,0.08916,0.00905,0.00603,0.00226,0.00839,0.02276
E14000955,"Southampton, Itchen",South East,0.0156,0.05564,0.02085,0.02398,0.02683,0.02154,0.01034,0.00578,0.09929,0.05984,0.00748,0.00703,0.11068,0.00438,0.01106,0.09278,0.00563,0.00558,0.00241,0.00665,0.01475
E14000956,"Southampton, Test",South East,0.01373,0.05996,0.01888,0.02169,0.02644,0.0201,0.00934,0.00529,0.10305,0.05583,0.00733,0.00578,0.10287,0.00474,0.01184,0.08635,0.00397,0.00512,0.00218,0.00561,0.01467
E14000957,Southend West,East of England,0.02025,0.05872,0.02902,0.03279,0.04042,0.02015,0.01362,0.01071,0.09831,0.06503,0.00808,0.00946,0.15786,0.00521,0.01057,0.08602,0.0035,0.00451,0.00313,0.00841,0.0188
E14000958,Southport,North West,0.02862,0.06534,0.03685,0.04053,0.05401,0.02166,0.01225,0.01388,0.10122,0.07316,0.00948,0.0116,0.16723,0.00643,0.01284,0.09991,0.00336,0.00816,0.00839,0.00799,0.02435
E14000959,Spelthorne,South East,0.02052,0.04846,0.02972,0.02839,0.04233,0.0151,0.01323,0.00799,0.08407,0.06619,0.00644,0.0071,0.14362,0.00317,0.00677,0.07108,0.01247,0.00533,0.00239,0.00749,0.01646
E14000960,St Albans,East of England,0.01676,0.0543,0.02566,0.02107,0.02795,0.01183,0.00728,0.00632,0.07178,0.05089,0.00623,0.00552,0.11023,0.00444,0.00848,0.05945,0.00462,0.00358,0.0029,0.00599,0.013
E14000961,St Austell and Newquay,South West,0.02385,0.06472,0.03141,0.03884,0.05021,0.02167,0.01066,0.00723,0.08162,0.06553,0.00869,0.01517,0.14434,0.00542,0.00804,0.10633,0.00761,0.00633,0.00335,0.0082,0.02452
E14000962,St Helens North,North West,0.02365,0.07579,0.03067,0.04397,0.04296,0.03125,0.01388,0.00813,0.13129,0.07728,0.00962,0.01162,0.17722,0.00474,0.01052,0.124,0.00262,0.00939,0.00356,0.0085,0.02042
E14000963,St Helens South and Whiston,North West,0.02236,0.0704,0.03048,0.04213,0.04094,0.03001,0.01342,0.00871,0.14025,0.07613,0.00988,0.01042,0.17007,0.00551,0.01122,0.10898,0.0037,0.00858,0.00333,0.00865,0.01916
E14000964,St Ives,South West,0.028,0.06456,0.03815,0.04367,0.05456,0.02282,0.01029,0.00916,0.05763,0.06477,0.00908,0.01456,0.16863,0.00532,0.00874,0.12041,0.00426,0.0076,0.00203,0.00888,0.02999
E14000965,Stafford,West Midlands,0.02349,0.05922,0.03326,0.0342,0.03641,0.01829,0.01202,0.00833,0.09501,0.06722,0.01033,0.00809,0.15349,0.00353,0.00744,0.10037,0.00459,0.00674,0.00307,0.00975,0.02073
E14000966,Staffordshire Moorlands,West Midlands,0.02634,0.06763,0.03364,0.03981,0.04451,0.02289,0.01287,0.01076,0.11379,0.07651,0.00924,0.00916,0.18367,0.00464,0.0082,0.13635,0.00769,0.00702,0.01117,0.00903,0.02504
E14000967,Stalybridge and Hyde,North West,0.0188,0.06943,0.02668,0.038,0.0277,0.02871,0.01345,0.00876,0.11998,0.0758,0.00948,0.00913,0.16035,0.00541,0.00914,0.10783,0.00542,0.00945,0.00606,0.00749,0.02118
E14000968,Stevenage,East of England,0.0161,0.05734,0.02525,0.02829,0.02877,0.01713,0.00912,0.00768,0.10968,0.06389,0.00856,0.00582,0.13202,0.00507,0.00814,0.10819,0.00422,0.0037,0.00934,0.00675,0.01632
E14000969,Stockport,North West,0.01869,0.06874,0.02567,0.03422,0.02992,0.02635,0.0125,0.00815,0.13861,0.06469,0.00932,0.01151,0.13888,0.00604,0.01068,0.09817,0.00648,0.00733,0.00627,0.00584,0.01856
E14000970,Stockton North,North East,0.02264,0.06595,0.02682,0.04008,0.04474,0.03062,0.01665,0.00963,0.13673,0.06949,0.01036,0.01015,0.15537,0.00503,0.00857,0.13995,0.00432,0.00777,0.00894,0.00764,0.02228
E14000971,Stockton South,North East,0.02031,0.06315,0.02669,0.03507,0.03661,0.02345,0.01398,0.00969,0.13296,0.06513,0.00898,0.00939,0.14048,0.00421,0.00707,0.12839,0.00407,0.00611,0.00692,0.00685,0.02018
E14000972,Stoke-on-Trent Central,West Midlands,0.01821,0.06034,0.02365,0.03275,0.03707,0.02516,0.01496,0.0085,0.13066,0.07658,0.01059,0.00777,0.15051,0.00624,0.00966,0.13091,0.00519,0.00749,0.00327,0.00772,0.02012
E14000973,Stoke-on-Trent North,West Midlands,0.02082,0.06041,0.02698,0.03535,0.04216,0.02672,0.01501,0.00973,0.14171,0.08114,0.01133,0.00869,0.16531,0.00531,0.00943,0.14535,0.00498,0.00727,0.00415,0.00823,0.02087
E14000974,Stoke-on-Trent South,West Midlands,0.02042,0.06425,0.02723,0.03745,0.04076,0.02605,0.01562,0.00864,0.13658,0.08338,0.01194,0.0089,0.17187,0.00685,0.00907,0.15066,0.00458,0.00861,0.00386,0.0088,0.02094
E14000975,Stone,West Midlands,0.0267,0.06191,0.03668,0.03775,0.04148,0.01824,0.01341,0.00893,0.1023,0.0698,0.00895,0.00903,0.17723,0.00459,0.00676,0.1011,0.00304,0.00663,0.00341,0.00917,0.02465
E14000976,Stourbridge,West Midlands,0.02667,0.07028,0.03535,0.04333,0.06908,0.02344,0.01406,0.00822,0.11643,0.07913,0.00904,0.01017,0.19161,0.00502,0.00894,0.1551,0.0053,0.00714,0.00957,0.00988,0.02168
E14000977,Stratford-on-Avon,West Midlands,0.02569,0.0596,0.03587,0.03275,0.05787,0.01744,0.01168,0.00932,0.10347,0.05627,0.00716,0.01066,0.16312,0.00378,0.00756,0.07515,0.01044,0.00566,0.00593,0.00778,0.02177
E14000978,Streatham,London,0.00719,0.04453,0.01555,0.01247,0.01991,0.00853,0.01005,0.00389,0.07688,0.05425,0.00494,0.00422,0.0906,0.00368,0.01206,0.06359,0.00333,0.00277,0.00157,0.00415,0.00867
E14000979,Stretford and Urmston,North West,0.02006,0.07515,0.02687,0.03429,0.04947,0.02329,0.01304,0.00822,0.13608,0.07323,0.00849,0.01084,0.14396,0.00492,0.01134,0.10354,0.00639,0.00764,0.0037,0.00809,0.01931
E14000980,Stroud,South West,0.0245,0.06957,0.0324,0.03328,0.06238,0.01817,0.01018,0.01002,0.08208,0.06248,0.00879,0.0092,0.1437,0.0066,0.00829,0.08019,0.0094,0.00576,0.00297,0.00868,0.019
E14000981,Suffolk Coastal,East of England,0.03148,0.06706,0.03918,0.04391,0.0707,0.02117,0.01202,0.01156,0.10005,0.06544,0.00857,0.01257,0.17364,0.00438,0.0093,0.10827,0.00706,0.00605,0.00637,0.00844,0.02507
E14000982,Sunderland Central,North East,0.02202,0.05748,0.02959,0.04672,0.04167,0.03443,0.01085,0.00818,0.10459,0.06879,0.00973,0.01031,0.1669,0.00718,0.00931,0.11992,0.00312,0.01022,0.00362,0.00787,0.02225
E14000983,Surrey Heath,South East,0.0202,0.05595,0.02679,0.02665,0.03303,0.01266,0.01154,0.00804,0.08035,0.05666,0.00678,0.00543,0.13407,0.00343,0.00609,0.06824,0.00407,0.00437,0.00329,0.00621,0.01556
E14000984,Sutton and Cheam,London,0.01619,0.04983,0.02623,0.02463,0.03545,0.01324,0.00873,0.00823,0.08109,0.06306,0.00681,0.00678,0.12225,0.00412,0.00892,0.06128,0.00506,0.00356,0.00266,0.00602,0.01319
E14000985,Sutton Coldfield,West Midlands,0.02272,0.05803,0.03248,0.034,0.03868,0.01277,0.00894,0.00783,0.08269,0.06744,0.00805,0.00708,0.14676,0.00427,0.00842,0.07572,0.00449,0.0044,0.00499,0.0079,0.01998
E14000986,Tamworth,West Midlands,0.02051,0.06145,0.03034,0.03443,0.04465,0.01918,0.0098,0.00721,0.11297,0.07129,0.0085,0.00858,0.14259,0.00601,0.00759,0.11456,0.00596,0.00561,0.0025,0.00863,0.01852
E14000987,Tatton,North West,0.02528,0.06038,0.03472,0.03217,0.04499,0.01639,0.01208,0.00973,0.10279,0.05785,0.00828,0.00955,0.14753,0.00419,0.00757,0.08107,0.00805,0.00656,0.00621,0.00735,0.02118
E14000988,Taunton Deane,South West,0.02557,0.06314,0.03515,0.03536,0.04665,0.02204,0.01191,0.00947,0.1225,0.06478,0.00979,0.01109,0.15086,0.00546,0.00882,0.07878,0.01132,0.00741,0.00308,0.00841,0.02233
E14000989,Telford,West Midlands,0.01622,0.0607,0.0232,0.02976,0.04257,0.02282,0.00986,0.00578,0.14334,0.07514,0.0094,0.00806,0.13463,0.00475,0.00949,0.10936,0.00375,0.00712,0.00121,0.00794,0.01737
E14000990,Tewkesbury,South West,0.02466,0.06525,0.03308,0.03386,0.0635,0.01787,0.01257,0.00964,0.09347,0.06787,0.00883,0.00867,0.14389,0.00462,0.00699,0.09858,0.0059,0.00547,0.00419,0.00856,0.02086
E14000991,The Cotswolds,South West,0.0283,0.06757,0.0362,0.03316,0.07502,0.01675,0.01113,0.0098,0.08308,0.05945,0.00731,0.00874,0.15189,0.00301,0.00632,0.08037,0.00776,0.00527,0.00346,0.00778,0.02089
E14000992,The Wrekin,West Midlands,0.02053,0.06271,0.0307,0.03282,0.0499,0.01858,0.00984,0.00719,0.11538,0.07148,0.00877,0.00814,0.143,0.00345,0.00773,0.10326,0.00282,0.00763,0.00203,0.00809,0.01946
E14000993,Thirsk and Malton,Yorkshire and The Humber,0.02944,0.06801,0.03897,0.04302,0.05475,0.0204,0.01106,0.0086,0.09093,0.06688,0.00746,0.01197,0.17142,0.00419,0.00678,0.1217,0.00887,0.00766,0.00534,0.00983,0.02496
E14000994,Thornbury and Yate,South West,0.02539,0.0696,0.03452,0.03211,0.06449,0.01547,0.01056,0.00766,0.10413,0.06265,0.00775,0.00933,0.1466,0.00352,0.00517,0.08714,0.01353,0.00596,0.00175,0.00742,0.01999
E14000995,Thurrock,East of England,0.01156,0.04818,0.01816,0.02295,0.04269,0.01881,0.0133,0.00523,0.09281,0.06463,0.00733,0.006,0.12759,0.00284,0.00699,0.09561,0.00288,0.00387,0.00391,0.00723,0.01325
E14000996,Tiverton and Honiton,South West,0.03038,0.06922,0.03879,0.03986,0.05842,0.02093,0.0104,0.01101,0.10773,0.07539,0.00808,0.01261,0.17236,0.00534,0.00826,0.08997,0.00775,0.00689,0.00463,0.00833,0.02503
E14000997,Tonbridge and Malling,South East,0.02169,0.05382,0.02984,0.02574,0.03887,0.01483,0.00877,0.00633,0.09211,0.05633,0.00754,0.00612,0.13158,0.00289,0.00663,0.09565,0.00514,0.00459,0.00356,0.00789,0.01672
E14000998,Tooting,London,0.00775,0.04248,0.01615,0.01385,0.0136,0.00767,0.00657,0.00468,0.06805,0.05021,0.00519,0.0035,0.08574,0.0034,0.01047,0.05239,0.00331,0.00252,0.00261,0.004,0.00825
E14000999,Torbay,South West,0.02663,0.06738,0.03346,0.03855,0.072,0.02676,0.01242,0.01025,0.1142,0.07137,0.01026,0.00921,0.16493,0.00717,0.01302,0.09682,0.01067,0.00879,0.00396,0.009,0.02495
E14001000,Torridge and West Devon,South West,0.0281,0.0699,0.03583,0.0457,0.03949,0.02047,0.01211,0.01006,0.08415,0.06983,0.00929,0.01,0.16732,0.00548,0.00953,0.10146,0.00387,0.00764,0.00358,0.01026,0.02715
E14001001,Totnes,South West,0.03278,0.06742,0.04345,0.0399,0.06461,0.02433,0.0126,0.0093,0.09306,0.06637,0.00912,0.01005,0.17925,0.00531,0.01007,0.07902,0.01168,0.00925,0.00236,0.00936,0.02713
E14001002,Tottenham,London,0.00745,0.04029,0.0137,0.01536,0.02291,0.00936,0.01007,0.00375,0.06846,0.07267,0.00562,0.00553,0.10966,0.00441,0.01474,0.1046,0.00334,0.00292,0.00127,0.0047,0.00844
E14001003,Truro and Falmouth,South West,0.02569,0.06203,0.03197,0.03616,0.05054,0.01776,0.01507,0.00778,0.08628,0.05505,0.00787,0.01064,0.14385,0.0049,0.00764,0.08741,0.00505,0.0059,0.00187,0.00784,0.02595
E14001004,Tunbridge Wells,South East,0.02219,0.0553,0.03263,0.02474,0.04066,0.01556,0.0109,0.00821,0.10607,0.05629,0.00763,0.00716,0.12932,0.00464,0.00972,0.0801,0.01018,0.00489,0.00631,0.00751,0.0185
E14001005,Twickenham,London,0.01436,0.04741,0.02406,0.01994,0.02404,0.0109,0.00534,0.0065,0.06488,0.04473,0.00587,0.00561,0.10315,0.00323,0.00849,0.05005,0.00549,0.00298,0.00213,0.00536,0.01166
E14001006,Tynemouth,North East,0.02157,0.06414,0.03309,0.03987,0.04386,0.0226,0.00815,0.00821,0.09487,0.06843,0.00957,0.01309,0.14839,0.00637,0.00881,0.10544,0.0107,0.00835,0.00638,0.0084,0.02508
E14001007,Uxbridge and South Ruislip,London,0.01518,0.04785,0.01903,0.02207,0.02429,0.01311,0.01172,0.00526,0.07718,0.0647,0.00613,0.00515,0.11847,0.00318,0.00804,0.07096,0.00309,0.00402,0.00268,0.00672,0.01146
E14001008,Vauxhall,London,0.00708,0.04209,0.01475,0.01166,0.01862,0.00958,0.00958,0.00313,0.07699,0.05222,0.00442,0.00395,0.09261,0.00302,0.01247,0.06256,0.00286,0.00343,0.0013,0.00399,0.00884
E14001009,Wakefield,Yorkshire and The Humber,0.02014,0.06444,0.02781,0.03634,0.05141,0.02429,0.00902,0.00686,0.1205,0.07243,0.00885,0.00763,0.14137,0.00544,0.00917,0.1231,0.00308,0.00712,0.00304,0.00722,0.02121
E14001010,Wallasey,North West,0.02376,0.06646,0.02917,0.03782,0.0492,0.02721,0.01246,0.00799,0.14897,0.07648,0.01071,0.01001,0.15605,0.00688,0.01206,0.11544,0.0078,0.00894,0.00705,0.00685,0.02133
E14001011,Walsall North,West Midlands,0.0189,0.06115,0.02188,0.03751,0.04932,0.02829,0.01223,0.00791,0.11229,0.08844,0.00983,0.00971,0.15102,0.00539,0.00962,0.15093,0.00638,0.00693,0.00357,0.01057,0.01785
E14001012,Walsall South,West Midlands,0.01559,0.05898,0.01947,0.03493,0.03938,0.01959,0.01126,0.00621,0.09614,0.09465,0.00863,0.0082,0.14093,0.00466,0.01068,0.12111,0.00469,0.0051,0.00246,0.00903,0.01512
E14001013,Walthamstow,London,0.00716,0.0462,0.01428,0.01698,0.0215,0.00896,0.00962,0.00352,0.06884,0.06808,0.00545,0.00462,0.10303,0.00383,0.01114,0.07667,0.00175,0.00251,0.00183,0.0053,0.00802
E14001014,Wansbeck,North East,0.02437,0.07217,0.03417,0.04923,0.05686,0.03163,0.00927,0.01014,0.1316,0.08193,0.00974,0.01682,0.16539,0.00723,0.01108,0.15988,0.01296,0.00904,0.007,0.01025,0.02465
E14001015,Wantage,South East,0.02016,0.06079,0.03184,0.02482,0.03569,0.01479,0.01162,0.00765,0.12026,0.05444,0.0078,0.00702,0.13162,0.00408,0.00703,0.0932,0.00786,0.00504,0.00223,0.00633,0.01866
E14001016,Warley,West Midlands,0.01322,0.06255,0.01776,0.03086,0.03784,0.0154,0.01071,0.00519,0.08257,0.09419,0.00787,0.00773,0.13735,0.00519,0.00962,0.1175,0.00361,0.00476,0.00252,0.00766,0.01445
E14001017,Warrington North,North West,0.01965,0.0642,0.02737,0.03656,0.036,0.02106,0.0136,0.00688,0.12981,0.07022,0.0086,0.00944,0.14272,0.00506,0.00957,0.10944,0.00405,0.00765,0.00249,0.00792,0.01848
E14001018,Warrington South,North West,0.0197,0.05998,0.02777,0.03472,0.03326,0.01632,0.01237,0.00881,0.09894,0.06477,0.00746,0.00776,0.13532,0.00421,0.00813,0.09247,0.0055,0.00683,0.00258,0.00742,0.01774
