ID,Name,Region Name,Year,Cons. A*-C %,Cons. KS4 Avg Att. 8,Cons. % Outstanding (Secondary),Cons. % Good (Secondary),Cons. % In need of Improvement (Secondary),Cons. % Inadequate (Secondary),Cons. % Outstanding (Primary),Cons. % Good (Primary),Cons. % In need of Improvement (Primary),Cons. % Inadequate (Primary),Cons. Average Progress 8,
E14000530,Aldershot,South East,2018,0.512,39.2,0.33,0.26,0.41,0.00,0.50,0.33,0.17,0.00,-0.43,
E14000531,Aldridge-Brownhills,West Midlands,2018,0.598,43.9,0.20,0.61,0.20,0.00,0.22,0.63,0.13,0.03,-0.23,
E14000532,Altrincham and Sale West,North West,2018,0.848,60.3,0.76,0.24,0.00,0.00,0.64,0.36,0.00,0.00,0.39,
E14000533,Amber Valley,East Midlands,2018,0.583,43.0,0.00,0.65,0.12,0.23,0.06,0.81,0.08,0.05,-0.15,
E14000534,Arundel and South Downs,South East,2018,0.658,48.2,0.34,0.43,0.23,0.00,0.26,0.62,0.12,0.00,0.09,
E14000535,Ashfield,East Midlands,2018,0.569,42.3,0.00,0.93,0.00,0.07,0.14,0.60,0.20,0.06,-0.33,
E14000536,Ashford,South East,2018,0.611,44.9,0.17,0.72,0.12,0.00,0.13,0.87,0.00,0.00,-0.08,
E14000537,Ashton-under-Lyne,North West,2018,0.549,41.3,0.33,0.16,0.27,0.24,0.15,0.65,0.20,0.00,-0.33,
E14000538,Aylesbury,South East,2018,0.737,54.5,0.44,0.12,0.28,0.16,0.15,0.81,0.00,0.04,0.13,
E14000539,Banbury,South East,2018,0.625,44.2,0.00,1.00,0.00,0.00,0.03,0.89,0.08,0.00,-0.27,
E14000540,Barking,London,2018,0.625,48.1,0.24,0.70,0.06,0.00,0.03,0.90,0.07,0.00,0.34,
E14000541,Barnsley Central,Yorkshire and The Humber,2018,0.571,39.1,0.00,1.00,0.00,0.00,0.13,0.61,0.23,0.03,-0.24,
E14000542,Barnsley East,Yorkshire and The Humber,2018,0.586,40.7,0.00,0.27,0.73,0.00,0.26,0.65,0.05,0.04,-0.34,
E14000543,Barrow and Furness,North West,2018,0.624,45.2,0.00,0.78,0.22,0.00,0.15,0.74,0.11,0.00,-0.20,
E14000544,Basildon and Billericay,East of England,2018,0.660,47.0,0.32,0.68,0.00,0.00,0.15,0.77,0.08,0.00,-0.01,
E14000545,Basingstoke,South East,2018,0.569,42.7,0.00,0.38,0.62,0.00,0.16,0.79,0.02,0.02,-0.38,
E14000546,Bassetlaw,East Midlands,2018,0.696,47.1,0.53,0.47,0.00,0.00,0.07,0.72,0.18,0.03,0.12,
E14000547,Bath,South West,2018,0.713,50.5,0.33,0.43,0.02,0.21,0.24,0.68,0.08,0.00,0.03,
E14000548,Batley and Spen,Yorkshire and The Humber,2018,0.654,48.2,0.38,0.62,0.00,0.00,0.07,0.73,0.10,0.10,0.10,
E14000549,Battersea,London,2018,0.801,55.8,0.44,0.56,0.00,0.00,0.35,0.50,0.10,0.05,0.78,
E14000550,Beaconsfield,South East,2018,0.755,54.2,0.36,0.45,0.13,0.05,0.25,0.69,0.03,0.03,0.16,
E14000551,Beckenham,London,2018,0.689,48.1,0.51,0.49,0.00,0.00,0.24,0.76,0.00,0.00,-0.06,
E14000552,Bedford,East of England,2018,0.582,43.7,0.18,0.82,0.00,0.00,0.20,0.54,0.26,0.00,0.03,
E14000553,Bermondsey and Old Southwark,London,2018,0.662,48.8,0.43,0.57,0.00,0.00,0.37,0.43,0.18,0.03,0.18,
E14000554,Berwick-upon-Tweed,North East,2018,0.540,40.7,0.00,0.57,0.28,0.15,0.25,0.64,0.11,0.00,-0.34,
E14000555,Bethnal Green and Bow,London,2018,0.662,48.0,0.53,0.36,0.10,0.00,0.25,0.73,0.02,0.00,0.18,
E14000556,Beverley and Holderness,Yorkshire and The Humber,2018,0.683,48.0,0.00,0.75,0.25,0.00,0.12,0.79,0.08,0.01,-0.01,
E14000557,Bexhill and Battle,South East,2018,0.697,48.1,0.19,0.81,0.00,0.00,0.13,0.83,0.04,0.00,0.07,
E14000558,Bexleyheath and Crayford,London,2018,0.716,51.8,0.32,0.36,0.33,0.00,0.19,0.71,0.10,0.00,0.02,
E14000559,Birkenhead,North West,2018,0.674,46.3,0.28,0.19,0.53,0.00,0.13,0.74,0.13,0.00,-0.04,
E14000560,"Birmingham, Edgbaston",West Midlands,2018,0.670,50.7,0.52,0.31,0.00,0.17,0.17,0.52,0.31,0.00,0.30,
E14000561,"Birmingham, Erdington",West Midlands,2018,0.456,36.4,0.00,0.62,0.38,0.00,0.17,0.68,0.15,0.00,-0.39,
E14000562,"Birmingham, Hall Green",West Midlands,2018,0.675,52.1,0.49,0.51,0.00,0.00,0.35,0.56,0.09,0.00,0.17,
E14000563,"Birmingham, Hodge Hill",West Midlands,2018,0.477,40.5,0.22,0.56,0.16,0.06,0.17,0.54,0.23,0.05,-0.20,
E14000564,"Birmingham, Ladywood",West Midlands,2018,0.586,45.0,0.48,0.22,0.14,0.15,0.22,0.59,0.13,0.06,0.05,
E14000565,"Birmingham, Northfield",West Midlands,2018,0.530,41.3,0.00,0.94,0.00,0.06,0.02,0.61,0.31,0.07,-0.31,
E14000566,"Birmingham, Perry Barr",West Midlands,2018,0.620,46.7,0.46,0.31,0.23,0.00,0.03,0.77,0.17,0.03,-0.06,
E14000567,"Birmingham, Selly Oak",West Midlands,2018,0.588,45.3,0.40,0.47,0.13,0.00,0.22,0.68,0.10,0.00,0.04,
E14000568,"Birmingham, Yardley",West Midlands,2018,0.536,41.7,0.34,0.49,0.16,0.00,0.04,0.77,0.13,0.06,-0.26,
E14000569,Bishop Auckland,North East,2018,0.616,44.7,0.35,0.20,0.45,0.00,0.25,0.67,0.08,0.00,-0.23,
E14000570,Blackburn,North West,2018,0.685,47.5,0.16,0.51,0.34,0.00,0.14,0.74,0.13,0.00,0.23,
E14000571,Blackley and Broughton,North West,2018,0.545,42.6,0.10,0.48,0.14,0.28,0.14,0.76,0.07,0.03,-0.22,
E14000572,Blackpool North and Cleveleys,North West,2018,0.492,39.7,0.00,0.69,0.31,0.00,0.10,0.90,0.00,0.00,-0.58,
E14000573,Blackpool South,North West,2018,0.435,35.8,0.00,0.00,0.64,0.36,0.06,0.74,0.19,0.00,-0.73,
E14000574,Blaydon,North East,2018,0.670,48.4,0.25,0.25,0.50,0.00,0.38,0.55,0.07,0.00,-0.20,
E14000575,Blyth Valley,North East,2018,0.635,45.5,0.00,0.82,0.18,0.00,0.00,0.97,0.03,0.00,-0.24,
E14000576,Bognor Regis and Littlehampton,South East,2018,0.577,41.7,0.00,0.67,0.33,0.00,0.08,0.67,0.25,0.00,-0.31,
E14000577,Bolsover,East Midlands,2018,0.564,41.2,0.20,0.43,0.37,0.00,0.04,0.75,0.16,0.05,-0.57,
E14000578,Bolton North East,North West,2018,0.676,48.2,0.36,0.64,0.00,0.00,0.26,0.70,0.04,0.00,0.04,
E14000579,Bolton South East,North West,2018,0.603,44.0,0.26,0.23,0.48,0.03,0.32,0.57,0.10,0.02,-0.06,
E14000580,Bolton West,North West,2018,0.540,40.5,0.00,1.00,0.00,0.00,0.28,0.62,0.10,0.00,-0.39,
E14000581,Bootle,North West,2018,0.509,39.7,0.00,0.00,0.66,0.34,0.08,0.87,0.05,0.00,-0.68,
E14000582,Boston and Skegness,East Midlands,2018,0.517,40.6,0.00,0.14,0.55,0.31,0.20,0.60,0.18,0.03,-0.46,
E14000583,Bosworth,East Midlands,2018,0.709,47.6,0.49,0.21,0.13,0.18,0.08,0.71,0.17,0.04,0.10,
E14000584,Bournemouth East,South West,2018,0.734,52.7,0.32,0.68,0.00,0.00,0.29,0.66,0.05,0.00,0.11,
E14000585,Bournemouth West,South West,2018,0.612,43.7,0.21,0.62,0.17,0.00,0.10,0.78,0.08,0.04,0.18,
E14000586,Bracknell,South East,2018,0.690,48.6,0.35,0.26,0.39,0.00,0.07,0.57,0.28,0.09,0.03,
E14000587,Bradford East,Yorkshire and The Humber,2018,0.569,42.0,0.35,0.39,0.16,0.10,0.10,0.80,0.08,0.02,0.07,
E14000588,Bradford South,Yorkshire and The Humber,2018,0.481,38.5,0.12,0.00,0.31,0.58,0.09,0.57,0.27,0.07,-0.34,
E14000589,Bradford West,Yorkshire and The Humber,2018,0.569,44.3,0.11,0.30,0.59,0.00,0.21,0.55,0.20,0.05,0.21,
E14000590,Braintree,East of England,2018,0.619,44.3,0.00,1.00,0.00,0.00,0.13,0.77,0.02,0.07,-0.14,
E14000591,Brent Central,London,2018,0.592,44.0,0.11,0.89,0.00,0.00,0.30,0.62,0.07,0.00,0.21,
E14000592,Brent North,London,2018,0.737,52.3,0.32,0.61,0.06,0.00,0.13,0.87,0.00,0.00,0.70,
E14000593,Brentford and Isleworth,London,2018,0.676,48.6,0.46,0.32,0.22,0.00,0.23,0.61,0.15,0.00,0.37,
E14000594,Brentwood and Ongar,East of England,2018,0.759,51.0,0.34,0.52,0.14,0.00,0.28,0.68,0.04,0.00,0.11,
E14000595,Bridgwater and West Somerset,South West,2018,0.571,42.9,0.00,0.95,0.05,0.00,0.05,0.70,0.19,0.06,-0.09,
E14000596,Brigg and Goole,Yorkshire and The Humber,2018,0.662,46.5,0.00,1.00,0.00,0.00,0.14,0.70,0.16,0.00,0.10,
E14000597,"Brighton, Kemptown",South East,2018,0.502,39.0,0.00,1.00,0.00,0.00,0.10,0.85,0.05,0.00,-0.39,
E14000598,"Brighton, Pavilion",South East,2018,0.739,50.6,0.00,1.00,0.00,0.00,0.23,0.65,0.12,0.00,0.07,
E14000599,Bristol East,South West,2018,0.535,42.0,0.00,0.65,0.24,0.11,0.08,0.61,0.20,0.11,0.01,
E14000600,Bristol North West,South West,2018,0.548,43.3,0.00,0.69,0.19,0.12,0.32,0.54,0.15,0.00,-0.23,
E14000601,Bristol South,South West,2018,0.556,39.8,0.00,0.55,0.00,0.45,0.30,0.51,0.10,0.10,-0.50,
E14000602,Bristol West,South West,2018,0.773,54.2,0.70,0.21,0.00,0.09,0.36,0.37,0.20,0.07,0.33,
E14000603,Broadland,East of England,2018,0.705,47.6,0.00,0.90,0.10,0.00,0.15,0.81,0.03,0.01,0.04,
E14000604,Bromley and Chislehurst,London,2018,0.662,47.6,0.24,0.67,0.09,0.00,0.18,0.70,0.12,0.00,-0.09,
E14000605,Bromsgrove,West Midlands,2018,0.673,46.5,0.56,0.26,0.08,0.10,0.16,0.73,0.06,0.05,-0.14,
E14000606,Broxbourne,East of England,2018,0.664,47.0,0.00,0.75,0.16,0.09,0.15,0.67,0.18,0.00,0.00,
E14000607,Broxtowe,East Midlands,2018,0.643,47.1,0.32,0.68,0.00,0.00,0.09,0.84,0.07,0.00,-0.02,
E14000608,Buckingham,South East,2018,0.753,51.7,0.48,0.52,0.00,0.00,0.24,0.71,0.02,0.03,0.12,
E14000609,Burnley,North West,2018,0.515,38.4,0.00,0.54,0.42,0.04,0.05,0.84,0.11,0.00,-0.36,
E14000610,Burton,West Midlands,2018,0.621,44.1,0.00,0.80,0.20,0.00,0.09,0.82,0.04,0.05,-0.08,
E14000611,Bury North,North West,2018,0.639,45.6,0.17,0.57,0.17,0.09,0.26,0.61,0.13,0.00,-0.17,
E14000612,Bury South,North West,2018,0.595,44.5,0.19,0.23,0.19,0.40,0.06,0.83,0.08,0.04,-0.30,
E14000613,Bury St Edmunds,East of England,2018,0.668,46.0,0.14,0.86,0.00,0.00,0.18,0.71,0.09,0.02,0.12,
E14000614,Calder Valley,Yorkshire and The Humber,2018,0.672,47.3,0.00,0.85,0.00,0.15,0.26,0.63,0.08,0.04,-0.04,
E14000615,Camberwell and Peckham,London,2018,0.679,50.2,0.69,0.31,0.00,0.00,0.21,0.66,0.13,0.00,0.57,
E14000616,Camborne and Redruth,South West,2018,0.572,43.2,0.00,1.00,0.00,0.00,0.25,0.73,0.02,0.00,-0.30,
E14000617,Cambridge,East of England,2018,0.769,55.4,0.75,0.11,0.15,0.00,0.20,0.54,0.17,0.09,0.61,
E14000618,Cannock Chase,West Midlands,2018,0.473,40.1,0.00,0.65,0.23,0.12,0.02,0.73,0.25,0.00,-0.37,
E14000619,Canterbury,South East,2018,0.639,47.2,0.25,0.75,0.00,0.00,0.24,0.75,0.02,0.00,-0.22,
E14000620,Carlisle,North West,2018,0.598,43.5,0.00,0.65,0.23,0.12,0.02,0.84,0.11,0.04,-0.31,
E14000621,Carshalton and Wallington,London,2018,0.781,57.5,0.37,0.63,0.00,0.00,0.24,0.68,0.04,0.04,0.34,
E14000622,Castle Point,East of England,2018,0.623,43.0,0.62,0.16,0.22,0.00,0.19,0.66,0.10,0.05,-0.34,
E14000623,Central Devon,South West,2018,0.652,45.9,0.34,0.03,0.63,0.00,0.10,0.82,0.07,0.00,-0.09,
E14000624,Central Suffolk and North Ipswich,East of England,2018,0.722,49.2,0.39,0.46,0.14,0.00,0.14,0.70,0.15,0.01,0.08,
E14000625,Charnwood,East Midlands,2018,0.658,44.7,0.15,0.53,0.32,0.00,0.14,0.74,0.05,0.07,-0.16,
E14000626,Chatham and Aylesford,South East,2018,0.539,40.2,0.00,0.51,0.39,0.10,0.11,0.70,0.16,0.03,-0.33,
E14000627,Cheadle,North West,2018,0.737,50.4,0.22,0.46,0.32,0.00,0.33,0.55,0.12,0.00,0.16,
E14000628,Chelmsford,East of England,2018,0.764,55.6,0.26,0.74,0.00,0.00,0.26,0.56,0.17,0.00,0.25,
E14000629,Chelsea and Fulham,London,2018,0.764,55.0,0.84,0.16,0.00,0.00,0.29,0.71,0.00,0.00,0.49,
E14000630,Cheltenham,South West,2018,0.688,51.3,0.44,0.56,0.00,0.00,0.45,0.46,0.09,0.00,0.06,
E14000631,Chesham and Amersham,South East,2018,0.778,55.6,0.43,0.57,0.00,0.00,0.35,0.62,0.00,0.03,0.30,
E14000632,Chesterfield,East Midlands,2018,0.689,47.8,0.25,0.38,0.15,0.22,0.06,0.77,0.14,0.03,-0.01,
E14000633,Chichester,South East,2018,0.610,44.7,0.66,0.28,0.06,0.00,0.04,0.83,0.10,0.03,-0.14,
E14000634,Chingford and Woodford Green,London,2018,0.746,52.4,0.37,0.63,0.00,0.00,0.27,0.61,0.09,0.04,0.15,
E14000635,Chippenham,South West,2018,0.708,48.9,0.00,0.80,0.20,0.00,0.18,0.69,0.09,0.04,0.05,
E14000636,Chipping Barnet,London,2018,0.789,57.5,0.29,0.65,0.05,0.00,0.29,0.71,0.00,0.00,0.53,
E14000637,Chorley,North West,2018,0.691,47.8,0.18,0.82,0.00,0.00,0.20,0.73,0.05,0.02,-0.03,
E14000638,Christchurch,South West,2018,0.708,49.1,0.34,0.57,0.00,0.09,0.23,0.72,0.05,0.00,0.05,
E14000639,Cities of London and Westminster,London,2018,0.741,55.0,0.81,0.19,0.00,0.00,0.46,0.54,0.00,0.00,0.37,
E14000640,City of Chester,North West,2018,0.649,46.1,0.24,0.68,0.08,0.00,0.20,0.77,0.04,0.00,-0.24,
E14000641,City of Durham,North East,2018,0.698,48.7,0.45,0.22,0.33,0.00,0.24,0.66,0.10,0.00,-0.13,
E14000642,Clacton,East of England,2018,0.439,40.2,0.00,0.73,0.27,0.00,0.00,0.80,0.15,0.05,-0.09,
E14000643,Cleethorpes,Yorkshire and The Humber,2018,0.674,47.2,0.61,0.39,0.00,0.00,0.14,0.74,0.12,0.00,0.14,
E14000644,Colchester,East of England,2018,0.677,50.5,0.41,0.40,0.00,0.20,0.14,0.69,0.13,0.04,0.12,
E14000645,Colne Valley,Yorkshire and The Humber,2018,0.656,45.8,0.16,0.65,0.19,0.00,0.19,0.65,0.16,0.00,-0.10,
E14000646,Congleton,North West,2018,0.740,50.3,0.52,0.48,0.00,0.00,0.29,0.59,0.12,0.01,0.11,
E14000647,Copeland,North West,2018,0.672,48.5,0.61,0.26,0.13,0.00,0.12,0.84,0.03,0.01,0.04,
E14000648,Corby,East Midlands,2018,0.563,43.7,0.22,0.23,0.55,0.00,0.08,0.72,0.13,0.08,0.00,
E14000649,Coventry North East,West Midlands,2018,0.557,41.6,0.08,0.37,0.20,0.35,0.08,0.81,0.11,0.00,-0.15,
E14000650,Coventry North West,West Midlands,2018,0.606,44.0,0.24,0.76,0.00,0.00,0.00,0.95,0.05,0.00,0.00,
E14000651,Coventry South,West Midlands,2018,0.643,44.5,0.46,0.47,0.00,0.08,0.04,0.96,0.00,0.00,-0.06,
E14000652,Crawley,South East,2018,0.601,43.5,0.00,0.88,0.12,0.00,0.05,0.76,0.15,0.04,0.06,
E14000653,Crewe and Nantwich,North West,2018,0.573,43.1,0.00,0.60,0.32,0.08,0.14,0.60,0.26,0.00,-0.26,
E14000654,Croydon Central,London,2018,0.536,40.9,0.36,0.52,0.07,0.05,0.20,0.44,0.29,0.08,-0.13,
E14000655,Croydon North,London,2018,0.695,48.8,0.47,0.53,0.00,0.00,0.19,0.57,0.18,0.06,0.18,
E14000656,Croydon South,London,2018,0.674,48.0,0.47,0.33,0.21,0.00,0.33,0.67,0.00,0.00,0.16,
E14000657,Dagenham and Rainham,London,2018,0.573,43.4,0.00,0.66,0.32,0.02,0.10,0.84,0.07,0.00,-0.11,
E14000658,Darlington,North East,2018,0.632,45.1,0.25,0.00,0.75,0.00,0.09,0.70,0.18,0.04,-0.28,
E14000659,Dartford,South East,2018,0.707,51.6,0.37,0.63,0.00,0.00,0.15,0.69,0.11,0.05,0.10,
E14000660,Daventry,East Midlands,2018,0.662,45.5,0.00,0.64,0.36,0.00,0.05,0.84,0.10,0.01,-0.13,
E14000661,Denton and Reddish,North West,2018,0.640,44.4,0.00,0.72,0.12,0.16,0.03,0.91,0.03,0.03,-0.11,
E14000662,Derby North,East Midlands,2018,0.612,43.8,0.37,0.42,0.22,0.00,0.09,0.68,0.10,0.12,-0.13,
E14000663,Derby South,East Midlands,2018,0.517,39.8,0.00,0.51,0.12,0.37,0.14,0.65,0.16,0.05,-0.43,
E14000664,Derbyshire Dales,East Midlands,2018,0.708,50.3,0.00,1.00,0.00,0.00,0.20,0.66,0.11,0.03,-0.06,
E14000665,Devizes,South West,2018,0.614,45.2,0.34,0.60,0.06,0.00,0.14,0.73,0.13,0.00,-0.17,
E14000666,Dewsbury,Yorkshire and The Humber,2018,0.646,45.6,0.19,0.40,0.23,0.18,0.15,0.65,0.20,0.00,0.02,
E14000667,Don Valley,Yorkshire and The Humber,2018,0.597,43.3,0.00,0.25,0.62,0.13,0.22,0.53,0.15,0.11,-0.18,
E14000668,Doncaster Central,Yorkshire and The Humber,2018,0.582,42.8,0.28,0.62,0.10,0.00,0.04,0.62,0.29,0.05,-0.16,
E14000669,Doncaster North,Yorkshire and The Humber,2018,0.574,41.7,0.26,0.50,0.24,0.00,0.17,0.53,0.20,0.10,-0.34,
E14000670,Dover,South East,2018,0.572,42.1,0.21,0.30,0.49,0.00,0.30,0.69,0.01,0.00,-0.37,
E14000671,Dudley North,West Midlands,2018,0.553,41.3,0.20,0.57,0.11,0.11,0.11,0.71,0.08,0.10,-0.19,
E14000672,Dudley South,West Midlands,2018,0.586,43.0,0.00,0.55,0.23,0.22,0.00,0.74,0.15,0.11,-0.23,
E14000673,Dulwich and West Norwood,London,2018,0.569,45.5,0.37,0.63,0.00,0.00,0.47,0.46,0.07,0.00,-0.23,
E14000674,Ealing Central and Acton,London,2018,0.695,51.5,0.53,0.47,0.00,0.00,0.29,0.56,0.16,0.00,0.49,
E14000675,Ealing North,London,2018,0.701,50.5,0.62,0.38,0.00,0.00,0.22,0.69,0.09,0.00,0.55,
E14000676,"Ealing, Southall",London,2018,0.682,48.0,0.29,0.71,0.00,0.00,0.08,0.86,0.03,0.03,0.52,
E14000677,Easington,North East,2018,0.579,42.9,0.30,0.55,0.15,0.00,0.04,0.88,0.08,0.00,-0.30,
E14000678,East Devon,South West,2018,0.672,46.1,0.17,0.49,0.34,0.00,0.14,0.78,0.09,0.00,-0.14,
E14000679,East Ham,London,2018,0.696,51.4,0.55,0.19,0.27,0.00,0.34,0.55,0.08,0.04,0.57,
E14000680,East Hampshire,South East,2018,0.754,50.5,0.59,0.41,0.00,0.00,0.15,0.77,0.08,0.00,0.11,
E14000681,East Surrey,South East,2018,0.635,44.5,0.00,0.62,0.38,0.00,0.14,0.82,0.04,0.00,-0.14,
E14000682,East Worthing and Shoreham,South East,2018,0.627,45.6,0.27,0.45,0.28,0.00,0.18,0.78,0.04,0.00,0.01,
E14000683,East Yorkshire,Yorkshire and The Humber,2018,0.670,47.2,0.00,0.42,0.28,0.29,0.16,0.71,0.13,0.00,0.02,
E14000684,Eastbourne,South East,2018,0.593,43.9,0.00,0.91,0.09,0.00,0.03,0.81,0.06,0.10,-0.12,
E14000685,Eastleigh,South East,2018,0.640,46.1,0.37,0.63,0.00,0.00,0.16,0.81,0.04,0.00,-0.11,
E14000686,Eddisbury,North West,2018,0.652,47.5,0.73,0.27,0.00,0.00,0.21,0.79,0.00,0.00,-0.02,
E14000687,Edmonton,London,2018,0.558,45.8,0.19,0.72,0.00,0.09,0.08,0.61,0.20,0.11,0.11,
E14000688,Ellesmere Port and Neston,North West,2018,0.538,42.5,0.00,1.00,0.00,0.00,0.31,0.57,0.12,0.00,-0.26,
E14000689,Elmet and Rothwell,Yorkshire and The Humber,2018,0.695,47.3,0.33,0.39,0.28,0.00,0.23,0.63,0.12,0.02,0.06,
E14000690,Eltham,London,2018,0.590,44.9,0.45,0.55,0.00,0.00,0.21,0.77,0.02,0.00,-0.20,
E14000691,Enfield North,London,2018,0.623,45.8,0.33,0.56,0.11,0.00,0.17,0.74,0.09,0.00,0.03,
E14000692,"Enfield, Southgate",London,2018,0.674,48.0,0.55,0.45,0.00,0.00,0.42,0.54,0.04,0.00,0.18,
E14000693,Epping Forest,East of England,2018,0.674,46.3,0.36,0.50,0.14,0.00,0.06,0.80,0.06,0.08,0.02,
E14000694,Epsom and Ewell,London,2018,0.800,56.1,0.48,0.38,0.14,0.00,0.39,0.59,0.02,0.00,0.47,
E14000695,Erewash,East Midlands,2018,0.587,43.1,0.00,0.72,0.28,0.00,0.18,0.59,0.20,0.03,-0.45,
E14000696,Erith and Thamesmead,London,2018,0.596,42.2,0.31,0.46,0.00,0.23,0.24,0.73,0.03,0.00,-0.29,
E14000697,Esher and Walton,South East,2018,0.749,52.5,0.34,0.42,0.00,0.24,0.17,0.83,0.00,0.00,0.30,
E14000698,Exeter,South West,2018,0.607,43.6,0.00,0.86,0.00,0.14,0.34,0.50,0.16,0.00,-0.20,
E14000699,Fareham,South East,2018,0.697,47.7,0.23,0.77,0.00,0.00,0.34,0.55,0.11,0.00,-0.12,
E14000700,Faversham and Mid Kent,South East,2018,0.639,45.1,0.63,0.26,0.00,0.11,0.28,0.65,0.07,0.00,-0.08,
E14000701,Feltham and Heston,London,2018,0.703,50.3,0.72,0.28,0.00,0.00,0.30,0.69,0.02,0.00,0.50,
E14000702,Filton and Bradley Stoke,South West,2018,0.650,46.0,0.00,0.81,0.05,0.14,0.06,0.69,0.25,0.00,-0.18,
E14000703,Finchley and Golders Green,London,2018,0.763,57.1,0.64,0.36,0.00,0.00,0.42,0.41,0.17,0.00,0.68,
E14000704,Folkestone and Hythe,South East,2018,0.534,42.3,0.32,0.68,0.00,0.00,0.14,0.75,0.06,0.04,-0.34,
E14000705,Forest of Dean,South West,2018,0.640,44.7,0.20,0.45,0.22,0.13,0.12,0.72,0.08,0.08,-0.09,
E14000706,Fylde,North West,2018,0.647,45.5,0.00,0.66,0.34,0.00,0.30,0.56,0.14,0.00,-0.28,
E14000707,Gainsborough,East Midlands,2018,0.700,50.3,0.70,0.19,0.07,0.04,0.17,0.72,0.11,0.00,-0.09,
E14000708,Garston and Halewood,North West,2018,0.432,36.0,0.00,0.40,0.60,0.00,0.07,0.87,0.03,0.03,-0.65,
E14000709,Gateshead,North East,2018,0.649,45.3,0.65,0.00,0.10,0.25,0.44,0.47,0.09,0.00,-0.15,
E14000710,Gedling,East Midlands,2018,0.673,48.4,0.28,0.60,0.00,0.13,0.25,0.65,0.10,0.00,0.04,
E14000711,Gillingham and Rainham,South East,2018,0.610,45.1,0.20,0.65,0.15,0.00,0.08,0.68,0.16,0.09,0.01,
E14000712,Gloucester,South West,2018,0.714,51.9,0.32,0.29,0.17,0.22,0.22,0.63,0.11,0.04,0.02,
E14000713,Gosport,South East,2018,0.563,42.7,0.00,0.75,0.00,0.25,0.14,0.52,0.35,0.00,-0.28,
E14000714,Grantham and Stamford,East Midlands,2018,0.744,52.3,0.63,0.33,0.00,0.04,0.22,0.62,0.09,0.07,0.20,
E14000715,Gravesham,South East,2018,0.676,46.9,0.30,0.70,0.00,0.00,0.05,0.85,0.10,0.00,-0.01,
E14000716,Great Grimsby,Yorkshire and The Humber,2018,0.500,37.7,0.00,0.60,0.40,0.00,0.03,0.68,0.26,0.04,-0.27,
E14000717,Great Yarmouth,East of England,2018,0.533,43.0,0.25,0.75,0.00,0.00,0.00,0.85,0.11,0.04,0.02,
E14000718,Greenwich and Woolwich,London,2018,0.518,43.2,0.12,0.55,0.10,0.23,0.44,0.56,0.00,0.00,-0.22,
E14000719,Guildford,South East,2018,0.748,52.8,0.72,0.28,0.00,0.00,0.22,0.78,0.00,0.00,0.32,
E14000720,Hackney North and Stoke Newington,London,2018,0.688,49.2,0.19,0.75,0.00,0.05,0.31,0.69,0.00,0.00,0.23,
E14000721,Hackney South and Shoreditch,London,2018,0.665,48.8,0.34,0.66,0.00,0.00,0.40,0.48,0.11,0.00,0.39,
E14000722,Halesowen and Rowley Regis,West Midlands,2018,0.588,43.4,0.19,0.81,0.00,0.00,0.13,0.74,0.13,0.00,-0.04,
E14000723,Halifax,Yorkshire and The Humber,2018,0.703,52.6,0.78,0.22,0.00,0.00,0.35,0.50,0.08,0.07,0.24,
E14000724,Haltemprice and Howden,Yorkshire and The Humber,2018,0.765,50.6,0.42,0.58,0.00,0.00,0.17,0.68,0.07,0.08,0.20,
E14000725,Halton,North West,2018,0.599,44.6,0.34,0.38,0.28,0.00,0.17,0.58,0.17,0.09,-0.27,
E14000726,Hammersmith,London,2018,0.641,48.7,0.18,0.36,0.37,0.10,0.53,0.45,0.03,0.00,0.07,
E14000727,Hampstead and Kilburn,London,2018,0.611,45.2,0.00,1.00,0.00,0.00,0.17,0.83,0.00,0.00,-0.04,
E14000728,Harborough,East Midlands,2018,0.679,47.2,0.44,0.22,0.35,0.00,0.39,0.52,0.09,0.00,0.10,
E14000729,Harlow,East of England,2018,0.584,42.1,0.24,0.76,0.00,0.00,0.00,0.94,0.03,0.03,-0.19,
E14000730,Harrogate and Knaresborough,Yorkshire and The Humber,2018,0.771,52.5,0.72,0.28,0.00,0.00,0.28,0.66,0.04,0.03,0.26,
E14000731,Harrow East,London,2018,0.751,52.9,0.82,0.18,0.00,0.00,0.31,0.69,0.00,0.00,0.45,
E14000732,Harrow West,London,2018,0.677,51.2,0.85,0.15,0.00,0.00,0.40,0.50,0.00,0.10,0.58,
E14000733,Hartlepool,North East,2018,0.604,42.3,0.00,0.42,0.58,0.00,0.22,0.63,0.14,0.00,-0.47,
E14000734,Harwich and North Essex,East of England,2018,0.509,39.1,0.00,0.58,0.00,0.42,0.24,0.66,0.10,0.00,-0.56,
E14000735,Hastings and Rye,South East,2018,0.488,38.9,0.00,0.83,0.17,0.00,0.13,0.72,0.10,0.05,-0.37,
E14000736,Havant,South East,2018,0.537,41.1,0.00,1.00,0.00,0.00,0.19,0.72,0.09,0.00,-0.39,
E14000737,Hayes and Harlington,London,2018,0.617,45.3,0.02,0.97,0.01,0.00,0.00,0.86,0.09,0.04,0.22,
E14000738,Hazel Grove,North West,2018,0.584,42.0,0.00,0.46,0.54,0.00,0.12,0.71,0.12,0.05,-0.45,
